date,return,nav,weight,top_pair,direction,holding,dk_execution_turnover,dk_execution_cost,dk_volume_clear_active,dk_volume_clear_scale,risk_gate_on,risk_gate_scale,risk_gate_base_dd
2010-12-27,0.0,0.9776350928626737,0.0,SZ50/CYB,0,none_0,0.0,0.0,True,0.0,False,1.0,-0.036578266133670656
2010-12-28,0.0,0.9776350928626737,0.0,SZ50/CYB,0,none_0,0.0,0.0,True,0.0,False,1.0,-0.036578266133670656
2010-12-29,0.0,0.9776350928626737,0.0,SZ50/CYB,0,none_0,0.0,0.0,True,0.0,False,1.0,-0.036578266133670656
2010-12-30,0.0,0.9776350928626737,0.0,SZ50/CYB,0,none_0,0.0,0.0,True,0.0,False,1.0,-0.036578266133670656
2010-12-31,0.0,0.9776350928626737,0.0,SZ50/CYB,0,none_0,0.0,0.0,True,0.0,False,1.0,-0.036578266133670656
2011-01-04,0.0,0.9776350928626737,0.0,SZ50/CYB,0,none_0,0.0,0.0,True,0.0,False,1.0,-0.036578266133670656
2011-01-05,-0.00711922961572975,0.9706750841561891,0.7834644457803458,SZ50/CYB,1,SZ50/CYB_1,1.5669288915606916,0.0007834644457803458,False,1.0,False,1.0,-0.04343708667384949
2011-01-06,0.008087357806604523,0.9785252808757161,0.7834644457803458,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.035701020129252914
2011-01-07,0.014431566658239747,0.9926469336934468,0.7834644457803458,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.02178467512277571
2011-01-10,0.010816083342690908,1.0033834856581416,0.7834644457803458,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.011204216641806264
2011-01-11,0.020563086243558182,1.024016146809092,0.7834644457803458,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0,False,1.0,False,1.0,0.0
2011-01-12,-0.0014040506641919137,1.0225783762580214,0.7834644457803458,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.0014040506641920247
2011-01-13,-0.00417001514743276,1.0183142089395882,0.7834644457803458,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.0055682108990873225
2011-01-14,0.006665138036450635,1.0251014137066496,0.7834644457803458,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0,False,1.0,False,1.0,0.0
2011-01-17,0.0034463657795613667,1.0286342881394281,0.7834644457803458,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0,False,1.0,False,1.0,0.0
2011-01-18,0.0046011455532348755,1.033367184220206,0.9255639570059616,SZ50/CYB,1,SZ50/CYB_1,0.28419902245123163,0.00014209951122561582,False,1.0,False,1.0,0.0
2011-01-19,-0.007345276894409003,1.0257768161185128,1.0557768939343175,SZ50/CYB,1,SZ50/CYB_1,0.2604258738567118,0.0001302129369283559,False,1.0,False,1.0,-0.007345276894408892
2011-01-20,-0.003193624861279387,1.0225008697764326,1.0557768939343175,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.010515443696785476
2011-01-21,0.012919261502078117,1.0357108258991767,1.0557768939343175,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0,False,1.0,False,1.0,0.0
2011-01-24,0.022717159830356826,1.0592392342691592,1.0557768939343175,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0,False,1.0,False,1.0,0.0
2011-01-25,0.01670300237075928,1.0769317097103583,1.0557768939343175,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0,False,1.0,False,1.0,0.0
2011-01-26,-0.009916199288118821,1.066252640257176,1.0557768939343175,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.009916199288118821
2011-01-27,-0.005533317562859019,1.060352725796396,1.0557768939343175,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.01539464737130014
2011-01-28,-0.010545246126455132,1.0491710453220155,1.0557768939343175,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.025777553152194765
2011-01-31,0.0018373551819304001,1.0510987451788694,1.0557768939343175,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.023987560491126048
2011-02-01,-0.0011082330559192277,1.049933882804427,1.0557768939343175,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.025069209739578158
2011-02-09,-0.006159918656310381,1.0434663754918476,1.0557768939343175,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.031074704103114636
2011-02-10,-0.02203867525926806,1.0204697588984173,1.0557768939343175,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.05242853404987635
2011-02-11,-0.007309577798702227,1.0130105558045264,1.0557768939343175,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.05935488140006906
2011-02-14,0.023284717776585806,1.036598220701137,1.0557768939343175,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.0374522252855467
2011-02-15,-0.003491860575767669,1.0329785642413598,1.384492651644837,HS300/CYB,1,HS300/CYB_1,2.768985303289674,0.001384492651644837,False,1.0,False,1.0,-0.04081330791236504
2011-02-16,-0.011567441672804879,1.02102964495024,1.384492651644837,HS300/CYB,1,HS300/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.05190864402641948
2011-02-17,-0.011232353346147583,1.0095610792012673,1.384492651644837,HS300/CYB,1,HS300/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.06255794114114299
2011-02-18,0.00433373842176632,1.0139362528393217,1.4009109599684073,ZZ500/CYB,1,ZZ500/CYB_1,2.8018219199368146,0.0014009109599684073,False,1.0,False,1.0,-0.05849531247248663
2011-02-21,0.006878182719337378,1.0209102916521107,1.4009109599684073,ZZ500/CYB,1,ZZ500/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.05201947120055983
2011-02-22,-0.000743299120311347,1.020151449930409,1.3100875074406626,SZ50/ZZ500,-1,SZ50/ZZ500_-1,2.8018219199368146,0.0014009109599684073,False,1.0,False,1.0,-0.05272410429368868
2011-02-23,0.01542138745215449,1.035883600699663,1.3100875074406626,SZ50/ZZ500,-1,SZ50/ZZ500_-1,0.0,0.0,False,1.0,False,1.0,-0.03811579568191492
2011-02-24,0.008112322189759436,1.0442870222196268,1.3100875074406626,SZ50/ZZ500,-1,SZ50/ZZ500_-1,0.0,0.0,False,1.0,False,1.0,-0.030312681107246275
2011-02-25,-0.0011841707145976432,1.0430504081102798,1.3100875074406626,SZ50/ZZ500,-1,SZ50/ZZ500_-1,0.0,0.0,False,1.0,False,1.0,-0.03146095643259583
2011-02-28,0.0048364838790773135,1.0480951045941702,1.1518371558753713,SZ50/ZZ1000,-1,SZ50/ZZ1000_-1,2.620175014881325,0.0013100875074406625,False,1.0,False,1.0,-0.02677663296212507
2011-03-01,-0.002123272669609322,1.045869712903434,1.1518371558753713,SZ50/ZZ1000,-1,SZ50/ZZ1000_-1,0.0,0.0,False,1.0,False,1.0,-0.02884305153878186
2011-03-02,-0.006454956347015095,1.0391186695619772,1.3226955027136378,SZ50/ZZ1000,-1,SZ50/ZZ1000_-1,0.341716693676533,0.00017085834683826652,False,1.0,False,1.0,-0.03511182724719941
2011-03-03,-0.03060436684522916,1.007317100602976,1.3226955027136378,SZ50/ZZ1000,-1,SZ50/ZZ1000_-1,0.0,0.0,False,1.0,False,1.0,-0.06464161885074893
2011-03-04,-0.002266038033572282,1.0050344817411418,1.2016882120794241,SZ50/ZZ1000,-1,SZ50/ZZ1000_-1,0.24201458126842734,0.00012100729063421368,False,1.0,False,1.0,-0.06676117651745372
2011-03-07,-0.011469181266335338,0.9935075590911353,1.2016882120794241,SZ50/ZZ1000,-1,SZ50/ZZ1000_-1,0.0,0.0,False,1.0,False,1.0,-0.07746466174875655
2011-03-08,-0.0038262264922072076,0.9897061741483327,1.4009109599684073,ZZ500/CYB,1,ZZ500/CYB_1,5.205198344095663,0.002602599172047832,False,1.0,False,1.0,-0.0809944908999708
2011-03-09,0.001038848480498178,0.9907343289034863,1.4009109599684073,ZZ500/CYB,1,ZZ500/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.08003978342327278
2011-03-10,-0.018767064883474016,0.9721411534706695,1.4009109599684073,ZZ500/CYB,1,ZZ500/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.0973047364979831
2011-03-11,-0.01106284041244987,0.9613865110314486,1.4009109599684073,ZZ500/CYB,1,ZZ500/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.10729111013918025
2011-03-14,0.006357853648449208,0.9674988657681797,1.4009109599684073,ZZ500/CYB,1,ZZ500/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.10161539766677563
2011-03-15,7.772774225500712e-05,0.9675740672706501,1.4009109599684073,ZZ500/CYB,1,ZZ500/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.10154556825995964
2011-03-16,0.00928430151707893,0.9765573166512972,1.4009109599684073,ZZ500/CYB,1,ZZ500/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.09320404641632929
2011-03-17,0.004641997362890837,0.9810904931399043,1.4009109599684073,ZZ500/CYB,1,ZZ500/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.08899470199111381
2011-03-18,-0.00330771229295046,0.9778453280552486,1.4100732747945397,HS300/ZZ500,-1,HS300/ZZ500_-1,2.8201465495890794,0.0014100732747945397,False,1.0,False,1.0,-0.09200804541428087
2011-03-21,-0.005245043945470318,0.972716486337726,1.4715244140060406,HS300/ZZ1000,-1,HS300/ZZ1000_-1,2.9430488280120812,0.0014715244140060407,False,1.0,False,1.0,-0.09677050311821633
2011-03-22,-0.007267025171174835,0.965647731147093,1.4715244140060406,HS300/ZZ1000,-1,HS300/ZZ1000_-1,0.0,0.0,False,1.0,False,1.0,-0.10333429460740384
2011-03-23,-0.00320927827802886,0.9625486988592948,1.4715244140060406,HS300/ZZ1000,-1,HS300/ZZ1000_-1,0.0,0.0,False,1.0,False,1.0,-0.10621194437837378
2011-03-24,0.013009102623095181,0.9750705936624822,1.4715244140060406,HS300/ZZ1000,-1,HS300/ZZ1000_-1,0.0,0.0,False,1.0,False,1.0,-0.09458456383949532
2011-03-25,-0.011662654600519184,0.9636986821174734,1.4715244140060406,HS300/ZZ1000,-1,HS300/ZZ1000_-1,0.0,0.0,False,1.0,False,1.0,-0.10514411134141366
2011-03-28,-0.0006495942058999393,0.9630726690373366,1.4715244140060406,HS300/ZZ1000,-1,HS300/ZZ1000_-1,0.0,0.0,False,1.0,False,1.0,-0.10572540454180168
2011-03-29,-0.009248720740605787,0.9541654788685003,1.4715244140060406,HS300/ZZ1000,-1,HS300/ZZ1000_-1,0.0,0.0,False,1.0,False,1.0,-0.11399630054061283
2011-03-30,-0.01195166391381286,0.9427616137469017,1.4715244140060406,HS300/ZZ1000,-1,HS300/ZZ1000_-1,0.0,0.0,False,1.0,False,1.0,-0.12458551898294623
2011-03-31,-0.005123572646249963,0.9379313061307736,1.4715244140060406,HS300/ZZ1000,-1,HS300/ZZ1000_-1,0.0,0.0,False,1.0,False,1.0,-0.1290707686720164
2011-04-01,0.005859931786709183,0.943427519605319,1.5,ZZ1000/CYB,1,ZZ1000/CYB_1,3.0,0.0015,False,1.0,False,1.0,-0.12396718278538332
2011-04-06,0.045167376697730965,0.9860396657703384,1.069287719677977,SZ50/CYB,1,SZ50/CYB_1,3.0,0.0015,False,1.0,False,1.0,-0.08439907853067619
2011-04-07,-0.009139612305013811,0.9770276455078322,0.8201423350440682,SZ50/CYB,1,SZ50/CYB_1,0.4982907692678178,0.0002491453846339089,False,1.0,False,1.0,-0.09276731597901922
2011-04-08,-0.007908838275716312,0.9693004918686068,0.8201423350440682,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.09994247255538524
2011-04-11,0.00963667275294533,0.9786413235080135,0.8201423350440682,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.09126891270457638
2011-04-12,-0.0016589739260368663,0.9770177830693715,0.8201423350440682,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.09277647388417865
2011-04-13,-0.004236335744330133,0.9728788077121086,0.8201423350440682,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.09661977733596028
2011-04-14,-6.780379410498139e-05,0.9728128428377414,0.8201423350440682,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.09668102994257621
2011-04-15,0.009388863862224373,0.9819464501825684,0.8201423350440682,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.08819989110854232
2011-04-18,0.005625752430194586,0.987470637811004,0.8201423350440682,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.08307032943009451
2011-04-19,-0.01108359084511823,0.9765259172899389,0.8201423350440682,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.0932332027324404
2011-04-20,-0.014379601523110241,0.9624838637223199,0.8201423350440682,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.10627214795153472
2011-04-21,0.004348059858975795,0.9666688011750828,0.8201423350440682,SZ50/CYB,1,SZ50/CYB_1,0.0,0.0,False,1.0,False,1.0,-0.10238616575319415
2011-04-22,-0.0008201423350440162,0.9658759951672728,0.0,SZ50/CYB,0,none_0,1.6402846700881364,0.0008201423350440682,False,1.0,False,1.0,-0.10312233685918115
2011-04-25,0.017694107713509988,0.9829663090636562,1.475438741767636,SZ50/ZZ1000,1,SZ50/ZZ1000_1,2.950877483535272,0.001475438741767636,False,1.0,False,1.0,-0.08725288688172639
2011-04-26,0.022106820869113086,1.0046965691784997,1.475438741767636,SZ50/ZZ1000,1,SZ50/ZZ1000_1,0.0,0.0,False,1.0,False,1.0,-0.06707494995322061
2011-04-27,0.015686863327589062,1.0204571069449004,1.475438741767636,SZ50/ZZ1000,1,SZ50/ZZ1000_1,0.0,0.0,False,1.0,False,1.0,-0.0524402821982527
2011-04-28,-0.010076144049002034,1.0101748341394958,1.5,ZZ1000/CYB,-1,ZZ1000/CYB_-1,3.0,0.0015,False,1.0,False,1.0,-0.06198803040985468
2011-04-29,-0.018674978248895968,0.9913098410843586,1.1618805157246064,SZ50/ZZ1000,1,SZ50/ZZ1000_1,3.0,0.0015,False,1.0,False,1.0,-0.07950538353915482
2011-05-03,-0.020869015446581374,0.970622180698421,1.1618805157246064,SZ50/ZZ1000,1,SZ50/ZZ1000_1,0.0,0.0,False,1.0,False,1.0,-0.09871519990857114
2011-05-04,-0.008487248591358965,0.9623842689625466,1.1618805157246064,SZ50/ZZ1000,1,SZ50/ZZ1000_1,0.0,0.0,False,1.0,False,1.0,-0.1063646280585604
2011-05-05,-0.009192622942890027,0.9535374332518051,1.1618805157246064,SZ50/ZZ1000,1,SZ50/ZZ1000_1,0.0,0.0,False,1.0,False,1.0,-0.11457948108124727
2011-05-06,-0.0011618805157246337,0.9524295366870957,0.0,SZ50/ZZ1000,0,none_0,2.3237610314492128,0.0011618805157246064,True,0.0,False,1.0,-0.11560823393040176
2011-05-09,0.0,0.9524295366870957,0.0,SZ50/ZZ1000,0,none_0,0.0,0.0,True,0.0,False,1.0,-0.11560823393040176
2011-05-10,0.0,0.9524295366870957,0.0,SZ50/ZZ1000,0,none_0,0.0,0.0,True,0.0,False,1.0,-0.11560823393040176
2011-05-11,0.0,0.9524295366870957,0.0,HS300/ZZ1000,0,none_0,0.0,0.0,True,0.0,False,1.0,-0.11560823393040176
2011-05-12,0.0,0.9524295366870957,0.0,ZZ1000/CYB,0,none_0,0.0,0.0,True,0.0,False,1.0,-0.11560823393040176
2011-05-13,0.0,0.9524295366870957,0.0,SZ50/CYB,0,none_0,0.0,0.0,True,0.0,False,1.0,-0.11560823393040176
2011-05-16,0.0,0.9524295366870957,0.0,SZ50/CYB,0,none_0,0.0,0.0,True,0.0,False,1.0,-0.11560823393040176
2011-05-17,0.0,0.9524295366870957,0.0,SZ50/CYB,0,none_0,0.0,0.0,True,0.0,False,1.0,-0.11560823393040176
2011-05-18,0.0,0.9524295366870957,0.0,SZ50/CYB,0,none_0,0.0,0.0,True,0.0,False,1.0,-0.11560823393040176
2011-05-19,0.0,0.9524295366870957,0.0,SZ50/ZZ500,0,none_0,0.0,0.0,True,0.0,False,1.0,-0.11560823393040176
2011-05-20,0.0,0.9524295366870957,0.0,SZ50/ZZ1000,0,none_0,0.0,0.0,True,0.0,False,1.0,-0.11560823393040176
2011-05-23,0.0,0.9524295366870957,0.0,SZ50/ZZ1000,0,none_0,0.0,0.0,True,0.0,False,1.0,-0.11560823393040176
2011-05-24,0.0,0.9524295366870957,0.0,SZ50/ZZ1000,0,none_0,0.0,0.0,True,0.0,False,1.0,-0.11560823393040176
2011-05-25,0.0,0.9524295366870957,0.0,SZ50/ZZ1000,0,none_0,0.0,0.0,True,0.0,False,1.0,-0.11560823393040176
2011-05-26,0.0,0.9524295366870957,0.0,SZ50/ZZ1000,0,none_0,0.0,0.0,True,0.0,False,1.0,-0.11560823393040176
2011-05-27,0.0,0.9524295366870957,0.0,SZ50/ZZ1000,0,none_0,0.0,0.0,True,0.0,False,1.0,-0.11560823393040176
2011-05-30,0.0,0.9524295366870957,0.0,ZZ500/CYB,0,none_0,0.0,0.0,True,0.0,False,1.0,-0.11560823393040176
2011-05-31,0.0,0.9524295366870957,0.0,SZ50/ZZ500,0,none_0,0.0,0.0,True,0.0,False,1.0,-0.11560823393040176
2011-06-01,0.0,0.9524295366870957,0.0,SZ50/ZZ500,0,none_0,0.0,0.0,True,0.0,False,1.0,-0.11560823393040176
2011-06-02,0.0,0.9524295366870957,0.0,SZ50/ZZ500,0,none_0,0.0,0.0,True,0.0,False,1.0,-0.11560823393040176
2011-06-03,0.0,0.9524295366870957,0.0,SZ50/ZZ500,0,none_0,0.0,0.0,True,0.0,False,1.0,-0.11560823393040176
2011-06-07,0.0,0.9524295366870957,0.0,SZ50/ZZ500,0,none_0,0.0,0.0,True,0.0,False,1.0,-0.11560823393040176
2011-06-08,0.0,0.9524295366870957,0.0,SZ50/ZZ500,0,none_0,0.0,0.0,True,0.0,False,1.0,-0.11560823393040176
2011-06-09,0.0,0.9524295366870957,0.0,ZZ500/CYB,0,none_0,0.0,0.0,True,0.0,False,1.0,-0.11560823393040176
2011-06-10,0.0,0.9524295366870957,0.0,ZZ500/CYB,0,none_0,0.0,0.0,True,0.0,False,1.0,-0.11560823393040176
2011-06-13,0.0,0.9524295366870957,0.0,ZZ500/CYB,0,none_0,0.0,0.0,True,0.0,False,1.0,-0.11560823393040176
2011-06-14,0.0,0.9524295366870957,0.0,ZZ500/CYB,0,none_0,0.0,0.0,True,0.0,False,1.0,-0.11560823393040176
2011-06-15,-0.0052778446398782375,0.9474027615620301,1.0642243950100563,ZZ500/CYB,-1,ZZ500/CYB_-1,2.1284487900201126,0.0010642243950100562,False,1.0,False,1.0,-0.12027591627250456
2011-06-16,0.0014406662417811855,0.9487676527379828,1.0642243950100563,ZZ500/CYB,-1,ZZ500/CYB_-1,0.0,0.0,False,1.0,False,1.0,-0.1190085274829965
2011-06-17,-0.003702633736086036,0.945254713619248,1.1089153353726535,SZ50/CYB,-1,SZ50/CYB_-1,2.217830670745307,0.0011089153353726535,False,1.0,False,1.0,-0.12227051623034202
2011-06-20,-0.010636294758140097,0.9352007058636723,1.1089153353726535,SZ50/CYB,-1,SZ50/CYB_-1,0.0,0.0,False,1.0,False,1.0,-0.13160630573762633
2011-06-21,-0.005680657967868652,0.9298881505223514,1.1089153353726535,SZ50/CYB,-1,SZ50/CYB_-1,0.0,0.0,False,1.0,False,1.0,-0.13653935329618483
2011-06-22,-0.0055646822406205665,0.9247136184453761,1.1089153353726535,SZ50/CYB,-1,SZ50/CYB_-1,0.0,0.0,False,1.0,False,1.0,-0.14134423742237234
2011-06-23,0.01638124106595873,0.9398615751461048,1.1089153353726535,SZ50/CYB,-1,SZ50/CYB_-1,0.0,0.0,False,1.0,False,1.0,-0.12727839038291355
2011-06-24,-0.0020469501758064723,0.9379377253296257,1.1089153353726535,SZ50/CYB,-1,SZ50/CYB_-1,0.0,0.0,False,1.0,False,1.0,-0.12906480803514941
2011-06-27,0.01688511908707624,0.9537749155180778,1.1089153353726535,SZ50/CYB,-1,SZ50/CYB_-1,0.0,0.0,False,1.0,False,1.0,-0.11435896360169728
2011-06-28,0.0008986409111033655,0.9546320166771465,1.1089153353726535,SZ50/CYB,-1,SZ50/CYB_-1,0.0,0.0,False,1.0,False,1.0,-0.11356309033383782
2011-06-29,0.0080808421969083,0.9623462473600308,1.1089153353726535,SZ50/CYB,-1,SZ50/CYB_-1,0.0,0.0,False,1.0,False,1.0,-0.10639993354931054
2011-06-30,-0.0035600708076515275,0.9589202265779514,1.1089153353726535,SZ50/CYB,-1,SZ50/CYB_-1,0.0,0.0,False,1.0,False,1.0,-0.10958121305959712
2011-07-01,0.014152073872266024,0.9724909364620926,1.1089153353726535,SZ50/CYB,-1,SZ50/CYB_-1,0.0,0.0,False,1.0,False,1.0,-0.09697994060956305
2011-07-04,0.00039200853761123255,0.9728721612119353,1.1089153353726535,SZ50/CYB,-1,SZ50/CYB_-1,0.0,0.0,False,1.0,False,1.0,-0.09662594903664778
2011-07-05,0.011487648539299178,0.9840481746736064,1.1089153353726535,SZ50/CYB,-1,SZ50/CYB_-1,0.0,0.0,False,1.0,False,1.0,-0.08624830543965789
2011-07-06,0.02043430080552744,1.004156511082017,1.1089153353726535,SZ50/CYB,-1,SZ50/CYB_-1,0.0,0.0,False,1.0,False,1.0,-0.06757642845145151
2011-07-07,0.015473155203835853,1.0196939806269314,1.3503004389539446,SZ50/CYB,-1,SZ50/CYB_-1,0.4827702071625821,0.00024138510358129105,False,1.0,False,1.0,-0.05314889381316579
2011-07-08,-0.013120053399238163,1.0063155411502243,1.3503004389539446,SZ50/CYB,-1,SZ50/CYB_-1,0.0,0.0,False,1.0,False,1.0,-0.06557163088746487
2011-07-11,0.016783326287247435,1.0232048632252764,1.4853570679826438,SZ50/CYB,-1,SZ50/CYB_-1,0.2701132580573984,0.0001350566290286992,False,1.0,False,1.0,-0.04988881467658879
2011-07-12,0.01209040927313687,1.035575828791934,1.4853570679826438,SZ50/CYB,-1,SZ50/CYB_-1,0.0,0.0,False,1.0,False,1.0,-0.038401581591043454
2011-07-13,0.013046893713803298,1.0490868765627663,1.4853570679826438,SZ50/CYB,-1,SZ50/CYB_-1,0.0,0.0,False,1.0,False,1.0,-0.025855709230700352
2011-07-14,0.02657484916034325,1.0769662020635176,1.4853570679826438,SZ50/CYB,-1,SZ50/CYB_-1,0.0,0.0,False,1.0,False,1.0,0.0
2011-07-15,0.02458577791828187,1.1034442539329468,1.4853570679826438,SZ50/CYB,-1,SZ50/CYB_-1,0.0,0.0,False,1.0,False,1.0,0.0
2011-07-18,-0.0010477421190598912,1.1022881289120665,1.4853570679826438,SZ50/CYB,-1,SZ50/CYB_-1,0.0,0.0,False,1.0,False,1.0,-0.0010477421190600023
2011-07-19,-0.018770507674307213,1.0815976211290248,1.4853570679826438,SZ50/CYB,-1,SZ50/CYB_-1,0.0,0.0,False,1.0,False,1.0,-0.019798583141880655
2011-07-20,0.00911321998167458,1.0914544581820296,1.4853570679826438,SZ50/CYB,-1,SZ50/CYB_-1,0.0,0.0,False,1.0,False,1.0,-0.010865792003703523
