case,ma,days,is_current_param,start,end,n_days,annual,vol,sharpe,max_dd,calmar,total_return,annual_delta,sharpe_delta,max_dd_delta,defense_days,defense_days_pct,switch_count,latest_amount,latest_ma_value,latest_streak,latest_below_ma,latest_triggered
volume_only,36,16,False,2015-04-03,2026-04-17,2684,34.04282730761381,19.894826194956373,1.6260313364949688,-16.234675873446804,2.0969206637068596,2438.88894566381,1.33697632920358,0.08992867237189794,3.771537813904601,197,7.339791356184799,40,7266.65,5681.5825,0,False,False
volume_plus_stirrer,36,16,False,2015-04-03,2026-04-17,2684,32.921528817752055,20.188896798561224,1.5621030054154266,-17.462105980216514,1.8853126223749936,2214.0386021727018,0.21567783934182216,0.026000341292355733,2.5441077071348914,59,2.1982116244411327,52,7266.65,5681.5825,0,False,False
volume_only,37,16,False,2015-04-03,2026-04-17,2684,34.06327304316938,19.875469453833464,1.628215344602044,-16.234675873446804,2.0981800504488524,2443.16719112823,1.3574220647591488,0.09211268047897314,3.771537813904601,203,7.56333830104322,44,7266.65,5678.73108108108,0,False,False
volume_plus_stirrer,37,16,False,2015-04-03,2026-04-17,2684,33.02791589231446,20.171011800930437,1.5674228993354542,-17.462105980216514,1.8914050762109134,2234.5662842231222,0.322064913904228,0.03132023521238336,2.5441077071348914,63,2.3472429210134127,54,7266.65,5678.73108108108,0,False,False
volume_only,38,16,False,2015-04-03,2026-04-17,2684,34.1031961391721,19.88601012813382,1.6290100261493798,-16.234675873446804,2.100639175368495,2451.5399556136367,1.3973451607618657,0.092907362026309,3.771537813904601,201,7.488822652757079,46,7266.65,5704.507105263157,0,False,False
volume_plus_stirrer,38,16,False,2015-04-03,2026-04-17,2684,33.02791589231446,20.171011800930437,1.5674228993354542,-17.462105980216514,1.8914050762109134,2234.5662842231222,0.322064913904228,0.03132023521238336,2.5441077071348914,63,2.3472429210134127,54,7266.65,5704.507105263157,0,False,False
volume_only,39,16,False,2015-04-03,2026-04-17,2684,34.090063247135596,19.86115650886098,1.6302889017374869,-16.23467587344677,2.099830234547083,2448.7829322683697,1.3842122687253635,0.09418623761441602,3.7715378139046365,212,7.898658718330849,46,7266.65,5683.316410256411,0,False,False
volume_plus_stirrer,39,16,False,2015-04-03,2026-04-17,2684,33.13382875434429,20.15838571500286,1.572375019255342,-17.462105980216492,1.8974703733835376,2255.1668299829385,0.4279777759340604,0.03627235513227123,2.5441077071349127,68,2.533532041728763,60,7266.65,5683.316410256411,0,False,False
volume_only,40,16,True,2015-04-03,2026-04-17,2684,33.7039352020716,19.80134753451828,1.619518855047823,-16.23467587344677,2.07604607968782,2368.9228732824818,0.9980842236613654,0.08341619092475216,3.7715378139046365,231,8.60655737704918,50,7266.65,5683.8445,0,False,False
volume_plus_stirrer,40,16,True,2015-04-03,2026-04-17,2684,32.761116008688184,20.109402952697724,1.5612654031408562,-17.462105980216492,1.8761262842983855,2183.3967221909124,0.055265030277951155,0.02516273901778532,2.5441077071349127,74,2.7570789865871834,62,7266.65,5683.8445,0,False,False
volume_only,41,16,False,2015-04-03,2026-04-17,2684,33.746891473369644,19.78468862654119,1.6223996967222032,-16.23467587344677,2.078692037736684,2377.6932993620167,1.041040494959411,0.08629703259913235,3.7715378139046365,231,8.60655737704918,50,7266.65,5693.731951219513,0,False,False
volume_plus_stirrer,41,16,False,2015-04-03,2026-04-17,2684,32.9539832821385,20.09135490894517,1.5699832749201272,-17.462105980216492,1.8871711876833968,2220.283313151198,0.24813230372826922,0.0338806107970564,2.5441077071349127,80,2.9806259314456036,64,7266.65,5693.731951219513,0,False,False
volume_only,42,16,False,2015-04-03,2026-04-17,2684,33.67830079706358,19.749389103539315,1.6222510041319813,-16.234675873446804,2.074467088816187,2363.7025311821017,0.9724498186533452,0.08614834000891047,3.771537813904601,248,9.239940387481372,50,7266.65,5749.038095238096,0,False,False
volume_plus_stirrer,42,16,False,2015-04-03,2026-04-17,2684,32.915582780121746,20.081379893007785,1.5691704216851057,-17.462105980216503,1.8849721114631355,2212.8961560983216,0.20973180171151284,0.03306775756203484,2.544107707134902,86,3.2041728763040243,68,7266.65,5749.038095238096,0,False,False
volume_only,43,16,False,2015-04-03,2026-04-17,2684,33.97960601361236,19.75929062555691,1.6333606464955415,-16.234675873446804,2.0930264502039675,2425.701342255937,1.2737550352021287,0.09725798237247063,3.771537813904601,242,9.01639344262295,50,7266.65,5790.381860465116,0,False,False
volume_plus_stirrer,43,16,False,2015-04-03,2026-04-17,2684,32.915582780121746,20.081379893007785,1.5691704216851057,-17.462105980216503,1.8849721114631355,2212.8961560983216,0.20973180171151284,0.03306775756203484,2.544107707134902,86,3.2041728763040243,68,7266.65,5790.381860465116,0,False,False
volume_only,44,16,False,2015-04-03,2026-04-17,2684,33.64467302591472,19.77969432047603,1.6187580743220105,-16.388102460779265,2.052993817095948,2356.869594073469,0.9388220475044875,0.08265541019893963,3.6181112265721396,248,9.239940387481372,50,7266.65,5790.3324999999995,0,False,False
volume_plus_stirrer,44,16,False,2015-04-03,2026-04-17,2684,32.667206434175355,20.113209373482412,1.5573652716270638,-17.462105980216503,1.870748377726335,2165.6299227481104,-0.03864454423487729,0.021262607503993003,2.544107707134902,85,3.166915052160954,66,7266.65,5790.3324999999995,0,False,False
volume_only,45,16,False,2015-04-03,2026-04-17,2684,33.52118178092498,19.77890780324383,1.6139665298236718,-16.23467587344678,2.0647890997165996,2331.9245927222005,0.8153308025147439,0.077863865700601,3.771537813904626,255,9.50074515648286,52,7266.65,5794.9582222222225,0,False,False
volume_plus_stirrer,45,16,False,2015-04-03,2026-04-17,2684,32.86072836596765,20.10767330148064,1.5652608921533515,-17.462105980216545,1.8818307713397666,2202.3808326511685,0.15487738755741987,0.029158228030280675,2.5441077071348595,91,3.3904619970193743,66,7266.65,5794.9582222222225,0,False,False
volume_only,46,16,False,2015-04-03,2026-04-17,2684,33.33298666405089,19.772415385521317,1.6070293681763557,-16.23467587344678,2.0531969300705217,2294.3522576104997,0.6271356856406598,0.07092670405328483,3.771537813904626,259,9.649776453055143,52,7266.65,5798.742608695652,0,False,False
volume_plus_stirrer,46,16,False,2015-04-03,2026-04-17,2684,32.86072836596765,20.10767330148064,1.5652608921533515,-17.462105980216545,1.8818307713397666,2202.3808326511685,0.15487738755741987,0.029158228030280675,2.5441077071348595,91,3.3904619970193743,66,7266.65,5798.742608695652,0,False,False
volume_only,47,16,False,2015-04-03,2026-04-17,2684,33.264369186883954,19.73463142517803,1.607019477172285,-16.23467587344678,2.048970330309502,2280.7849427816695,0.5585182084737212,0.07091681304921416,3.771537813904626,280,10.432190760059612,54,7266.65,5787.297872340426,0,False,False
volume_plus_stirrer,47,16,False,2015-04-03,2026-04-17,2684,33.071259538096,20.088264924179867,1.5747556567119139,-17.462105980216545,1.8938872307592012,2242.9769340788107,0.36540855968576835,0.03865299258884303,2.5441077071348595,98,3.651266766020864,74,7266.65,5787.297872340426,0,False,False
volume_only,48,16,False,2015-04-03,2026-04-17,2684,33.36559490962414,19.72691516354546,1.6115693811262626,-16.23467587344678,2.0552054854508346,2300.824300205168,0.6597439312139102,0.07546671700319174,3.771537813904626,278,10.357675111773473,52,7266.65,5761.078958333333,0,False,False
volume_plus_stirrer,48,16,False,2015-04-03,2026-04-17,2684,32.93088298548101,20.09946929056149,1.5685426338874202,-17.462105980216545,1.885848306200272,2215.8369104343087,0.22503200707078008,0.032439969764349375,2.5441077071348595,97,3.6140089418777945,72,7266.65,5761.078958333333,0,False,False
volume_only,49,16,False,2015-04-03,2026-04-17,2684,33.30768397979955,19.708549754878206,1.6106010374129602,-16.23467587344678,2.051638372052574,2289.341150544985,0.6018330013893163,0.0744983732898894,3.771537813904626,283,10.543964232488822,54,7266.65,5743.6026530612235,0,False,False
volume_plus_stirrer,49,16,False,2015-04-03,2026-04-17,2684,33.05363651136359,20.09287613100177,1.573757680048551,-17.462105980216545,1.892878015332816,2239.5539422132942,0.3477855329533597,0.03765501592548026,2.5441077071348595,100,3.7257824143070044,76,7266.65,5743.6026530612235,0,False,False
volume_only,50,16,False,2015-04-03,2026-04-17,2684,33.18977113694446,19.715331176706734,1.6054578378511943,-16.23467587344678,2.044375347907574,2266.114475105774,0.4839201585342252,0.0693551737281235,3.771537813904626,281,10.469448584202683,52,7266.65,5715.416399999999,0,False,False
volume_plus_stirrer,50,16,False,2015-04-03,2026-04-17,2684,32.93594837767999,20.099525717106438,1.5687355438918056,-17.462105980216545,1.8861383853124203,2216.8112459365752,0.23009739926975925,0.032632879768734746,2.5441077071348595,98,3.651266766020864,74,7266.65,5715.416399999999,0,False,False
volume_only,51,16,False,2015-04-03,2026-04-17,2684,33.07813076431854,19.648909895135176,1.6057903864765326,-16.23467587344679,2.0374986862793283,2244.3127938066277,0.37227978590830446,0.06968772235346177,3.771537813904615,312,11.624441132637854,50,7266.65,5691.6513725490195,0,False,False
volume_plus_stirrer,51,16,False,2015-04-03,2026-04-17,2684,32.93048669044549,20.08692519310724,1.5693811277027794,-17.462105980216545,1.8858256116274656,2215.7606982316097,0.22463571203525845,0.03327846357970854,2.5441077071348595,106,3.9493293591654246,82,7266.65,5691.6513725490195,0,False,False
volume_only,52,16,False,2015-04-03,2026-04-17,2684,33.10175692551831,19.64901508785699,1.6067203986252512,-16.23467587344679,2.0389539762638,2248.9113275796453,0.39590594710807636,0.07061773450218034,3.771537813904615,311,11.587183308494783,50,7266.65,5682.726730769232,0,False,False
volume_plus_stirrer,52,16,False,2015-04-03,2026-04-17,2684,32.93048669044549,20.08692519310724,1.5693811277027794,-17.462105980216545,1.8858256116274656,2215.7606982316097,0.22463571203525845,0.03327846357970854,2.5441077071348595,106,3.9493293591654246,82,7266.65,5682.726730769232,0,False,False
volume_only,53,16,False,2015-04-03,2026-04-17,2684,33.206413659290135,19.674995654909274,1.608978018670004,-16.284590273749554,2.039131049727314,2269.380253684515,0.5005626808799022,0.07287535454693317,3.7216234136018507,312,11.624441132637854,52,7266.65,5670.931886792453,0,False,False
volume_plus_stirrer,53,16,False,2015-04-03,2026-04-17,2684,33.04963033333274,20.128412542820428,1.5711611249913975,-17.462105980216545,1.89264859409145,2238.7764407375557,0.34377935492251055,0.035058460868326646,2.5441077071348595,106,3.9493293591654246,82,7266.65,5670.931886792453,0,False,False
volume_only,54,16,False,2015-04-03,2026-04-17,2684,33.3243412357626,19.668200243529952,1.6141341277149306,-16.284590273749554,2.0463727165110686,2292.6389872425993,0.6184902573523701,0.07803146359185975,3.7216234136018507,314,11.698956780923995,54,7266.65,5667.846666666667,0,False,False
volume_plus_stirrer,54,16,False,2015-04-03,2026-04-17,2684,33.16741910959915,20.121770822493524,1.576176236797752,-17.462105980216545,1.8993939875966694,2261.7347556819122,0.46156813118891904,0.04007357267468126,2.5441077071348595,108,4.023845007451564,84,7266.65,5667.846666666667,0,False,False
volume_only,55,16,False,2015-04-03,2026-04-17,2684,33.47609560467397,19.6537259589838,1.6211827526567084,-16.284590273749544,2.0556916104077128,2322.8748202099696,0.7702446262637395,0.08508008853363758,3.7216234136018613,317,11.810730253353203,54,7266.65,5680.434727272726,0,False,False
volume_plus_stirrer,55,16,False,2015-04-03,2026-04-17,2684,33.25213377038001,20.109543058506816,1.5802922952121634,-17.462105980216535,1.9042453303199844,2278.373066439414,0.5462827919697801,0.044189631089092574,2.54410770713487,110,4.098360655737705,86,7266.65,5680.434727272726,0,False,False
volume_only,56,16,False,2015-04-03,2026-04-17,2684,33.420514918335,19.653416967169164,1.6190059373750367,-16.284590273749544,2.052278525681315,2311.7607246215084,0.714663939924769,0.08290327325196589,3.7216234136018613,320,11.922503725782414,54,7266.65,5698.038928571428,0,False,False
volume_plus_stirrer,56,16,False,2015-04-03,2026-04-17,2684,33.24089849307028,20.109486821946863,1.579861021038686,-17.462105980216535,1.9036019212533772,2276.1602973056756,0.5350475146600502,0.04375835691561525,2.54410770713487,111,4.135618479880774,86,7266.65,5698.038928571428,0,False,False
volume_only,57,16,False,2015-04-03,2026-04-17,2684,33.61569453713027,19.617149540458083,1.6293684272010038,-16.284590273749544,2.0642640663374956,2350.9951894877745,0.9098435587200342,0.093265763077933,3.7216234136018613,329,12.257824143070046,56,7266.65,5725.427719298245,0,False,False
volume_plus_stirrer,57,16,False,2015-04-03,2026-04-17,2684,33.579645795316225,20.09282044701817,1.5941166251534338,-17.462105980216535,1.9230009160040515,2343.7053605194246,0.8737948169059919,0.05801396103036294,2.54410770713487,113,4.210134128166915,90,7266.65,5725.427719298245,0,False,False
volume_only,58,16,False,2015-04-03,2026-04-17,2684,32.981600255659174,19.517884680342583,1.6113783738480139,-16.284590273749544,2.025325765108435,2225.609285500904,0.2757492772489414,0.07527570972494302,3.7216234136018613,338,12.593144560357675,58,7266.65,5756.121206896552,0,False,False
volume_plus_stirrer,58,16,False,2015-04-03,2026-04-17,2684,33.47482180260477,20.055819211766373,1.592622549717718,-17.462105980216535,1.916997974959586,2322.619585974562,0.7689708241945397,0.05651988559464716,2.54410770713487,117,4.359165424739196,92,7266.65,5756.121206896552,0,False,False
volume_only,59,16,False,2015-04-03,2026-04-17,2684,33.3330258714726,19.467105601584837,1.629131104167936,-16.24219182522808,2.052249242599037,2294.3600299123846,0.6271748930623673,0.0930284400448651,3.7640218621233252,348,12.965722801788376,58,7266.65,5814.147288135593,0,False,False
volume_plus_stirrer,59,16,False,2015-04-03,2026-04-17,2684,33.59335856511274,20.019444539839508,1.5997454878422859,-17.462105980216524,1.9237862032891058,2346.476049862868,0.8875075867025046,0.06364282371921504,2.5441077071348808,124,4.619970193740686,94,7266.65,5814.147288135593,0,False,False
volume_only,60,16,False,2015-04-03,2026-04-17,2684,32.8437493866194,19.46666947725691,1.6095733183745857,-16.24219182522808,2.0221254458776343,2199.134867579478,0.13789840820916766,0.07347065425151489,3.7640218621233252,339,12.630402384500744,58,7266.65,5855.4805,0,False,False
volume_plus_stirrer,60,16,False,2015-04-03,2026-04-17,2684,33.25260141413582,20.04137056280738,1.584993392289589,-17.462105980216524,1.9042721108100558,2278.4652087068366,0.5467504357255848,0.04889072816651807,2.5441077071348808,114,4.247391952309985,94,7266.65,5855.4805,0,False,False
volume_only,61,16,False,2015-04-03,2026-04-17,2684,32.8437493866194,19.46666947725691,1.6095733183745857,-16.24219182522808,2.0221254458776343,2199.134867579478,0.13789840820916766,0.07347065425151489,3.7640218621233252,339,12.630402384500744,58,7266.65,5876.74606557377,0,False,False
volume_plus_stirrer,61,16,False,2015-04-03,2026-04-17,2684,33.25260141413582,20.04137056280738,1.584993392289589,-17.462105980216524,1.9042721108100558,2278.4652087068366,0.5467504357255848,0.04889072816651807,2.5441077071348808,114,4.247391952309985,94,7266.65,5876.74606557377,0,False,False
volume_only,62,16,False,2015-04-03,2026-04-17,2684,32.61456636810174,19.44307056573638,1.6020757575931144,-16.24219182522808,2.0080150954407134,2155.72599825774,-0.09128461030849166,0.06597309347004354,3.7640218621233252,354,13.189269746646795,58,7266.65,5910.48129032258,0,False,False
volume_plus_stirrer,62,16,False,2015-04-03,2026-04-17,2684,33.18601521531133,20.025253099082267,1.583517900289258,-17.462105980216524,1.90045892820196,2265.3780133012942,0.48016423690109633,0.04741523616618726,2.5441077071348808,120,4.470938897168406,98,7266.65,5910.48129032258,0,False,False
volume_only,63,16,False,2015-04-03,2026-04-17,2684,32.66954056479112,19.456313016784268,1.6033283654841068,-16.24219182522809,2.011399749265819,2166.0699901461862,-0.03631041361911258,0.067225701361036,3.7640218621233146,351,13.077496274217584,58,7266.65,5936.603492063492,0,False,False
volume_plus_stirrer,63,16,False,2015-04-03,2026-04-17,2684,33.30901906867503,20.020308853242007,1.588643284367397,-17.462105980216535,1.9075029728036266,2289.6053216349123,0.6031680902647949,0.05254062024432615,2.54410770713487,120,4.470938897168406,96,7266.65,5936.603492063492,0,False,False
volume_only,64,16,False,2015-04-03,2026-04-17,2684,32.64568589924759,19.45638606984582,1.6023636130405206,-16.24219182522809,2.0099310641400545,2161.5761895737555,-0.06016507916264402,0.06626094891744971,3.7640218621233146,351,13.077496274217584,58,7266.65,5951.69328125,0,False,False
volume_plus_stirrer,64,16,False,2015-04-03,2026-04-17,2684,33.53152068680521,20.004066502455895,1.5984189087684901,-17.462105980216535,1.920244942093142,2334.0041631026534,0.825669708394976,0.062316244645419294,2.54410770713487,122,4.545454545454546,96,7266.65,5951.69328125,0,False,False
volume_only,65,16,False,2015-04-03,2026-04-17,2684,32.744381871854266,19.430559376331992,1.608204094703295,-16.24219182522809,2.01600758223987,2180.221534988015,0.038530893444033154,0.07210143058022411,3.7640218621233146,357,13.301043219076005,58,7266.65,5962.487384615384,0,False,False
volume_plus_stirrer,65,16,False,2015-04-03,2026-04-17,2684,33.44089869650071,19.995032604756418,1.5955277514696584,-17.462105980216535,1.9150553051497419,2315.831336196705,0.7350477180904775,0.05942508734658758,2.54410770713487,127,4.731743666169896,98,7266.65,5962.487384615384,0,False,False
volume_only,66,16,False,2015-04-03,2026-04-17,2684,32.744381871854266,19.430559376331992,1.608204094703295,-16.24219182522809,2.01600758223987,2180.221534988015,0.038530893444033154,0.07210143058022411,3.7640218621233146,357,13.301043219076005,58,7266.65,5973.958939393939,0,False,False
volume_plus_stirrer,66,16,False,2015-04-03,2026-04-17,2684,33.44089869650071,19.995032604756418,1.5955277514696584,-17.462105980216535,1.9150553051497419,2315.831336196705,0.7350477180904775,0.05942508734658758,2.54410770713487,127,4.731743666169896,98,7266.65,5973.958939393939,0,False,False
volume_only,67,16,False,2015-04-03,2026-04-17,2684,32.821530927722485,19.42731734503493,1.6115433676007123,-16.24219182522809,2.0207574987965993,2194.893528600832,0.115679949312252,0.07544070347764142,3.7640218621233146,360,13.412816691505217,58,7266.65,5982.57880597015,0,False,False
volume_plus_stirrer,67,16,False,2015-04-03,2026-04-17,2684,33.44089869650071,19.995032604756418,1.5955277514696584,-17.462105980216535,1.9150553051497419,2315.831336196705,0.7350477180904775,0.05942508734658758,2.54410770713487,127,4.731743666169896,98,7266.65,5982.57880597015,0,False,False
volume_only,68,16,False,2015-04-03,2026-04-17,2684,32.60942866658467,19.43836401690072,1.602207283838429,-16.24219182522809,2.0076987772016253,2154.761481381277,-0.09642231182556316,0.06610461971535808,3.7640218621233146,354,13.189269746646795,58,7266.65,6010.132647058823,0,False,False
volume_plus_stirrer,68,16,False,2015-04-03,2026-04-17,2684,33.44089869650071,19.995032604756418,1.5955277514696584,-17.462105980216535,1.9150553051497419,2315.831336196705,0.7350477180904775,0.05942508734658758,2.54410770713487,127,4.731743666169896,98,7266.65,6010.132647058823,0,False,False
