variant,window,start,end,total_return,max_dd,ulcer
phase2_high_scale_baseline_nav_dd3_cut20_recover1,2025_tariff,2025-02-14,2025-04-17,-0.07530867890186799,-0.12376361051320783,0.06058143083914935
phase2_high_scale_baseline_nav_dd3_cut20_recover1,2026_ytd,2026-01-01,2026-04-28,0.026146166145784022,-0.11624669955828926,0.057499009476102154
phase2_high_scale_baseline_nav_dd3_cut20_recover1,since_phase2,2022-01-03,2026-04-28,0.6354542046464233,-0.21056712025400282,0.08268667390071344
self_nav_dd5_cut30_recover2,2020_crash,2020-02-19,2020-03-23,-0.13461280187200253,-0.14069367549724698,0.09641645209761203
self_nav_dd5_cut30_recover2,2022_bear,2022-01-03,2022-10-14,-0.15933572888247982,-0.15853506269289874,0.09894685380789169
self_nav_dd5_cut30_recover2,2025_tariff,2025-02-14,2025-04-17,-0.07565201772862684,-0.11145690330152047,0.0618885878963934
self_nav_dd5_cut30_recover2,2026_ytd,2026-01-01,2026-04-28,0.026198436383721546,-0.09934628848444937,0.05503141921075309
self_nav_dd5_cut30_recover2,since_phase2,2022-01-03,2026-04-28,0.6185077951773006,-0.15853506269289874,0.06423196605119809
phase2_only_self_nav_dd5_cut30_recover2,2020_crash,2020-02-19,2020-03-23,-0.1664764491852534,-0.17233342440644195,0.11274031261141403
phase2_only_self_nav_dd5_cut30_recover2,2022_bear,2022-01-03,2022-10-14,-0.1713350712045787,-0.170154313440523,0.11025599711932471
phase2_only_self_nav_dd5_cut30_recover2,2025_tariff,2025-02-14,2025-04-17,-0.07565201772862684,-0.11145690330152047,0.0618885878963934
phase2_only_self_nav_dd5_cut30_recover2,2026_ytd,2026-01-01,2026-04-28,0.026198436383721546,-0.09934628848444937,0.05503141921075309
phase2_only_self_nav_dd5_cut30_recover2,since_phase2,2022-01-03,2026-04-28,0.5954057914969302,-0.170154313440523,0.07075371278828768
high_scale_only_self_nav_dd5_cut30_recover2,2020_crash,2020-02-19,2020-03-23,-0.1664764491852534,-0.17233342440644195,0.11274031261141403
high_scale_only_self_nav_dd5_cut30_recover2,2022_bear,2022-01-03,2022-10-14,-0.2076170208563486,-0.20648796094055188,0.12643335003526748
high_scale_only_self_nav_dd5_cut30_recover2,2025_tariff,2025-02-14,2025-04-17,-0.07405515964921638,-0.12257577716922086,0.06102739929233121
high_scale_only_self_nav_dd5_cut30_recover2,2026_ytd,2026-01-01,2026-04-28,0.02748830348773801,-0.11624669955828926,0.05747549571002544
high_scale_only_self_nav_dd5_cut30_recover2,since_phase2,2022-01-03,2026-04-28,0.6196418567537754,-0.20648796094055188,0.08084553668930496
phase2_high_scale_self_nav_dd5_cut30_recover2,2020_crash,2020-02-19,2020-03-23,-0.1664764491852534,-0.17233342440644195,0.11274031261141403
phase2_high_scale_self_nav_dd5_cut30_recover2,2022_bear,2022-01-03,2022-10-14,-0.21135778083633983,-0.21023405109832227,0.13004444835197707
phase2_high_scale_self_nav_dd5_cut30_recover2,2025_tariff,2025-02-14,2025-04-17,-0.07405515964921638,-0.12257577716922086,0.06102739929233121
phase2_high_scale_self_nav_dd5_cut30_recover2,2026_ytd,2026-01-01,2026-04-28,0.02748830348773801,-0.11624669955828926,0.05747549571002544
phase2_high_scale_self_nav_dd5_cut30_recover2,since_phase2,2022-01-03,2026-04-28,0.6234028438851751,-0.21023405109832227,0.08314444970937282
baseline_nav_dd5_cut30_recover2,2020_crash,2020-02-19,2020-03-23,-0.13461280187200253,-0.14069367549724698,0.09641645209761203
baseline_nav_dd5_cut30_recover2,2022_bear,2022-01-03,2022-10-14,-0.1713350712045787,-0.170154313440523,0.11025599711932471
baseline_nav_dd5_cut30_recover2,2025_tariff,2025-02-14,2025-04-17,-0.07565201772862684,-0.11145690330152047,0.0618885878963934
baseline_nav_dd5_cut30_recover2,2026_ytd,2026-01-01,2026-04-28,0.026198436383721546,-0.09934628848444937,0.05503141921075309
baseline_nav_dd5_cut30_recover2,since_phase2,2022-01-03,2026-04-28,0.6082743723549577,-0.170154313440523,0.07069955250719745
phase2_only_baseline_nav_dd5_cut30_recover2,2020_crash,2020-02-19,2020-03-23,-0.1664764491852534,-0.17233342440644195,0.11274031261141403
phase2_only_baseline_nav_dd5_cut30_recover2,2022_bear,2022-01-03,2022-10-14,-0.1713350712045787,-0.170154313440523,0.11025599711932471
phase2_only_baseline_nav_dd5_cut30_recover2,2025_tariff,2025-02-14,2025-04-17,-0.07565201772862684,-0.11145690330152047,0.0618885878963934
phase2_only_baseline_nav_dd5_cut30_recover2,2026_ytd,2026-01-01,2026-04-28,0.026198436383721546,-0.09934628848444937,0.05503141921075309
phase2_only_baseline_nav_dd5_cut30_recover2,since_phase2,2022-01-03,2026-04-28,0.6082743723549577,-0.170154313440523,0.07069955250719745
high_scale_only_baseline_nav_dd5_cut30_recover2,2020_crash,2020-02-19,2020-03-23,-0.1664764491852534,-0.17233342440644195,0.11274031261141403
high_scale_only_baseline_nav_dd5_cut30_recover2,2022_bear,2022-01-03,2022-10-14,-0.21135778083633983,-0.21023405109832227,0.13004444835197707
high_scale_only_baseline_nav_dd5_cut30_recover2,2025_tariff,2025-02-14,2025-04-17,-0.07405515964921638,-0.12257577716922086,0.06102739929233121
high_scale_only_baseline_nav_dd5_cut30_recover2,2026_ytd,2026-01-01,2026-04-28,0.02748830348773801,-0.11624669955828926,0.05747549571002544
high_scale_only_baseline_nav_dd5_cut30_recover2,since_phase2,2022-01-03,2026-04-28,0.6287762563869894,-0.21023405109832227,0.08313386448040441
phase2_high_scale_baseline_nav_dd5_cut30_recover2,2020_crash,2020-02-19,2020-03-23,-0.1664764491852534,-0.17233342440644195,0.11274031261141403
phase2_high_scale_baseline_nav_dd5_cut30_recover2,2022_bear,2022-01-03,2022-10-14,-0.21135778083633983,-0.21023405109832227,0.13004444835197707
phase2_high_scale_baseline_nav_dd5_cut30_recover2,2025_tariff,2025-02-14,2025-04-17,-0.07405515964921638,-0.12257577716922086,0.06102739929233121
phase2_high_scale_baseline_nav_dd5_cut30_recover2,2026_ytd,2026-01-01,2026-04-28,0.02748830348773801,-0.11624669955828926,0.05747549571002544
phase2_high_scale_baseline_nav_dd5_cut30_recover2,since_phase2,2022-01-03,2026-04-28,0.6287762563869894,-0.21023405109832227,0.08313386448040441
self_nav_dd7_cut50_recover3,2020_crash,2020-02-19,2020-03-23,-0.12650569353135888,-0.13264353391251593,0.0970531356094912
self_nav_dd7_cut50_recover3,2022_bear,2022-01-03,2022-10-14,-0.14123125848078755,-0.14000760604439066,0.096618120017708
self_nav_dd7_cut50_recover3,2025_tariff,2025-02-14,2025-04-17,-0.08163696430276146,-0.10863732805103055,0.0682959633613999
self_nav_dd7_cut50_recover3,2026_ytd,2026-01-01,2026-04-28,0.02211473050581647,-0.09324823929065751,0.054208972262803384
self_nav_dd7_cut50_recover3,since_phase2,2022-01-03,2026-04-28,0.45487478130737347,-0.14000760604439066,0.06523084517165384
phase2_only_self_nav_dd7_cut50_recover3,2020_crash,2020-02-19,2020-03-23,-0.1664764491852534,-0.17233342440644195,0.11274031261141403
phase2_only_self_nav_dd7_cut50_recover3,2022_bear,2022-01-03,2022-10-14,-0.14123125848078755,-0.14000760604439066,0.096618120017708
phase2_only_self_nav_dd7_cut50_recover3,2025_tariff,2025-02-14,2025-04-17,-0.08163696430276146,-0.10863732805103055,0.0682959633613999
phase2_only_self_nav_dd7_cut50_recover3,2026_ytd,2026-01-01,2026-04-28,0.02211473050581647,-0.09324823929065751,0.054208972262803384
phase2_only_self_nav_dd7_cut50_recover3,since_phase2,2022-01-03,2026-04-28,0.45487478130737347,-0.14000760604439066,0.06523084517165384
high_scale_only_self_nav_dd7_cut50_recover3,2020_crash,2020-02-19,2020-03-23,-0.1664764491852534,-0.17233342440644195,0.11274031261141403
high_scale_only_self_nav_dd7_cut50_recover3,2022_bear,2022-01-03,2022-10-14,-0.20909200835002684,-0.20796505013164068,0.1294404812483525
high_scale_only_self_nav_dd7_cut50_recover3,2025_tariff,2025-02-14,2025-04-17,-0.09072896172218214,-0.1383758520634919,0.07044620820296814
high_scale_only_self_nav_dd7_cut50_recover3,2026_ytd,2026-01-01,2026-04-28,0.023113469622494387,-0.11624669955828926,0.057562553065751226
high_scale_only_self_nav_dd7_cut50_recover3,since_phase2,2022-01-03,2026-04-28,0.5946031734948567,-0.20796505013164068,0.08326102810910592
phase2_high_scale_self_nav_dd7_cut50_recover3,2020_crash,2020-02-19,2020-03-23,-0.1664764491852534,-0.17233342440644195,0.11274031261141403
phase2_high_scale_self_nav_dd7_cut50_recover3,2022_bear,2022-01-03,2022-10-14,-0.20909200835002684,-0.20796505013164068,0.1294404812483525
phase2_high_scale_self_nav_dd7_cut50_recover3,2025_tariff,2025-02-14,2025-04-17,-0.09072896172218214,-0.1383758520634919,0.07044620820296814
phase2_high_scale_self_nav_dd7_cut50_recover3,2026_ytd,2026-01-01,2026-04-28,0.023113469622494387,-0.11624669955828926,0.057562553065751226
phase2_high_scale_self_nav_dd7_cut50_recover3,since_phase2,2022-01-03,2026-04-28,0.5946031734948567,-0.20796505013164068,0.08326102810910592
baseline_nav_dd7_cut50_recover3,2020_crash,2020-02-19,2020-03-23,-0.12650569353135888,-0.13264353391251593,0.0970531356094912
baseline_nav_dd7_cut50_recover3,2022_bear,2022-01-03,2022-10-14,-0.14123125848078755,-0.14000760604439066,0.096618120017708
baseline_nav_dd7_cut50_recover3,2025_tariff,2025-02-14,2025-04-17,-0.08163696430276146,-0.10863732805103055,0.0682959633613999
baseline_nav_dd7_cut50_recover3,2026_ytd,2026-01-01,2026-04-28,0.02211473050581647,-0.09324823929065751,0.054208972262803384
baseline_nav_dd7_cut50_recover3,since_phase2,2022-01-03,2026-04-28,0.5751672564714603,-0.14000760604439066,0.0635550411812714
phase2_only_baseline_nav_dd7_cut50_recover3,2020_crash,2020-02-19,2020-03-23,-0.1664764491852534,-0.17233342440644195,0.11274031261141403
phase2_only_baseline_nav_dd7_cut50_recover3,2022_bear,2022-01-03,2022-10-14,-0.14123125848078755,-0.14000760604439066,0.096618120017708
phase2_only_baseline_nav_dd7_cut50_recover3,2025_tariff,2025-02-14,2025-04-17,-0.08163696430276146,-0.10863732805103055,0.0682959633613999
phase2_only_baseline_nav_dd7_cut50_recover3,2026_ytd,2026-01-01,2026-04-28,0.02211473050581647,-0.09324823929065751,0.054208972262803384
phase2_only_baseline_nav_dd7_cut50_recover3,since_phase2,2022-01-03,2026-04-28,0.5751672564714603,-0.14000760604439066,0.0635550411812714
high_scale_only_baseline_nav_dd7_cut50_recover3,2020_crash,2020-02-19,2020-03-23,-0.1664764491852534,-0.17233342440644195,0.11274031261141403
high_scale_only_baseline_nav_dd7_cut50_recover3,2022_bear,2022-01-03,2022-10-14,-0.20909200835002684,-0.20796505013164068,0.1294404812483525
high_scale_only_baseline_nav_dd7_cut50_recover3,2025_tariff,2025-02-14,2025-04-17,-0.09072896172218214,-0.1383758520634919,0.07044620820296814
high_scale_only_baseline_nav_dd7_cut50_recover3,2026_ytd,2026-01-01,2026-04-28,0.023113469622494387,-0.11624669955828926,0.057562553065751226
high_scale_only_baseline_nav_dd7_cut50_recover3,since_phase2,2022-01-03,2026-04-28,0.6244546507287192,-0.20796505013164068,0.0832525399235878
phase2_high_scale_baseline_nav_dd7_cut50_recover3,2020_crash,2020-02-19,2020-03-23,-0.1664764491852534,-0.17233342440644195,0.11274031261141403
phase2_high_scale_baseline_nav_dd7_cut50_recover3,2022_bear,2022-01-03,2022-10-14,-0.20909200835002684,-0.20796505013164068,0.1294404812483525
phase2_high_scale_baseline_nav_dd7_cut50_recover3,2025_tariff,2025-02-14,2025-04-17,-0.09072896172218214,-0.1383758520634919,0.07044620820296814
phase2_high_scale_baseline_nav_dd7_cut50_recover3,2026_ytd,2026-01-01,2026-04-28,0.023113469622494387,-0.11624669955828926,0.057562553065751226
phase2_high_scale_baseline_nav_dd7_cut50_recover3,since_phase2,2022-01-03,2026-04-28,0.6244546507287192,-0.20796505013164068,0.0832525399235878
self_nav_dd10_cut50_recover5,2020_crash,2020-02-19,2020-03-23,-0.12974532397662264,-0.13586040023164891,0.09966379379077535
self_nav_dd10_cut50_recover5,2022_bear,2022-01-03,2022-10-14,-0.1577092874120407,-0.15650911438200077,0.11269978685048956
self_nav_dd10_cut50_recover5,2025_tariff,2025-02-14,2025-04-17,-0.1055057396356629,-0.13180434864080381,0.0731576553969986
self_nav_dd10_cut50_recover5,2026_ytd,2026-01-01,2026-04-28,0.0013223199021399346,-0.11169387397488306,0.06335542572676094
self_nav_dd10_cut50_recover5,since_phase2,2022-01-03,2026-04-28,0.4077242537815122,-0.15650911438200077,0.07674948483932688
phase2_only_self_nav_dd10_cut50_recover5,2020_crash,2020-02-19,2020-03-23,-0.1664764491852534,-0.17233342440644195,0.11274031261141403
phase2_only_self_nav_dd10_cut50_recover5,2022_bear,2022-01-03,2022-10-14,-0.1577092874120407,-0.15650911438200077,0.11269978685048956
phase2_only_self_nav_dd10_cut50_recover5,2025_tariff,2025-02-14,2025-04-17,-0.1055057396356629,-0.13180434864080381,0.0731576553969986
phase2_only_self_nav_dd10_cut50_recover5,2026_ytd,2026-01-01,2026-04-28,0.0013223199021399346,-0.11169387397488306,0.06335542572676094
phase2_only_self_nav_dd10_cut50_recover5,since_phase2,2022-01-03,2026-04-28,0.4077242537815122,-0.15650911438200077,0.07674948483932688
high_scale_only_self_nav_dd10_cut50_recover5,2020_crash,2020-02-19,2020-03-23,-0.1664764491852534,-0.17233342440644195,0.11274031261141403
high_scale_only_self_nav_dd10_cut50_recover5,2022_bear,2022-01-03,2022-10-14,-0.22426792724212774,-0.22316259306433484,0.14416467551067044
high_scale_only_self_nav_dd10_cut50_recover5,2025_tariff,2025-02-14,2025-04-17,-0.09072896172218214,-0.1383758520634919,0.07044620820296814
high_scale_only_self_nav_dd10_cut50_recover5,2026_ytd,2026-01-01,2026-04-28,0.023113469622494387,-0.11624669955828926,0.057562553065751226
high_scale_only_self_nav_dd10_cut50_recover5,since_phase2,2022-01-03,2026-04-28,0.581131230192647,-0.22316259306433484,0.09289250497454529
phase2_high_scale_self_nav_dd10_cut50_recover5,2020_crash,2020-02-19,2020-03-23,-0.1664764491852534,-0.17233342440644195,0.11274031261141403
phase2_high_scale_self_nav_dd10_cut50_recover5,2022_bear,2022-01-03,2022-10-14,-0.22426792724212774,-0.22316259306433484,0.14416467551067044
phase2_high_scale_self_nav_dd10_cut50_recover5,2025_tariff,2025-02-14,2025-04-17,-0.09072896172218214,-0.1383758520634919,0.07044620820296814
phase2_high_scale_self_nav_dd10_cut50_recover5,2026_ytd,2026-01-01,2026-04-28,0.023113469622494387,-0.11624669955828926,0.057562553065751226
phase2_high_scale_self_nav_dd10_cut50_recover5,since_phase2,2022-01-03,2026-04-28,0.581131230192647,-0.22316259306433484,0.09289250497454529
baseline_nav_dd10_cut50_recover5,2020_crash,2020-02-19,2020-03-23,-0.12974532397662264,-0.13586040023164891,0.09966379379077535
baseline_nav_dd10_cut50_recover5,2022_bear,2022-01-03,2022-10-14,-0.1577092874120407,-0.15650911438200077,0.11269978685048956
baseline_nav_dd10_cut50_recover5,2025_tariff,2025-02-14,2025-04-17,-0.1055057396356629,-0.13180434864080381,0.0731576553969986
baseline_nav_dd10_cut50_recover5,2026_ytd,2026-01-01,2026-04-28,-0.009432604683751622,-0.11169387397488306,0.06398732272426554
baseline_nav_dd10_cut50_recover5,since_phase2,2022-01-03,2026-04-28,0.4782134126797062,-0.15650911438200077,0.07619473693374103
phase2_only_baseline_nav_dd10_cut50_recover5,2020_crash,2020-02-19,2020-03-23,-0.1664764491852534,-0.17233342440644195,0.11274031261141403
phase2_only_baseline_nav_dd10_cut50_recover5,2022_bear,2022-01-03,2022-10-14,-0.1577092874120407,-0.15650911438200077,0.11269978685048956
phase2_only_baseline_nav_dd10_cut50_recover5,2025_tariff,2025-02-14,2025-04-17,-0.1055057396356629,-0.13180434864080381,0.0731576553969986
phase2_only_baseline_nav_dd10_cut50_recover5,2026_ytd,2026-01-01,2026-04-28,-0.009432604683751622,-0.11169387397488306,0.06398732272426554
phase2_only_baseline_nav_dd10_cut50_recover5,since_phase2,2022-01-03,2026-04-28,0.4782134126797062,-0.15650911438200077,0.07619473693374103
high_scale_only_baseline_nav_dd10_cut50_recover5,2020_crash,2020-02-19,2020-03-23,-0.1664764491852534,-0.17233342440644195,0.11274031261141403
high_scale_only_baseline_nav_dd10_cut50_recover5,2022_bear,2022-01-03,2022-10-14,-0.22426792724212774,-0.22316259306433484,0.14416467551067044
high_scale_only_baseline_nav_dd10_cut50_recover5,2025_tariff,2025-02-14,2025-04-17,-0.09072896172218214,-0.1383758520634919,0.07044620820296814
high_scale_only_baseline_nav_dd10_cut50_recover5,2026_ytd,2026-01-01,2026-04-28,0.023113469622494387,-0.11624669955828926,0.057562553065751226
high_scale_only_baseline_nav_dd10_cut50_recover5,since_phase2,2022-01-03,2026-04-28,0.5496860202706868,-0.22316259306433484,0.09549807627955267
phase2_high_scale_baseline_nav_dd10_cut50_recover5,2020_crash,2020-02-19,2020-03-23,-0.1664764491852534,-0.17233342440644195,0.11274031261141403
phase2_high_scale_baseline_nav_dd10_cut50_recover5,2022_bear,2022-01-03,2022-10-14,-0.22426792724212774,-0.22316259306433484,0.14416467551067044
phase2_high_scale_baseline_nav_dd10_cut50_recover5,2025_tariff,2025-02-14,2025-04-17,-0.09072896172218214,-0.1383758520634919,0.07044620820296814
phase2_high_scale_baseline_nav_dd10_cut50_recover5,2026_ytd,2026-01-01,2026-04-28,0.023113469622494387,-0.11624669955828926,0.057562553065751226
phase2_high_scale_baseline_nav_dd10_cut50_recover5,since_phase2,2022-01-03,2026-04-28,0.5496860202706868,-0.22316259306433484,0.09549807627955267
