variant,window,start,end,total_return,max_dd,ulcer
phase2_high_scale_baseline_nav_dd5_cut30_recover2,5Y,2021-04-28,2026-04-28,0.7703744541725825,-0.2207713888124715,0.0838600869327257
phase2_high_scale_baseline_nav_dd5_cut30_recover2,10Y,2016-04-28,2026-04-28,2.5472546460848173,-0.22077138881247238,0.07031989784549075
self_nav_dd7_cut50_recover3,1Y,2025-04-28,2026-04-28,0.23774782175826004,-0.09324823929065695,0.032903267749224654
self_nav_dd7_cut50_recover3,3Y,2023-04-28,2026-04-28,0.5482928547726997,-0.10863732805103066,0.03956604384614485
self_nav_dd7_cut50_recover3,5Y,2021-04-28,2026-04-28,0.5813547973494819,-0.15148192992390563,0.06754357846218233
self_nav_dd7_cut50_recover3,10Y,2016-04-28,2026-04-28,1.7239501545164901,-0.1514819299239053,0.05846967504784375
phase2_only_self_nav_dd7_cut50_recover3,1Y,2025-04-28,2026-04-28,0.23774782175826004,-0.09324823929065695,0.032903267749224654
phase2_only_self_nav_dd7_cut50_recover3,3Y,2023-04-28,2026-04-28,0.5482928547726997,-0.10863732805103066,0.03956604384614485
phase2_only_self_nav_dd7_cut50_recover3,5Y,2021-04-28,2026-04-28,0.5813547973494819,-0.15148192992390563,0.06754357846218233
phase2_only_self_nav_dd7_cut50_recover3,10Y,2016-04-28,2026-04-28,2.1685207266663613,-0.18696826577827597,0.06091536645020135
high_scale_only_self_nav_dd7_cut50_recover3,1Y,2025-04-28,2026-04-28,0.29760798032188207,-0.11624669955828892,0.03472448928929874
high_scale_only_self_nav_dd7_cut50_recover3,3Y,2023-04-28,2026-04-28,0.743572744887762,-0.13837585206349168,0.03419375014672459
high_scale_only_self_nav_dd7_cut50_recover3,5Y,2021-04-28,2026-04-28,0.7332305231167882,-0.21853266166234653,0.08403011593225859
high_scale_only_self_nav_dd7_cut50_recover3,10Y,2016-04-28,2026-04-28,2.3957056718039675,-0.21853266166234686,0.06841924584761878
phase2_high_scale_self_nav_dd7_cut50_recover3,1Y,2025-04-28,2026-04-28,0.29760798032188207,-0.11624669955828892,0.03472448928929874
phase2_high_scale_self_nav_dd7_cut50_recover3,3Y,2023-04-28,2026-04-28,0.743572744887762,-0.13837585206349168,0.03419375014672459
phase2_high_scale_self_nav_dd7_cut50_recover3,5Y,2021-04-28,2026-04-28,0.7332305231167882,-0.21853266166234653,0.08403011593225859
phase2_high_scale_self_nav_dd7_cut50_recover3,10Y,2016-04-28,2026-04-28,2.472830288175132,-0.21853266166234608,0.07042123096537042
baseline_nav_dd7_cut50_recover3,1Y,2025-04-28,2026-04-28,0.2613805975641721,-0.09324823929065806,0.032964785607642856
baseline_nav_dd7_cut50_recover3,3Y,2023-04-28,2026-04-28,0.6763093563798803,-0.10863732805103021,0.0365137954628031
baseline_nav_dd7_cut50_recover3,5Y,2021-04-28,2026-04-28,0.7121049382755908,-0.15148192992390563,0.06579701830617637
baseline_nav_dd7_cut50_recover3,10Y,2016-04-28,2026-04-28,2.026929808494629,-0.1514819299239054,0.058588789025356594
phase2_only_baseline_nav_dd7_cut50_recover3,1Y,2025-04-28,2026-04-28,0.2613805975641721,-0.09324823929065806,0.032964785607642856
phase2_only_baseline_nav_dd7_cut50_recover3,3Y,2023-04-28,2026-04-28,0.6763093563798803,-0.10863732805103021,0.0365137954628031
phase2_only_baseline_nav_dd7_cut50_recover3,5Y,2021-04-28,2026-04-28,0.7121049382755908,-0.15148192992390563,0.06579701830617637
phase2_only_baseline_nav_dd7_cut50_recover3,10Y,2016-04-28,2026-04-28,2.430501486602903,-0.18696826577827597,0.059952738827822996
high_scale_only_baseline_nav_dd7_cut50_recover3,1Y,2025-04-28,2026-04-28,0.29760798032188207,-0.11624669955828892,0.03472448928929874
high_scale_only_baseline_nav_dd7_cut50_recover3,3Y,2023-04-28,2026-04-28,0.7762129797529256,-0.13837585206349212,0.034194501674526145
high_scale_only_baseline_nav_dd7_cut50_recover3,5Y,2021-04-28,2026-04-28,0.7656771483097284,-0.21853266166234653,0.08401094947023083
high_scale_only_baseline_nav_dd7_cut50_recover3,10Y,2016-04-28,2026-04-28,2.419033837295517,-0.2185326616623463,0.06870920238699094
phase2_high_scale_baseline_nav_dd7_cut50_recover3,1Y,2025-04-28,2026-04-28,0.29760798032188207,-0.11624669955828892,0.03472448928929874
phase2_high_scale_baseline_nav_dd7_cut50_recover3,3Y,2023-04-28,2026-04-28,0.7762129797529256,-0.13837585206349212,0.034194501674526145
phase2_high_scale_baseline_nav_dd7_cut50_recover3,5Y,2021-04-28,2026-04-28,0.7656771483097284,-0.21853266166234653,0.08401094947023083
phase2_high_scale_baseline_nav_dd7_cut50_recover3,10Y,2016-04-28,2026-04-28,2.5378427727905453,-0.21853266166234608,0.07040980525804096
self_nav_dd10_cut50_recover5,1Y,2025-04-28,2026-04-28,0.2085264240332425,-0.11169387397488262,0.0377358157276931
self_nav_dd10_cut50_recover5,3Y,2023-04-28,2026-04-28,0.5274229188947781,-0.1318043486408036,0.04353717733629143
self_nav_dd10_cut50_recover5,5Y,2021-04-28,2026-04-28,0.5301052232565353,-0.1677632692780484,0.07839560370135508
self_nav_dd10_cut50_recover5,10Y,2016-04-28,2026-04-28,1.587440340885994,-0.16776326927804897,0.06708186547627243
phase2_only_self_nav_dd10_cut50_recover5,1Y,2025-04-28,2026-04-28,0.2085264240332425,-0.11169387397488262,0.0377358157276931
phase2_only_self_nav_dd10_cut50_recover5,3Y,2023-04-28,2026-04-28,0.5274229188947781,-0.1318043486408036,0.04353717733629143
phase2_only_self_nav_dd10_cut50_recover5,5Y,2021-04-28,2026-04-28,0.5301052232565353,-0.1677632692780484,0.07839560370135508
phase2_only_self_nav_dd10_cut50_recover5,10Y,2016-04-28,2026-04-28,2.0658332475386483,-0.18696826577827597,0.06709634301394589
high_scale_only_self_nav_dd10_cut50_recover5,1Y,2025-04-28,2026-04-28,0.29760798032188207,-0.11624669955828892,0.03472448928929874
high_scale_only_self_nav_dd10_cut50_recover5,3Y,2023-04-28,2026-04-28,0.7626641855989764,-0.13837585206349157,0.034193961155475516
high_scale_only_self_nav_dd10_cut50_recover5,5Y,2021-04-28,2026-04-28,0.7185873920073043,-0.23352743358100803,0.09304384726087225
high_scale_only_self_nav_dd10_cut50_recover5,10Y,2016-04-28,2026-04-28,2.327254534478431,-0.23352743358100858,0.07595482315655251
phase2_high_scale_self_nav_dd10_cut50_recover5,1Y,2025-04-28,2026-04-28,0.29760798032188207,-0.11624669955828892,0.03472448928929874
phase2_high_scale_self_nav_dd10_cut50_recover5,3Y,2023-04-28,2026-04-28,0.7626641855989764,-0.13837585206349157,0.034193961155475516
phase2_high_scale_self_nav_dd10_cut50_recover5,5Y,2021-04-28,2026-04-28,0.7185873920073043,-0.23352743358100803,0.09304384726087225
phase2_high_scale_self_nav_dd10_cut50_recover5,10Y,2016-04-28,2026-04-28,2.4434902156616958,-0.23352743358100903,0.0758720168866711
baseline_nav_dd10_cut50_recover5,1Y,2025-04-28,2026-04-28,0.234427240503861,-0.11169387397488262,0.03812732827851918
baseline_nav_dd10_cut50_recover5,3Y,2023-04-28,2026-04-28,0.6039057645554191,-0.13180434864080337,0.04241473326012991
baseline_nav_dd10_cut50_recover5,5Y,2021-04-28,2026-04-28,0.6067223802909176,-0.1677632692780484,0.07779808992569913
baseline_nav_dd10_cut50_recover5,10Y,2016-04-28,2026-04-28,2.0629473659648943,-0.16776326927804952,0.06648167758296475
phase2_only_baseline_nav_dd10_cut50_recover5,1Y,2025-04-28,2026-04-28,0.234427240503861,-0.11169387397488262,0.03812732827851918
phase2_only_baseline_nav_dd10_cut50_recover5,3Y,2023-04-28,2026-04-28,0.6039057645554191,-0.13180434864080337,0.04241473326012991
phase2_only_baseline_nav_dd10_cut50_recover5,5Y,2021-04-28,2026-04-28,0.6067223802909176,-0.1677632692780484,0.07779808992569913
phase2_only_baseline_nav_dd10_cut50_recover5,10Y,2016-04-28,2026-04-28,2.2193491128514657,-0.18696826577827597,0.06674797717428312
high_scale_only_baseline_nav_dd10_cut50_recover5,1Y,2025-04-28,2026-04-28,0.29760798032188207,-0.11624669955828892,0.03472448928929874
high_scale_only_baseline_nav_dd10_cut50_recover5,3Y,2023-04-28,2026-04-28,0.7276086859164335,-0.13837585206349168,0.03861500977206502
high_scale_only_baseline_nav_dd10_cut50_recover5,5Y,2021-04-28,2026-04-28,0.6844084824525767,-0.23352743358100803,0.09562655159070878
high_scale_only_baseline_nav_dd10_cut50_recover5,10Y,2016-04-28,2026-04-28,2.2954659385281677,-0.23352743358100947,0.07741660139879382
phase2_high_scale_baseline_nav_dd10_cut50_recover5,1Y,2025-04-28,2026-04-28,0.29760798032188207,-0.11624669955828892,0.03472448928929874
phase2_high_scale_baseline_nav_dd10_cut50_recover5,3Y,2023-04-28,2026-04-28,0.7276086859164335,-0.13837585206349168,0.03861500977206502
phase2_high_scale_baseline_nav_dd10_cut50_recover5,5Y,2021-04-28,2026-04-28,0.6844084824525767,-0.23352743358100803,0.09562655159070878
phase2_high_scale_baseline_nav_dd10_cut50_recover5,10Y,2016-04-28,2026-04-28,2.375006796557692,-0.23352743358100903,0.07745972433226113
