date,cyb_hs300_return,hs300_cyb_return,return,nav,cost,turnover,gross_exposure
2011-06-15,0.0,0.0,0.0,1.216967880525235,0.0,0.0,0.0
2011-06-16,0.0,0.0,0.0,1.216967880525235,0.0,0.0,0.0
2011-06-17,0.0,0.0,0.0,1.216967880525235,0.0,0.0,0.0
2011-06-20,0.0,0.0,0.0,1.216967880525235,0.0,0.0,0.0
2011-06-21,0.0,0.0,0.0,1.216967880525235,0.0,0.0,0.0
2011-06-22,0.0,0.0,0.0,1.216967880525235,0.0,0.0,0.0
2011-06-23,0.0,0.0,0.0,1.216967880525235,0.0,0.0,0.0
2011-06-24,0.0,0.0,0.0,1.216967880525235,0.0,0.0,0.0
2011-06-27,0.0,0.0,0.0,1.216967880525235,0.0,0.0,0.0
2011-06-28,-0.0004618743045797,0.0,-0.00023093715228985,1.2166868374284785,0.0,0.0,0.125
2011-06-29,-0.000125,0.0,-6.25e-05,1.2166107945011393,0.0,0.0,0.0
2011-06-30,0.0,0.0,0.0,1.2166107945011393,0.0,0.0,0.0
2011-07-01,0.0,0.0,0.0,1.2166107945011393,0.0,0.0,0.0
2011-07-04,0.0,0.0,0.0,1.2166107945011393,0.0,0.0,0.0
2011-07-05,0.0,0.0,0.0,1.2166107945011393,0.0,0.0,0.0
2011-07-06,0.003662556437359,0.0,0.0018312782186795,1.2188387473497198,0.0,0.0,0.125
2011-07-07,0.0025192098342143,0.0,0.00125960491710715,1.2203740026290422,0.0,0.0,0.125
2011-07-08,-0.0019583760057709,0.0,-0.00097918800288545,1.2191790270466345,0.0,0.0,0.125
2011-07-11,0.00202079468143,0.0,0.001010397340715,1.2204108822934179,0.0,0.0,0.125
2011-07-12,0.0012801883624405,0.0,0.00064009418122025,1.2211920601978719,0.0,0.0,0.125
2011-07-13,0.0019811367423924,0.0,0.0009905683711962,1.2224017344278597,0.0,0.0,0.125
2011-07-14,0.004612533275715,0.0,0.0023062666378575,1.22522091876603,0.0,0.0,0.125
2011-07-15,0.0038507169234036,0.0,0.0019253584617018,1.22757990822943,0.0,0.0,0.125
2011-07-18,-0.000818622801843,0.0,-0.0004093114009215,1.2270774457774496,0.0,0.0,0.125
2011-07-19,-0.0027981477332409,0.0,-0.00139907386662045,1.225360673790743,0.0,0.0,0.125
2011-07-20,0.0012407741304493,0.0,0.00062038706522465,1.2261208717029977,0.0,0.0,0.125
2011-07-21,-0.0015461401285121,0.0,-0.00077307006425605,1.2251729943619245,0.0,0.0,0.125
2011-07-22,0.0016285312216343,0.0,0.00081426561081715,1.2261706105985353,0.0,0.0,0.125
2011-07-25,-0.0019313394285482,0.0,-0.0009656697142741,1.2249865347753472,0.0,0.0,0.125
2011-07-26,0.0007430175780587,0.0,0.00037150878902935,1.2254416280394589,0.0,0.0,0.125
2011-07-27,0.0045395211917221,0.0,0.00226976059586105,1.2282230871593107,0.0,0.0,0.125
2011-07-28,0.0026547938988317,0.0,0.00132739694941585,1.229853426738408,0.0,0.0,0.125
2011-07-29,-0.0009177469491869,0.0,-0.00045887347459345,1.2292890796232399,0.0,0.0,0.125
2011-08-01,0.0033803646444975,0.0,0.00169018232224875,1.2313668022945525,0.0,0.0,0.125
2011-08-02,0.00309059669489,0.0,0.001545298347445,1.233269631379237,0.0,0.0,0.125
2011-08-03,0.0037205831392647,0.0,0.00186029156963235,1.2355638724775755,0.0,0.0,0.125
2011-08-04,-0.002579676794383,0.0,-0.0012898383971915,1.2339701947526713,0.0,0.0,0.125
2011-08-05,0.0004432227748711,0.0,0.00022161138743555,1.2342436565995847,0.0,0.0,0.125
2011-08-08,-0.0025105979835622,0.0,-0.0012552989917811,1.232694311781843,0.0,0.0,0.125
2011-08-09,-0.0004094186849849,0.0,-0.00020470934249245,1.2324419677397838,0.0,0.0,0.5
2011-08-10,0.0054659582658529,0.0,0.00273297913292645,1.2358102059201594,0.0,0.0,0.5
2011-08-11,0.0024476698360687,0.0,0.00122383491803435,1.2373226336022276,0.0,0.0,0.125
2011-08-12,0.0022088570250823,0.0,0.00110442851254115,1.2386891679979906,0.0,0.0,0.125
2011-08-15,0.0006624651439384,0.0,0.0003312325719692,1.2390994621969769,0.0,0.0,0.125
2011-08-16,-0.000744820820362,0.0,-0.000372410410181,1.238638008658005,0.0,0.0,0.125
2011-08-17,0.0018144146272172,0.0,0.0009072073136086,1.239761710118373,0.0,0.0,0.125
2011-08-18,-0.0010021871654219,0.0,-0.00050109358271095,1.239140473481342,0.0,0.0,0.125
2011-08-19,0.0014683255791982,0.0,0.0007341627895991,1.2400502043080583,0.0,0.0,0.125
2011-08-22,0.0021862689070087,0.0,0.00109313445350435,1.2414057459104626,0.0,0.0,0.125
2011-08-23,0.0031475448987925,0.0,0.00157377244939625,1.2433594360718987,0.0,0.0,0.125
2011-08-24,0.0019905981875227,0.0,0.00099529909376135,1.2445969505918408,0.0,0.0,0.125
2011-08-25,-0.0073702397712795,0.0,-0.00368511988563975,1.2400104616196082,0.0,0.0,0.125
2011-08-26,0.0028428990900759,0.0,0.00142144954503795,1.2417730739261197,0.0,0.0,0.125
2011-08-29,0.0045683863285639,0.0,0.00228419316428195,1.2446095234931709,0.0,0.0,0.125
2011-08-30,-0.0042465193583953,0.0,-0.00212325967919765,1.2419668942755924,0.0,0.0,0.125
2011-08-31,-0.0038322553599789,0.0,-0.00191612767998945,1.2395871271318404,0.0,0.0,0.125
2011-09-01,5.950312130348357e-05,0.0,2.9751560651741785e-05,1.2396240067834363,0.0,0.0,0.125
2011-09-02,0.0005606124401325,0.0,0.00028030622006625,1.239971481103081,0.0,0.0,0.125
2011-09-05,-0.0018245043419586,0.0,-0.0009122521709793,1.2388403144274924,0.0,0.0,0.125
2011-09-06,-0.0007200708412178,0.0,-0.0003600354206089,1.2383942880338203,0.0,0.0,0.125
2011-09-07,-0.000125,0.0,-6.25e-05,1.2383168883908182,0.0,0.0,0.0
2011-09-08,0.0,0.0,0.0,1.2383168883908182,0.0,0.0,0.0
2011-09-09,0.0,0.0,0.0,1.2383168883908182,0.0,0.0,0.0
2011-09-13,0.0,0.0,0.0,1.2383168883908182,0.0,0.0,0.0
2011-09-14,0.0,0.0,0.0,1.2383168883908182,0.0,0.0,0.0
2011-09-15,0.0,0.0,0.0,1.2383168883908182,0.0,0.0,0.0
2011-09-16,0.0,0.0,0.0,1.2383168883908182,0.0,0.0,0.0
2011-09-19,0.0,0.0,0.0,1.2383168883908182,0.0,0.0,0.0
2011-09-20,0.0,0.0,0.0,1.2383168883908182,0.0,0.0,0.0
2011-09-21,0.0,0.0,0.0,1.2383168883908182,0.0,0.0,0.0
2011-09-22,0.0,0.0,0.0,1.2383168883908182,0.0,0.0,0.0
