date,forward_return,reverse_mainnav_return,forward_nav,reverse_mainnav_nav,forward_gross_exposure,reverse_mainnav_gross_exposure,reverse_mainnav_nav_defense_gate,reverse_mainnav_volhot_gate,combo_return,combo_nav,gross_exposure,net_pair_exposure_forward_positive
2017-05-12,0.0,0.006454435578621967,1.458260474188731,1.0436455580115112,0.0,0.6230936134678297,0,0,0.0032272177893109834,1.238322399190396,0.3115468067339148,-0.3115468067339148
2017-05-15,0.0,0.0008254073484697023,1.458260474188731,1.0445069907242917,0.0,0.6245189480809016,0,0,0.00041270367423485116,1.2388334593944292,0.3122594740404508,-0.3122594740404508
2017-05-16,0.0,-0.0077573938838335745,1.458260474188731,1.0364043385828257,0.0,0.6222304656905249,0,0,-0.0038786969419167872,1.2340283998439319,0.31111523284526243,-0.31111523284526243
2017-05-17,0.0,-0.00477247783268673,1.458260474188731,1.0314581218512386,0.0,0.5820366000466016,0,0,-0.002386238916343365,1.2310837132523513,0.2910183000233008,-0.2910183000233008
2017-05-18,0.0,0.0018459839933272872,1.458260474188731,1.0333621770339636,0.0,0.5600382875431527,0,0,0.0009229919966636436,1.232219993666906,0.28001914377157633,-0.28001914377157633
2017-05-19,0.0,0.001634435053763849,1.458260474188731,1.0350511403993417,0.0,0.564369518486403,0,0,0.0008172175268819244,1.233226985442705,0.2821847592432015,-0.2821847592432015
2017-05-22,0.0,0.011977416891819586,1.458260474188731,1.047448379412258,0.0,0.5750940759776976,0,0,0.005988708445909793,1.2406124223061497,0.2875470379888488,-0.2875470379888488
2017-05-23,0.0,-0.0002875470379888488,1.458260474188731,1.0471471887333117,0.0,0.0,0,1,-0.0001437735189944244,1.2404340550924866,0.0,0.0
2017-05-24,0.0,-0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,1,0.0,1.2404340550924866,0.0,0.0
2017-05-25,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,1,0.0,1.2404340550924866,0.0,0.0
2017-05-26,0.0,-0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,1,0.0,1.2404340550924866,0.0,0.0
2017-05-31,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,1,0.0,1.2404340550924866,0.0,0.0
2017-06-01,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,1,0.0,1.2404340550924866,0.0,0.0
2017-06-02,0.0,-0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,1,0.0,1.2404340550924866,0.0,0.0
2017-06-05,0.0,-0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,1,0.0,1.2404340550924866,0.0,0.0
2017-06-06,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,1,0.0,1.2404340550924866,0.0,0.0
2017-06-07,0.0,-0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,1,0.0,1.2404340550924866,0.0,0.0
2017-06-08,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,1,0.0,1.2404340550924866,0.0,0.0
2017-06-09,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,1,0.0,1.2404340550924866,0.0,0.0
2017-06-12,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,1,0.0,1.2404340550924866,0.0,0.0
2017-06-13,0.0,-0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,1,0.0,1.2404340550924866,0.0,0.0
2017-06-14,0.0,-0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,1,0.0,1.2404340550924866,0.0,0.0
2017-06-15,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,0,0.0,1.2404340550924866,0.0,0.0
2017-06-16,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,0,0.0,1.2404340550924866,0.0,0.0
2017-06-19,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,0,0.0,1.2404340550924866,0.0,0.0
2017-06-20,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,0,0.0,1.2404340550924866,0.0,0.0
2017-06-21,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,0,0.0,1.2404340550924866,0.0,0.0
2017-06-22,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,0,0.0,1.2404340550924866,0.0,0.0
2017-06-23,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,0,0.0,1.2404340550924866,0.0,0.0
2017-06-26,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,0,0.0,1.2404340550924866,0.0,0.0
2017-06-27,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,0,0.0,1.2404340550924866,0.0,0.0
2017-06-28,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,0,0.0,1.2404340550924866,0.0,0.0
2017-06-29,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,0,0.0,1.2404340550924866,0.0,0.0
2017-06-30,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,0,0.0,1.2404340550924866,0.0,0.0
2017-07-03,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,0,0.0,1.2404340550924866,0.0,0.0
2017-07-04,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,0,0.0,1.2404340550924866,0.0,0.0
2017-07-05,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,0,0.0,1.2404340550924866,0.0,0.0
2017-07-06,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,0,0.0,1.2404340550924866,0.0,0.0
2017-07-07,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,0,0.0,1.2404340550924866,0.0,0.0
2017-07-10,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,0,0.0,1.2404340550924866,0.0,0.0
2017-07-11,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,0,0.0,1.2404340550924866,0.0,0.0
2017-07-12,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,0,0.0,1.2404340550924866,0.0,0.0
2017-07-13,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,0,0.0,1.2404340550924866,0.0,0.0
2017-07-14,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,0,0.0,1.2404340550924866,0.0,0.0
2017-07-17,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,0,0.0,1.2404340550924866,0.0,0.0
2017-07-18,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,0,0.0,1.2404340550924866,0.0,0.0
2017-07-19,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,0,0.0,1.2404340550924866,0.0,0.0
2017-07-20,0.0,-0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,1,0.0,1.2404340550924866,0.0,0.0
2017-07-21,0.0,-0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,1,0.0,1.2404340550924866,0.0,0.0
2017-07-24,0.0,-0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,1,0.0,1.2404340550924866,0.0,0.0
2017-07-25,0.0,-0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,1,0.0,1.2404340550924866,0.0,0.0
2017-07-26,0.0,-0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,1,0.0,1.2404340550924866,0.0,0.0
2017-07-27,0.0,-0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,1,0.0,1.2404340550924866,0.0,0.0
2017-07-28,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,1,0.0,1.2404340550924866,0.0,0.0
2017-07-31,0.0,-0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,1,0.0,1.2404340550924866,0.0,0.0
2017-08-01,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,1,0.0,1.2404340550924866,0.0,0.0
2017-08-02,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,0,0.0,1.2404340550924866,0.0,0.0
2017-08-03,0.0,0.0,1.458260474188731,1.0471471887333117,0.0,0.0,0,0,0.0,1.2404340550924866,0.0,0.0
2017-08-04,0.0002258711687005,0.0,1.458589853186306,1.0471471887333117,1.0,0.0,0,0,0.00011293558435025,1.2405741442373466,0.5,0.5
2017-08-07,0.0023882815630995,0.0,1.462073376440795,1.0471471887333117,1.0,0.0,0,0,0.00119414078154975,1.2420555644155165,0.5,0.5
2017-08-08,0.0019701205727897,0.0,1.4649538372786493,1.0471471887333117,1.0,0.0,0,0,0.00098506028639485,1.2432790640255178,0.5,0.5
2017-08-09,0.0036199363915032,0.0,1.4702568769860866,1.0471471887333117,1.0,0.0,0,0,0.0018099681957516,1.2455293595898478,0.5,0.5
2017-08-10,-0.0031841933157802,0.0,1.4655752948659075,1.0471471887333117,1.0,0.0,0,0,-0.0015920966578901,1.243546356459141,0.5,0.5
2017-08-11,0.0033516746176622,0.0,1.4704874263819825,1.0471471887333117,1.0,0.0,0,0,0.0016758373088311,1.245630337838556,0.5,0.5
2017-08-14,0.006888745177759,0.0,1.4806172395494266,1.0471471887333117,1.0,0.0,0,0,0.0034443725888795,1.249920752830084,0.5,0.5
2017-08-15,0.0012852650821413,0.0,1.482520225187436,1.0471471887333117,1.0,0.0,0,0,0.00064263254107065,1.250723992579612,0.5,0.5
2017-08-16,0.0062000106260473,0.0,1.4917118663369282,1.0471471887333117,1.0,0.0,0,0,0.00310000531302365,1.254601243601735,0.5,0.5
2017-08-17,0.0038700383177392,0.0,1.4974848484186785,1.0471471887333117,1.0,0.0,0,0,0.0019350191588696,1.2570289210448462,0.5,0.5
2017-08-18,-0.0059190093810157,0.0,1.4886212215529593,1.0471471887333117,1.0,0.0,0,0,-0.00295950469050785,1.25330873805691,0.5,0.5
2017-08-21,0.0029571731941619,0.0,1.4930233323255964,1.0471471887333117,1.0,0.0,0,0,0.00147858659708095,1.2551618635590054,0.5,0.5
2017-08-22,-0.0091051932768201,0.0,1.4794290663179697,1.0471471887333117,1.0,0.0,0,0,-0.00455259663841005,1.2494476178783063,0.5,0.5
2017-08-23,-0.0076799770657401,0.0,1.4680670850182582,1.0471471887333117,1.0,0.0,0,0,-0.00383998853287005,1.2446497533532317,0.5,0.5
2017-08-24,-0.0006098625117987,0.0,1.4671717659383,1.0471471887333117,0.5,0.0,0,0,-0.00030493125589935,1.2442702207407867,0.25,0.25
2017-08-25,-0.00025,0.0,1.4668049729968151,1.0471471887333117,0.0,0.0,0,0,-0.000125,1.244114686963194,0.0,0.0
2017-08-28,0.0,0.0,1.4668049729968151,1.0471471887333117,0.0,0.0,0,0,0.0,1.244114686963194,0.0,0.0
2017-08-29,0.0,0.0,1.4668049729968151,1.0471471887333117,0.0,0.0,0,0,0.0,1.244114686963194,0.0,0.0
2017-08-30,0.0,0.0,1.4668049729968151,1.0471471887333117,0.0,0.0,0,0,0.0,1.244114686963194,0.0,0.0
2017-08-31,0.0060360006129422,0.0,1.475658608712891,1.0471471887333117,1.0,0.0,0,0,0.0030180003064711,1.247869425469734,0.5,0.5
2017-09-01,0.0055951733505203,0.0,1.4839151744348271,1.0471471887333117,1.0,0.0,0,0,0.00279758667526015,1.2513604483468925,0.5,0.5
2017-09-04,0.0035786846449687,0.0,1.4892256388840135,1.0471471887333117,1.0,0.0,0,0,0.00178934232248435,1.2535995605578028,0.5,0.5
2017-09-05,-0.0026619255319425,0.0,1.4852614311330448,1.0471471887333117,1.0,0.0,0,0,-0.00133096276597125,1.2519310662192624,0.5,0.5
2017-09-06,0.0093909572462753,0.0,1.499209457732357,1.0471471887333117,1.0,0.0,0,0,0.00469547862313765,1.257809481778337,0.5,0.5
2017-09-07,0.0006500966142892,0.0,1.5001840887249391,1.0471471887333117,1.0,0.0,0,0,0.0003250483071446,1.2582183306210994,0.5,0.5
2017-09-08,0.0029844447453513,0.0,1.504661305245594,1.0471471887333117,1.0,0.0,0,0,0.00149222237267565,1.260095872163763,0.5,0.5
2017-09-11,0.0105383906822895,0.0,1.5205180139247958,1.0471471887333117,1.0,0.0,0,0,0.00526919534114475,1.266735563462764,0.5,0.5
2017-09-12,-0.0058782533523153,0.0,1.5115800238121864,1.0471471887333117,1.0,0.0,0,0,-0.00293912667615765,1.2630124671765528,0.5,0.5
2017-09-13,0.00249219375577,0.0,1.5153471741088778,1.0471471887333117,1.0,0.0,0,0,0.001246096877885,1.2645863030686313,0.5,0.5
2017-09-14,0.0017739375624448,0.0,1.518035305381174,1.0471471887333117,1.0,0.0,0,0,0.0008869687812224,1.2657079516406144,0.5,0.5
2017-09-15,-0.0049086761665053,0.0,1.5105837616577358,1.0471471887333117,1.0,0.0,0,0,-0.00245433808325265,1.2626014764126272,0.5,0.5
2017-09-18,0.0046491294149975,0.0,1.5176066610578764,1.0471471887333117,1.0,0.0,0,0,0.00232456470749875,1.2655364752443319,0.5,0.5
2017-09-19,-0.0010828937336174,0.0,1.5159632543145207,1.0471471887333117,0.5,0.0,0,0,-0.0005414468668087,1.2648512544849788,0.25,0.25
2017-09-20,0.0058553122895153,0.0,1.524839692587962,1.0471471887333117,1.0,0.0,0,0,0.00292765614475765,1.2685543040323761,0.5,0.5
2017-09-21,-0.0099540344480291,0.0,1.5096613857602197,1.0471471887333117,1.0,0.0,0,0,-0.00497701722401455,1.2622406874116092,0.5,0.5
2017-09-22,-0.0046418480176658,0.0,1.5026537670493816,1.0471471887333117,1.0,0.0,0,0,-0.0023209240088329,1.2593111226952698,0.5,0.5
2017-09-25,-0.0051896961790749,0.0,1.4948554505360527,1.0471471887333117,0.5,0.0,0,0,-0.00259484808953745,1.2560434016344106,0.25,0.25
2017-09-26,0.0005418587817392,0.0,1.4956654510893563,1.0471471887333117,0.5,0.0,0,0,0.0002709293908696,1.256383700708121,0.25,0.25
2017-09-27,0.0040755675551483,0.0,1.5017611366751726,1.0471471887333117,0.5,0.0,0,0,0.00203778377757415,1.2589439390318329,0.25,0.25
2017-09-28,-0.0028539599323711,0.0,1.4974751705631095,1.0471471887333117,0.5,0.0,0,0,-0.00142697996618555,1.2571474512522838,0.25,0.25
2017-09-29,0.0029394719501081,0.0,1.501876956822963,1.0471471887333117,0.5,0.0,0,0,0.00146973597505405,1.2589951260873367,0.25,0.25
2017-10-09,0.0003250762602093,-0.0011497300967586162,1.5023651813673815,1.045943252094689,0.5,1.0,0,0,-0.0004123269182746581,1.2584760085068742,0.75,-0.25
2017-10-10,-0.00025,-0.00470556023589741,1.50198959007204,1.041021503118627,0.0,1.0,0,0,-0.0024777801179487052,1.2553577816740804,0.5,-0.5
2017-10-11,0.0,0.007499314070168017,1.50198959007204,1.048828450324312,0.0,1.0,0,0,0.0037496570350840086,1.2600649428116821,0.5,-0.5
2017-10-12,0.0,0.005278964008988529,1.50198959007204,1.0543651779651773,0.0,1.0,0,0,0.0026394820044942646,1.2633908615527278,0.5,-0.5
2017-10-13,0.0,-0.002000654571392202,1.50198959007204,1.0522557574519644,0.0,1.0,0,0,-0.001000327285696101,1.2621270572014176,0.5,-0.5
2017-10-16,0.0,0.017580174023721806,1.50198959007204,1.070754596785433,0.0,1.0,0,0,0.008790087011860903,1.273221263854242,0.5,-0.5
2017-10-17,0.0,0.0017635597563161465,1.50198959007204,1.0726429365012145,0.0,1.0,0,0,0.0008817798781580732,1.2743439647451518,0.5,-0.5
2017-10-18,0.0,0.017698804611473884,1.50198959007204,1.091627434252227,0.0,1.0,0,0,0.008849402305736942,1.2856211471650694,0.5,-0.5
2017-10-19,0.0,0.006388075165032481,1.50198959007204,1.0986008323544418,0.0,1.0,0,0,0.0031940375825162404,1.2897274694259924,0.5,-0.5
2017-10-20,0.0,-0.013408760977704604,1.50198959007204,1.0838699563834937,0.0,1.0,0,0,-0.006704380488852302,1.281080645744036,0.5,-0.5
2017-10-23,0.0,-0.004403619911629186,1.50198959007204,1.0790970050619466,0.0,1.0,0,0,-0.002201809955814593,1.2782599496240354,0.5,-0.5
2017-10-24,0.0,0.01255163381943758,1.50198959007204,1.092641435525136,0.0,1.0,0,0,0.00627581690971879,1.2862820750309023,0.5,-0.5
2017-10-25,0.0,-0.0015965087907089393,1.50198959007204,1.0908970238682272,0.0,1.0,0,0,-0.0007982543953544696,1.2852552947108433,0.5,-0.5
2017-10-26,0.0,0.00028742471293363714,1.50198959007204,1.0912105746321528,0.0,1.0,0,0,0.00014371235646681857,1.2854400017779075,0.5,-0.5
2017-10-27,0.0,0.014807195813187013,1.50198959007204,1.1073683432841515,0.0,1.0,0,0,0.0074035979065935065,1.2949568826841222,0.5,-0.5
2017-10-30,0.0,0.02275983571542506,1.50198959007204,1.1325718648537613,0.0,1.0,0,0,0.01137991785771253,1.309693385638347,0.5,-0.5
2017-10-31,0.0,-0.008196619652739545,1.50198959007204,1.123288604048161,0.0,1.0,0,0,-0.004098309826369773,1.304325856366454,0.5,-0.5
2017-11-01,0.0,-0.0005,1.50198959007204,1.1227269597461371,0.0,0.0,0,1,-0.00025,1.3039997749023624,0.0,0.0
2017-11-02,0.0,0.011970662245093189,1.50198959007204,1.1361667449747186,0.0,1.0,0,0,0.005985331122546594,1.3118046453388794,0.5,-0.5
2017-11-03,0.0,-0.0005,1.50198959007204,1.1355986616022313,0.0,0.0,0,1,-0.00025,1.3114766941775446,0.0,0.0
2017-11-06,0.0,-0.0,1.50198959007204,1.1355986616022313,0.0,0.0,0,1,0.0,1.3114766941775446,0.0,0.0
2017-11-07,0.0,0.0,1.50198959007204,1.1355986616022313,0.0,0.0,0,1,0.0,1.3114766941775446,0.0,0.0
2017-11-08,0.0,-0.0,1.50198959007204,1.1355986616022313,0.0,0.0,0,1,0.0,1.3114766941775446,0.0,0.0
2017-11-09,0.0,0.0006771161712707767,1.50198959007204,1.1363675938200757,0.0,0.54461363516655,0,0,0.00033855808563538835,1.311920705216481,0.272306817583275,-0.272306817583275
2017-11-10,0.0,0.003854799126072193,1.50198959007204,1.14074806262763,0.0,0.544088794250517,0,0,0.0019273995630360965,1.3144493006104532,0.2720443971252585,-0.2720443971252585
2017-11-13,0.0,0.001317664514501363,1.50198959007204,1.1422511858697408,0.0,0.5485543805497368,0,0,0.0006588322572506815,1.315315302210216,0.2742771902748684,-0.2742771902748684
2017-11-14,0.0,3.730333386785164e-05,1.50198959007204,1.1422937956470882,0.0,0.5794331098917078,0,0,1.865166693392582e-05,1.3153398350331458,0.2897165549458539,-0.2897165549458539
2017-11-15,0.0,0.0017800691034848088,1.50198959007204,1.144327157539822,0.0,0.5778183205041403,0,0,0.0008900345517424044,1.3165105329336084,0.28890916025207014,-0.28890916025207014
2017-11-16,0.0,0.006483564631727067,1.50198959007204,1.151746476625572,0.0,0.6207349004410188,0,0,0.0032417823158635336,1.3207783734979206,0.3103674502205094,-0.3103674502205094
2017-11-17,0.0,0.02451680621941006,1.50198959007204,1.1799836218068895,0.0,0.6107306467384525,0,0,0.01225840310970503,1.3369690072188387,0.3053653233692262,-0.3053653233692262
2017-11-20,0.0,-0.00030536532336922624,1.50198959007204,1.1796232957266461,0.0,0.0,0,1,-0.00015268266168461312,1.3367648752322265,0.0,0.0
2017-11-21,0.0,0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,1,0.0,1.3367648752322265,0.0,0.0
2017-11-22,0.0,0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,1,0.0,1.3367648752322265,0.0,0.0
2017-11-23,0.0,-0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,1,0.0,1.3367648752322265,0.0,0.0
2017-11-24,0.0,-0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,1,0.0,1.3367648752322265,0.0,0.0
2017-11-27,0.0,-0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,1,0.0,1.3367648752322265,0.0,0.0
2017-11-28,0.0,-0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,1,0.0,1.3367648752322265,0.0,0.0
2017-11-29,0.0,-0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,1,0.0,1.3367648752322265,0.0,0.0
2017-11-30,0.0,-0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,1,0.0,1.3367648752322265,0.0,0.0
2017-12-01,0.0,-0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,1,0.0,1.3367648752322265,0.0,0.0
2017-12-04,0.0,0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,1,0.0,1.3367648752322265,0.0,0.0
2017-12-05,0.0,0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,1,0.0,1.3367648752322265,0.0,0.0
2017-12-06,0.0,-0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,1,0.0,1.3367648752322265,0.0,0.0
2017-12-07,0.0,-0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,1,0.0,1.3367648752322265,0.0,0.0
2017-12-08,0.0,0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,0,0.0,1.3367648752322265,0.0,0.0
2017-12-11,0.0,0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,0,0.0,1.3367648752322265,0.0,0.0
2017-12-12,0.0,0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,0,0.0,1.3367648752322265,0.0,0.0
2017-12-13,0.0,0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,0,0.0,1.3367648752322265,0.0,0.0
2017-12-14,0.0,0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,0,0.0,1.3367648752322265,0.0,0.0
2017-12-15,0.0,0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,0,0.0,1.3367648752322265,0.0,0.0
2017-12-18,0.0,0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,0,0.0,1.3367648752322265,0.0,0.0
2017-12-19,0.0,0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,0,0.0,1.3367648752322265,0.0,0.0
2017-12-20,0.0,0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,0,0.0,1.3367648752322265,0.0,0.0
2017-12-21,0.0,0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,0,0.0,1.3367648752322265,0.0,0.0
2017-12-22,0.0,0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,0,0.0,1.3367648752322265,0.0,0.0
2017-12-25,0.0,0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,0,0.0,1.3367648752322265,0.0,0.0
2017-12-26,0.0,0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,0,0.0,1.3367648752322265,0.0,0.0
2017-12-27,0.0,0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,0,0.0,1.3367648752322265,0.0,0.0
2017-12-28,0.0,0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,0,0.0,1.3367648752322265,0.0,0.0
2017-12-29,0.0,0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,0,0.0,1.3367648752322265,0.0,0.0
2018-01-02,0.0,0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,0,0.0,1.3367648752322265,0.0,0.0
2018-01-03,0.0,0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,0,0.0,1.3367648752322265,0.0,0.0
2018-01-04,0.0,0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,0,0.0,1.3367648752322265,0.0,0.0
2018-01-05,0.0,0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,0,0.0,1.3367648752322265,0.0,0.0
2018-01-08,0.0,0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,0,0.0,1.3367648752322265,0.0,0.0
2018-01-09,0.0,0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,0,0.0,1.3367648752322265,0.0,0.0
2018-01-10,0.0,0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,0,0.0,1.3367648752322265,0.0,0.0
2018-01-11,0.0,0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,0,0.0,1.3367648752322265,0.0,0.0
2018-01-12,0.0,0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,0,0.0,1.3367648752322265,0.0,0.0
2018-01-15,0.0,0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,0,0.0,1.3367648752322265,0.0,0.0
2018-01-16,0.0,0.0,1.50198959007204,1.1796232957266461,0.0,0.0,0,0,0.0,1.3367648752322265,0.0,0.0
2018-01-17,0.0,-0.00037253240148388224,1.50198959007204,1.1791838478274428,0.0,1.0,0,0,-0.00018626620074194112,1.3365158811176319,0.5,-0.5
2018-01-18,0.0,0.003696891838341765,1.50198959007204,1.1835431629703805,0.0,1.0,0,0,0.0018484459191708824,1.3389863584439907,0.5,-0.5
2018-01-19,0.0,0.00571906413267298,1.50198959007204,1.1903119222231948,0.0,1.0,0,0,0.00285953206633649,1.3428152328723484,0.5,-0.5
2018-01-22,0.0,0.0009498993458025851,1.50198959007204,1.1914425987394157,0.0,1.0,0,0,0.00047494967290129253,1.343453002527968,0.5,-0.5
2018-01-23,0.0,0.009829802253012554,1.50198959007204,1.2031542438808396,0.0,1.0,0,0,0.004914901126506277,1.350055941203501,0.5,-0.5
2018-01-24,0.0,-0.0057664770953459454,1.50198959007204,1.1962162824913325,0.0,1.0,0,0,-0.0028832385476729727,1.3461634078723081,0.5,-0.5
2018-01-25,0.0,-0.0042750571654076586,1.50198959007204,1.1911023895014907,0.0,1.0,0,0,-0.0021375285827038293,1.343285945110991,0.5,-0.5
2018-01-26,0.0,0.004658061790443924,1.50198959007204,1.196650618030534,0.0,1.0,0,0,0.002329030895221962,1.346414499578272,0.5,-0.5
2018-01-29,0.0,-0.0063318057393833005,1.50198959007204,1.1890736587792519,0.0,1.0,0,0,-0.0031659028696916502,1.3421518820502627,0.5,-0.5
2018-01-30,0.0,-0.008221449493792998,1.50198959007204,1.1792977497491985,0.0,1.0,0,0,-0.004110724746896499,1.3366346650946248,0.5,-0.5
2018-01-31,0.0,0.028947964942381832,1.50198959007204,1.213436019665568,0.0,1.0,0,0,0.014473982471190916,1.3559810918075903,0.5,-0.5
2018-02-01,0.0,-0.0005,1.50198959007204,1.2128293016557352,0.0,0.0,0,1,-0.00025,1.3556420965346385,0.0,0.0
2018-02-02,0.0,0.0,1.50198959007204,1.2128293016557352,0.0,0.0,0,1,0.0,1.3556420965346385,0.0,0.0
2018-02-05,0.0,0.0,1.50198959007204,1.2128293016557352,0.0,0.0,0,1,0.0,1.3556420965346385,0.0,0.0
2018-02-06,0.0,0.0,1.50198959007204,1.2128293016557352,0.0,0.0,0,1,0.0,1.3556420965346385,0.0,0.0
2018-02-07,0.0,-0.0,1.50198959007204,1.2128293016557352,0.0,0.0,0,1,0.0,1.3556420965346385,0.0,0.0
2018-02-08,0.0,-0.0,1.50198959007204,1.2128293016557352,0.0,0.0,0,1,0.0,1.3556420965346385,0.0,0.0
2018-02-09,0.0,-0.0,1.50198959007204,1.2128293016557352,0.0,0.0,0,1,0.0,1.3556420965346385,0.0,0.0
2018-02-12,0.0,-0.0,1.50198959007204,1.2128293016557352,0.0,0.0,0,1,0.0,1.3556420965346385,0.0,0.0
2018-02-13,0.0,0.0,1.50198959007204,1.2128293016557352,0.0,0.0,0,1,0.0,1.3556420965346385,0.0,0.0
2018-02-14,0.0,0.0,1.50198959007204,1.2128293016557352,0.0,0.0,0,0,0.0,1.3556420965346385,0.0,0.0
2018-02-22,0.0,0.0,1.50198959007204,1.2128293016557352,0.0,0.0,0,0,0.0,1.3556420965346385,0.0,0.0
2018-02-23,0.0,0.0,1.50198959007204,1.2128293016557352,0.0,0.0,0,0,0.0,1.3556420965346385,0.0,0.0
2018-02-26,0.0,0.0,1.50198959007204,1.2128293016557352,0.0,0.0,0,0,0.0,1.3556420965346385,0.0,0.0
