date,forward_return,reverse_mainnav_return,forward_nav,reverse_mainnav_nav,forward_gross_exposure,reverse_mainnav_gross_exposure,reverse_mainnav_volhot_gate,combo_return,combo_nav,gross_exposure,net_pair_exposure_forward_positive
2017-07-31,0.0,-0.0,1.4582719966917708,1.047148145783756,0.0,0.0,1,0.0,1.240439475155763,0.0,0.0
2017-08-01,0.0,0.0,1.4582719966917708,1.047148145783756,0.0,0.0,1,0.0,1.240439475155763,0.0,0.0
2017-08-02,0.0,0.0,1.4582719966917708,1.047148145783756,0.0,0.0,0,0.0,1.240439475155763,0.0,0.0
2017-08-03,0.0,0.0,1.4582719966917708,1.047148145783756,0.0,0.0,0,0.0,1.240439475155763,0.0,0.0
2017-08-04,0.0002269449590234,0.0,1.4586029441703052,1.047148145783756,1.0,0.0,0,0.0001134724795117,1.2405802308986933,0.5,0.5
2017-08-07,0.00238962640448,0.0,1.462088460279347,1.047148145783756,1.0,0.0,0,0.00119481320224,1.242062492537009,0.5,0.5
2017-08-08,0.0019695816900522,0.0,1.4649681629399498,1.047148145783756,1.0,0.0,0,0.0009847908450261,1.2432856643086097,0.5,0.5
2017-08-09,0.0036202056362697,0.0,1.4702716489403806,1.047148145783756,1.0,0.0,0,0.00181010281813485,1.2455361391933213,0.5,0.5
2017-08-10,-0.0031849937328746,0.0,1.4655888429528825,1.047148145783756,1.0,0.0,0,-0.0015924968664373,1.2435526267946215,0.5,0.5
2017-08-11,0.003351404603398,0.0,1.470500624147843,1.047148145783756,1.0,0.0,0,0.001675702301699,1.245636450793625,0.5,0.5
2017-08-14,0.0068895627495748,0.0,1.480631730471199,1.047148145783756,1.0,0.0,0,0.0034447813747874,1.249927396039075,0.5,0.5
2017-08-15,0.0012836415361396,0.0,1.482532330860158,1.047148145783756,1.0,0.0,0,0.0006418207680698,1.2507296254004325,0.5,0.5
2017-08-16,0.0062010969723684,0.0,1.4917256576084934,1.047148145783756,1.0,0.0,0,0.0031005484861842,1.2546075732470934,0.5,0.5
2017-08-17,0.0038689578117465,0.0,1.4974970812444806,1.047148145783756,1.0,0.0,0,0.00193447890587325,1.2570345851326887,0.5,0.5
2017-08-18,-0.0059168735217067,0.0,1.4886365804156318,1.047148145783756,1.0,0.0,0,-0.00295843676085335,1.253315727806368,0.5,0.5
2017-08-21,0.0029568992216135,0.0,1.4930383287615283,1.047148145783756,1.0,0.0,0,0.00147844961080675,1.2551686919563612,0.5,0.5
2017-08-22,-0.0091067809285051,0.0,1.4794415557836356,1.047148145783756,1.0,0.0,0,-0.00455339046425255,1.2494534188033788,0.5,0.5
2017-08-23,-0.0076799765320516,0.0,1.4680794793546752,1.047148145783756,1.0,0.0,0,-0.0038399882660258,1.244655532336228,0.5,0.5
2017-08-24,-0.0006101316092415,0.0,1.467183757659442,1.047148145783756,0.5,0.0,0,-0.00030506580462075,1.2442758304947803,0.25,0.25
2017-08-25,-0.00025,0.0,1.466816961720027,1.047148145783756,0.0,0.0,0,-0.000125,1.2441202960159683,0.0,0.0
2017-08-28,0.0,0.0,1.466816961720027,1.047148145783756,0.0,0.0,0,0.0,1.2441202960159683,0.0,0.0
2017-08-29,0.0,0.0,1.466816961720027,1.047148145783756,0.0,0.0,0,0.0,1.2441202960159683,0.0,0.0
2017-08-30,0.0,0.0,1.466816961720027,1.047148145783756,0.0,0.0,0,0.0,1.2441202960159683,0.0,0.0
2017-08-31,0.0060365281454448,0.0,1.475671443593666,1.047148145783756,1.0,0.0,0,0.0030182640727224,1.2478753796075779,0.5,0.5
2017-09-01,0.0055938590080202,0.0,1.4839261415912903,1.047148145783756,1.0,0.0,0,0.0027969295040101,1.25136559907413,0.5,0.5
2017-09-04,0.0035781647660746,0.0,1.4892358738265896,1.047148145783756,1.0,0.0,0,0.0017890823830373,1.2536043952221725,0.5,0.5
2017-09-05,-0.0026619224577755,0.0,1.4852716434091258,1.047148145783756,1.0,0.0,0,-0.00133096122888775,1.2519358963757685,0.5,0.5
2017-09-06,0.009392004048369,0.0,1.499221320696952,1.047148145783756,1.0,0.0,0,0.0046960020241845,1.2578149898792983,0.5,0.5
2017-09-07,0.0006503578895014,0.0,1.500196351110976,1.047148145783756,1.0,0.0,0,0.0003251789447507,1.2582240048303988,0.5,0.5
2017-09-08,0.0029841828606964,0.0,1.5046732113496406,1.047148145783756,1.0,0.0,0,0.0014920914303482,1.2601013900854647,0.5,0.5
2017-09-11,0.0105370699415126,0.0,1.5205280582167522,1.047148145783756,1.0,0.0,0,0.0052685349707563,1.2667402783258286,0.5,0.5
2017-09-12,-0.0058759179624954,0.0,1.511593560086998,1.047148145783756,1.0,0.0,0,-0.0029379589812477,1.263018647348213,0.5,0.5
2017-09-13,0.0024901053786063,0.0,1.5153575873412377,1.047148145783756,1.0,0.0,0,0.00124505268930315,1.2645911721117338,0.5,0.5
2017-09-14,0.0017736725553725,0.0,1.5180453355054802,1.047148145783756,1.0,0.0,0,0.00088683627768625,1.265712657439604,0.5,0.5
2017-09-15,-0.0049081562578511,0.0,1.5105945317923173,1.047148145783756,1.0,0.0,0,-0.00245407812892555,1.2626064996894772,0.5,0.5
2017-09-18,0.0046507003214988,0.0,1.517619854266978,1.047148145783756,1.0,0.0,0,0.0023253501607494,1.2655425019164934,0.5,0.5
2017-09-19,-0.0010838044235264,0.0,1.515975051155692,1.047148145783756,0.5,0.0,0,-0.0005419022117632,1.2648567016356245,0.25,0.25
2017-09-20,0.0058550532696012,0.0,1.5248511658355948,1.047148145783756,1.0,0.0,0,0.0029275266348006,1.2685596033188686,0.5,0.5
2017-09-21,-0.0099532620851274,0.0,1.509673922541221,1.047148145783756,1.0,0.0,0,-0.0049766310425637,1.2622464502176496,0.5,0.5
2017-09-22,-0.0046413293072155,0.0,1.5026670287201915,1.047148145783756,1.0,0.0,0,-0.00232066465360775,1.2593171994964878,0.5,0.5
2017-09-25,-0.0051894368351592,0.0,1.4948690330903716,1.047148145783756,0.5,0.0,0,-0.0025947184175796,1.2560496259653795,0.25,0.25
2017-09-26,0.0005418585765393,0.0,1.4956790406967546,1.047148145783756,0.5,0.0,0,0.00027092928826965,1.2563899265965737,0.25,0.25
2017-09-27,0.0040753036952538,0.0,1.50177438701822,1.047148145783756,0.5,0.0,0,0.0020376518476269,1.2589500118518429,0.25,0.25
2017-09-28,-0.0028540899888361,0.0,1.4974881877747406,1.047148145783756,0.5,0.0,0,-0.00142704499441805,1.2571534335392072,0.25,0.25
2017-09-29,0.0029397346155463,0.0,1.5018904056367135,1.047148145783756,0.5,0.0,0,0.00146986730777315,1.2590012822720211,0.25,0.25
2017-10-09,0.0003246880957459,-0.001148954775711,1.502378051572539,1.045945019920781,0.5,1.0,0,-0.00041213333998255,1.258482405868516,0.75,-0.25
2017-10-10,-0.00025,-0.0047070964564819,1.5020024570596455,1.041021655823837,0.0,1.0,0,-0.00247854822824095,1.2553631965311782,0.5,-0.5
2017-10-11,0.0,0.0075011245631477,1.5020024570596455,1.0488304889371058,0.0,1.0,0,0.00375056228157385,1.2600715143857641,0.5,-0.5
2017-10-12,0.0,0.0052771636092776,1.5020024570596455,1.0543653390256256,0.0,1.0,0,0.0026385818046388,1.263396316156166,0.5,-0.5
2017-10-13,0.0,-0.0020001434236516,1.5020024570596455,1.0522564571266473,0.0,1.0,0,-0.0010000717118258,1.2621328292395533,0.5,-0.5
2017-10-16,0.0,0.0175817331514787,1.5020024570596455,1.0707569493627684,0.0,1.0,0,0.00879086657573935,1.2732280705422585,0.5,-0.5
2017-10-17,0.0,0.0017627918420295,1.5020024570596455,1.0726444709779015,0.0,1.0,0,0.00088139592101475,1.2743502885701559,0.5,-0.5
2017-10-18,0.0,0.0176977704551757,1.5020024570596455,1.0916278866052818,0.0,1.0,0,0.00884888522758785,1.2856268680134566,0.5,-0.5
2017-10-19,0.0,0.0063888406421492,1.5020024570596455,1.0986021232133292,0.0,1.0,0,0.0031944203210746,1.2897337006059582,0.5,-0.5
2017-10-20,0.0,-0.013409263462259,1.5020024570596455,1.0838706779029643,0.0,1.0,0,-0.0067046317311295,1.2810865111121685,0.5,-0.5
2017-10-23,0.0,-0.00440260627815,1.5020024570596455,1.079098822051726,0.0,1.0,0,-0.002201303139075,1.2782664513538307,0.5,-0.5
2017-10-24,0.0,0.0125523972998451,1.5020024570596455,1.0926440991919142,0.0,1.0,0,0.00627619864992255,1.2862891055300587,0.5,-0.5
2017-10-25,0.0,-0.0015975185449281,1.5020024570596455,1.0908985799804487,0.0,1.0,0,-0.00079875927246405,1.285261670179947,0.5,-0.5
2017-10-26,0.0,0.000288425562273,1.5020024570596455,1.0912132230167624,0.0,1.0,0,0.0001442127811365,1.2854470213398919,0.5,-0.5
2017-10-27,0.0,0.0148064298964891,1.5020024570596455,1.1073701951054822,0.0,1.0,0,0.00740321494824455,1.2949634619434518,0.5,-0.5
2017-10-30,0.0,0.0227588169891492,1.5020024570596455,1.1325726307151265,0.0,1.0,0,0.0113794084945746,1.3096993801624548,0.5,-0.5
2017-10-31,0.0,-0.0081956298827025,1.5020024570596455,1.1232904846185066,0.0,1.0,0,-0.00409781494135125,1.3043324744737468,0.5,-0.5
2017-11-01,0.0,-0.0005,1.5020024570596455,1.1227288393761974,0.0,0.0,1,-0.00025,1.3040063913551283,0.0,0.0
2017-11-02,0.0,0.0119701557114299,1.5020024570596455,1.1361680784052437,0.0,1.0,0,0.00598507785571495,1.3118109711317385,0.5,-0.5
2017-11-03,0.0,-0.0005,1.5020024570596455,1.1355999943660409,0.0,0.0,1,-0.00025,1.3114830183889556,0.0,0.0
2017-11-06,0.0,-0.0,1.5020024570596455,1.1355999943660409,0.0,0.0,1,0.0,1.3114830183889556,0.0,0.0
2017-11-07,0.0,0.0,1.5020024570596455,1.1355999943660409,0.0,0.0,1,0.0,1.3114830183889556,0.0,0.0
2017-11-08,0.0,-0.0,1.5020024570596455,1.1355999943660409,0.0,0.0,1,0.0,1.3114830183889556,0.0,0.0
2017-11-09,0.0,0.0006765836256551,1.5020024570596455,1.1363683227275232,0.0,0.544618905189275,0,0.00033829181282755,1.311926682356739,0.2723094525946375,-0.2723094525946375
2017-11-10,0.0,0.0038546923630769,1.5020024570596455,1.1407486730227834,0.0,0.5440926346343631,0,0.00192734618153845,1.3144552192384378,0.27204631731718154,-0.27204631731718154
2017-11-13,0.0,0.0013174067867456,1.5020024570596455,1.1422515030665947,0.0,0.5485576528146681,0,0.0006587033933728,1.3153210553517867,0.27427882640733403,-0.27427882640733403
2017-11-14,0.0,3.7580007702708855e-05,1.5020024570596455,1.1422944288868784,0.0,0.5794446955117312,0,1.8790003851354428e-05,1.3153457702394824,0.2897223477558656,-0.2897223477558656
2017-11-15,0.0,0.0017802499795744,1.5020024570596455,1.1443279985205723,0.0,0.57783096060725,0,0.0008901249897872,1.3165165923797835,0.288915480303625,-0.288915480303625
2017-11-16,0.0,0.0064833536077746,1.5020024570596455,1.1517470815782582,0.0,0.6207437442729852,0,0.0032416768038873,1.3207843136792337,0.3103718721364926,-0.3103718721364926
2017-11-17,0.0,0.0245174122101127,1.5020024570596455,1.1799849395391069,0.0,0.6107418409970222,0,0.01225870610505635,1.3369754204087958,0.3053709204985111,-0.3053709204985111
2017-11-20,0.0,-0.0003053709204985,1.5020024570596455,1.1796246064519451,0.0,0.0,1,-0.00015268546024925,1.3367712837013888,0.0,0.0
2017-11-21,0.0,0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,1,0.0,1.3367712837013888,0.0,0.0
2017-11-22,0.0,0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,1,0.0,1.3367712837013888,0.0,0.0
2017-11-23,0.0,-0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,1,0.0,1.3367712837013888,0.0,0.0
2017-11-24,0.0,-0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,1,0.0,1.3367712837013888,0.0,0.0
2017-11-27,0.0,-0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,1,0.0,1.3367712837013888,0.0,0.0
2017-11-28,0.0,-0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,1,0.0,1.3367712837013888,0.0,0.0
2017-11-29,0.0,-0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,1,0.0,1.3367712837013888,0.0,0.0
2017-11-30,0.0,-0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,1,0.0,1.3367712837013888,0.0,0.0
2017-12-01,0.0,-0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,1,0.0,1.3367712837013888,0.0,0.0
2017-12-04,0.0,0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,1,0.0,1.3367712837013888,0.0,0.0
2017-12-05,0.0,0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,1,0.0,1.3367712837013888,0.0,0.0
2017-12-06,0.0,-0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,1,0.0,1.3367712837013888,0.0,0.0
2017-12-07,0.0,-0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,1,0.0,1.3367712837013888,0.0,0.0
2017-12-08,0.0,0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,0,0.0,1.3367712837013888,0.0,0.0
2017-12-11,0.0,0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,0,0.0,1.3367712837013888,0.0,0.0
2017-12-12,0.0,0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,0,0.0,1.3367712837013888,0.0,0.0
2017-12-13,0.0,0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,0,0.0,1.3367712837013888,0.0,0.0
2017-12-14,0.0,0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,0,0.0,1.3367712837013888,0.0,0.0
2017-12-15,0.0,0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,0,0.0,1.3367712837013888,0.0,0.0
2017-12-18,0.0,0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,0,0.0,1.3367712837013888,0.0,0.0
2017-12-19,0.0,0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,0,0.0,1.3367712837013888,0.0,0.0
2017-12-20,0.0,0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,0,0.0,1.3367712837013888,0.0,0.0
2017-12-21,0.0,0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,0,0.0,1.3367712837013888,0.0,0.0
2017-12-22,0.0,0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,0,0.0,1.3367712837013888,0.0,0.0
2017-12-25,0.0,0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,0,0.0,1.3367712837013888,0.0,0.0
2017-12-26,0.0,0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,0,0.0,1.3367712837013888,0.0,0.0
2017-12-27,0.0,0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,0,0.0,1.3367712837013888,0.0,0.0
2017-12-28,0.0,0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,0,0.0,1.3367712837013888,0.0,0.0
2017-12-29,0.0,0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,0,0.0,1.3367712837013888,0.0,0.0
2018-01-02,0.0,0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,0,0.0,1.3367712837013888,0.0,0.0
2018-01-03,0.0,0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,0,0.0,1.3367712837013888,0.0,0.0
2018-01-04,0.0,0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,0,0.0,1.3367712837013888,0.0,0.0
2018-01-05,0.0,0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,0,0.0,1.3367712837013888,0.0,0.0
2018-01-08,0.0,0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,0,0.0,1.3367712837013888,0.0,0.0
2018-01-09,0.0,0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,0,0.0,1.3367712837013888,0.0,0.0
2018-01-10,0.0,0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,0,0.0,1.3367712837013888,0.0,0.0
2018-01-11,0.0,0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,0,0.0,1.3367712837013888,0.0,0.0
2018-01-12,0.0,0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,0,0.0,1.3367712837013888,0.0,0.0
2018-01-15,0.0,0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,0,0.0,1.3367712837013888,0.0,0.0
2018-01-16,0.0,0.0,1.5020024570596455,1.1796246064519451,0.0,0.0,0,0.0,1.3367712837013888,0.0,0.0
2018-01-17,0.0,-0.000370886118757,1.5020024570596455,1.1791871000600678,0.0,1.0,0,-0.0001854430593785,1.3365233887448498,0.5,-0.5
2018-01-18,0.0,0.0036966517032497,1.5020024570596455,1.183546144061955,0.0,1.0,0,0.00184832585162485,1.3389937194755681,0.5,-0.5
2018-01-19,0.0,0.0057195311988884,1.5020024570596455,1.1903154731582417,0.0,1.0,0,0.0028597655994442,1.3428229276523962,0.5,-0.5
2018-01-22,0.0,0.0009494239282672,1.5020024570596455,1.1914455871506446,0.0,1.0,0,0.0004747119641336,1.3434603817618656,0.5,-0.5
2018-01-23,0.0,0.0098284124153127,1.5020024570596455,1.2031556057515655,0.0,1.0,0,0.00491420620765635,1.35006242310966,0.5,-0.5
2018-01-24,0.0,-0.0057646641041674,1.5020024570596455,1.1962198178193617,0.0,1.0,0,-0.0028823320520837,1.3461710949152175,0.5,-0.5
2018-01-25,0.0,-0.0042759631656118,1.5020024570596455,1.1911048259403911,0.0,1.0,0,-0.0021379815828059,1.3432930059069832,0.5,-0.5
2018-01-26,0.0,0.0046578316324488,1.5020024570596455,1.1966527916762186,0.0,1.0,0,0.0023289158162244,1.3464214222342634,0.5,-0.5
2018-01-29,0.0,-0.0063313437849261,1.5020024570596455,1.189076371460925,0.0,1.0,0,-0.00316567189246305,1.3421590937824863,0.5,-0.5
2018-01-30,0.0,-0.0082223766195065,1.5020024570596455,1.179299337705417,0.0,1.0,0,-0.00411118830975325,1.336641225006299,0.5,-0.5
2018-01-31,0.0,0.0289486890982906,1.5020024570596455,1.213438507586471,0.0,1.0,0,0.0144743445491453,1.3559882306356317,0.5,-0.5
2018-02-01,0.0,-0.0005,1.5020024570596455,1.2128317883326782,0.0,0.0,1,-0.00025,1.3556492335779728,0.0,0.0
2018-02-02,0.0,0.0,1.5020024570596455,1.2128317883326782,0.0,0.0,1,0.0,1.3556492335779728,0.0,0.0
2018-02-05,0.0,0.0,1.5020024570596455,1.2128317883326782,0.0,0.0,1,0.0,1.3556492335779728,0.0,0.0
2018-02-06,0.0,0.0,1.5020024570596455,1.2128317883326782,0.0,0.0,1,0.0,1.3556492335779728,0.0,0.0
2018-02-07,0.0,-0.0,1.5020024570596455,1.2128317883326782,0.0,0.0,1,0.0,1.3556492335779728,0.0,0.0
2018-02-08,0.0,-0.0,1.5020024570596455,1.2128317883326782,0.0,0.0,1,0.0,1.3556492335779728,0.0,0.0
2018-02-09,0.0,-0.0,1.5020024570596455,1.2128317883326782,0.0,0.0,1,0.0,1.3556492335779728,0.0,0.0
2018-02-12,0.0,-0.0,1.5020024570596455,1.2128317883326782,0.0,0.0,1,0.0,1.3556492335779728,0.0,0.0
2018-02-13,0.0,0.0,1.5020024570596455,1.2128317883326782,0.0,0.0,1,0.0,1.3556492335779728,0.0,0.0
2018-02-14,0.0,0.0,1.5020024570596455,1.2128317883326782,0.0,0.0,0,0.0,1.3556492335779728,0.0,0.0
2018-02-22,0.0,0.0,1.5020024570596455,1.2128317883326782,0.0,0.0,0,0.0,1.3556492335779728,0.0,0.0
2018-02-23,0.0,0.0,1.5020024570596455,1.2128317883326782,0.0,0.0,0,0.0,1.3556492335779728,0.0,0.0
2018-02-26,0.0,0.0,1.5020024570596455,1.2128317883326782,0.0,0.0,0,0.0,1.3556492335779728,0.0,0.0
2018-02-27,0.0,0.0,1.5020024570596455,1.2128317883326782,0.0,0.0,0,0.0,1.3556492335779728,0.0,0.0
2018-02-28,0.0,0.0,1.5020024570596455,1.2128317883326782,0.0,0.0,0,0.0,1.3556492335779728,0.0,0.0
2018-03-01,0.0,0.0,1.5020024570596455,1.2128317883326782,0.0,0.0,0,0.0,1.3556492335779728,0.0,0.0
2018-03-02,0.0,0.0,1.5020024570596455,1.2128317883326782,0.0,0.0,0,0.0,1.3556492335779728,0.0,0.0
2018-03-05,0.0,0.0,1.5020024570596455,1.2128317883326782,0.0,0.0,0,0.0,1.3556492335779728,0.0,0.0
2018-03-06,0.0,0.0,1.5020024570596455,1.2128317883326782,0.0,0.0,0,0.0,1.3556492335779728,0.0,0.0
2018-03-07,0.0,0.0,1.5020024570596455,1.2128317883326782,0.0,0.0,0,0.0,1.3556492335779728,0.0,0.0
2018-03-08,0.0,0.0,1.5020024570596455,1.2128317883326782,0.0,0.0,0,0.0,1.3556492335779728,0.0,0.0
2018-03-09,0.0,0.0,1.5020024570596455,1.2128317883326782,0.0,0.0,0,0.0,1.3556492335779728,0.0,0.0
2018-03-12,0.0110093544332429,0.0,1.518538534469017,1.2128317883326782,1.0,0.0,0,0.00550467721662145,1.3631116450277798,0.5,0.5
2018-03-13,0.0037039624910968,0.0,1.5241631442419754,1.2128317883326782,1.0,0.0,0,0.0018519812455484,1.36563610222996,0.5,0.5
2018-03-14,-0.0067681264072395,0.0,1.51384741541649,1.2128317883326782,1.0,0.0,0,-0.00338406320361975,1.361014703346869,0.5,0.5
2018-03-15,-0.0071399355243373,0.0,1.5030386424767317,1.2128317883326782,1.0,0.0,0,-0.00356996776216865,1.3561559247320831,0.5,0.5
2018-03-16,0.0071146005525384,0.0,1.513732162032983,1.2128317883326782,1.0,0.0,0,0.0035573002762692,1.3609801785777966,0.5,0.5
2018-03-19,-0.0022439750410312,0.0,1.510335384842575,1.2128317883326782,1.0,0.0,0,-0.0011219875205156,1.3594531758017632,0.5,0.5
2018-03-20,-0.0005892634340605,0.0,1.5094453994271195,1.2128317883326782,1.0,0.0,0,-0.00029463171703025,1.3590526377783545,0.5,0.5
2018-03-21,-0.0034356943608063,0.0,1.5042594063803627,1.2128317883326782,1.0,0.0,0,-0.00171784718040315,1.3567179930365276,0.5,0.5
2018-03-22,0.0091739495488449,0.0,1.5180594062828716,1.2128317883326782,1.0,0.0,0,0.00458697477442245,1.3629412242465913,0.5,0.5
2018-03-23,-0.0255089767628259,0.0,1.4793352641634123,1.2128317883326782,1.0,0.0,0,-0.01275448838141295,1.3455576062373895,0.5,0.5
2018-03-26,-0.0005,0.0,1.4785955965313309,1.2128317883326782,0.0,0.0,0,-0.00025,1.3452212168358302,0.0,0.0
2018-03-27,0.0161694622119272,0.0,1.5025036921561663,1.2128317883326782,1.0,0.0,0,0.0080847311059636,1.3560969686519848,0.5,0.5
2018-03-28,0.0115044729062181,0.0,1.5197892051740696,1.2128317883326782,1.0,0.0,0,0.00575223645310905,1.3638975590690154,0.5,0.5
2018-03-29,-0.0059838044480868,0.0,1.5106950837679944,1.2128317883326782,1.0,0.0,0,-0.0029919022240434,1.3598169109286695,0.5,0.5
2018-03-30,0.0159527489073736,0.0,1.534794823114949,1.2128317883326782,1.0,0.0,0,0.0079763744536868,1.3706633197986922,0.5,0.5
2018-04-02,0.0084682166347709,0.0,1.5477917981670113,1.2128317883326782,1.0,0.0,0,0.00423410831738545,1.376466856761387,0.5,0.5
2018-04-03,-0.0034351630460691,0.0,1.542474880978939,1.2128317883326782,1.0,0.0,0,-0.00171758152303455,1.3741026627211441,0.5,0.5
2018-04-04,-0.006998138270051,0.0,1.531680428483768,1.2128317883326782,1.0,0.0,0,-0.0034990691350255,1.3692945825056602,0.5,0.5
2018-04-09,0.0019515040941182,0.0,1.5346695091108349,1.2128317883326782,1.0,0.0,0,0.0009757520470591,1.370630674497567,0.5,0.5
2018-04-10,-0.0185938934562938,0.0,1.5061340277678053,1.2128317883326782,1.0,0.0,0,-0.0092969467281469,1.357887994132799,0.5,0.5
2018-04-11,0.0029558624847036,0.0,1.5105859528374197,1.2128317883326782,1.0,0.0,0,0.0014779312423518,1.3598948592229423,0.5,0.5
2018-04-12,0.0053760172543446,0.0,1.5187068889840445,1.2128317883326782,1.0,0.0,0,0.0026880086271723,1.3635502683365808,0.5,0.5
2018-04-13,0.0062083670241204,0.0,1.5281355787529174,1.2128317883326782,1.0,0.0,0,0.0031041835120602,1.3677829785974165,0.5,0.5
2018-04-16,0.0076435254441009,0.0,1.5398159219311514,1.2128317883326782,0.5,0.0,0,0.00382176272205045,1.3730103205968753,0.25,0.25
2018-04-17,-0.0073623911721139,0.0,1.528479194780845,1.2128317883326782,1.0,0.0,0,-0.00368119558605695,1.3679560010650835,0.5,0.5
2018-04-18,0.0099623460706774,0.0,1.5437064334810822,1.2128317883326782,1.0,0.0,0,0.0049811730353387,1.3747700266111185,0.5,0.5
2018-04-19,-0.0096088184294123,0.0,1.5288732386534467,1.2128317883326782,1.0,0.0,0,-0.00480440921470615,1.3681650688271663,0.5,0.5
2018-04-20,-0.007864462806535,0.0,1.51684947193215,1.2128317883326782,1.0,0.0,0,-0.0039322314032675,1.3627851271786704,0.5,0.5
2018-04-23,-0.0120644452421433,0.0,1.4985495245374505,1.2128317883326782,1.0,0.0,0,-0.00603222262107165,1.3545645039068432,0.5,0.5
2018-04-24,0.000324845178489,0.0,1.4990363211252231,1.2128317883326782,0.5,0.0,0,0.0001624225892445,1.3547845157808664,0.25,0.25
2018-04-25,0.0038638746588284,0.0,1.5048284095790825,1.2128317883326782,0.5,0.0,0,0.0019319373294142,1.3574018745602159,0.25,0.25
2018-04-26,-0.00025,-0.0,1.5044522024766878,1.2128317883326782,0.0,0.0,1,-0.000125,1.3572321993258958,0.0,0.0
2018-04-27,0.0,-0.0,1.5044522024766878,1.2128317883326782,0.0,0.0,1,0.0,1.3572321993258958,0.0,0.0
2018-05-02,0.0,0.0,1.5044522024766878,1.2128317883326782,0.0,0.0,1,0.0,1.3572321993258958,0.0,0.0
2018-05-03,0.0,-0.0,1.5044522024766878,1.2128317883326782,0.0,0.0,1,0.0,1.3572321993258958,0.0,0.0
2018-05-04,0.0,-0.0,1.5044522024766878,1.2128317883326782,0.0,0.0,1,0.0,1.3572321993258958,0.0,0.0
2018-05-07,0.0,-0.0,1.5044522024766878,1.2128317883326782,0.0,0.0,1,0.0,1.3572321993258958,0.0,0.0
2018-05-08,0.0,0.0063226425782345,1.5044522024766878,1.220500090237827,0.0,1.0,0,0.00316132128911725,1.3615228463719002,0.5,-0.5
2018-05-09,0.0,-0.0013362886951614,1.5044522024766878,1.2188691497647983,0.0,1.0,0,-0.0006681443475807,1.360613152577995,0.5,-0.5
2018-05-10,0.0,0.0012921967650498,1.5044522024766878,1.2204441685371437,0.0,1.0,0,0.0006460983825249,1.3614922425351177,0.5,-0.5
2018-05-11,0.0,0.0047656449809527,1.5044522024766878,1.2262603721634655,0.0,1.0,0,0.00238282249047635,1.3647364368712394,0.5,-0.5
2018-05-14,0.0,0.0163083508993586,1.5044522024766878,1.2462586566066858,0.0,1.0,0,0.0081541754496793,1.3758647372200574,0.5,-0.5
2018-05-15,0.0,-0.0066695620069942,1.5044522024766878,1.2379466572196942,0.0,1.0,0,-0.0033347810034971,1.3712765296309946,0.5,-0.5
2018-05-16,0.0,-0.002200875004495,1.5044522024766878,1.2352220913649212,0.0,1.0,0,-0.0011004375022475,1.3697675255118367,0.5,-0.5
2018-05-17,0.0,-0.0026690812541598,1.5044522024766878,1.2319251832361349,0.0,1.0,0,-0.0013345406270799,1.3679395150993863,0.5,-0.5
2018-05-18,0.0,0.0055919192439732,1.5044522024766878,1.2388140093754083,0.0,1.0,0,0.0027959596219866,1.371764218748924,0.5,-0.5
2018-05-21,0.0,-0.0067984500989957,1.5044522024766878,1.2303919941507329,0.0,1.0,0,-0.00339922504949785,1.367101283454548,0.5,-0.5
