date,position,asset_return,base_weight,return_1x,nav_1x,scale_15,weight_15,return_15,nav_15,scale_16,weight_16,return_16,nav_16,scale_17,weight_17,return_17,nav_17,scale_18,weight_18,return_18,nav_18,scale_19,weight_19,return_19,nav_19,scale_20,weight_20,return_20,nav_20
2018-05-04,513030.SH,-0.0036663611365719,1.0,-0.0036663611365719,2.3787615537040825,1.043266009981298,1.043266009981298,-0.003824989954101863,2.058515578833644,1.1128170773133845,1.1128170773133845,-0.00407998928437532,2.1041871305454576,1.1823681446454712,1.1823681446454712,-0.004334988614648779,2.1459583420591923,1.2519192119775575,1.2519192119775575,-0.004589987944922235,2.173474093793325,1.3214702793096442,1.3214702793096442,-0.004844987275195694,2.2023104359047694,1.3910213466417307,1.3910213466417307,-0.0050999866054691504,2.2361490677235016
2018-05-07,513030.SH,0.0082796688132475,1.0,0.0082796688132475,2.3984569115544385,1.0421083783022242,1.0421083783022242,0.008628312239852854,2.076277093998422,1.1115822701890392,1.1115822701890392,0.009203533055843044,2.1235530863571124,1.1810561620758544,1.1810561620758544,0.009778753871833235,2.1669431405053965,1.2505300539626691,1.2505300539626691,0.010353974687823423,2.1959781895451007,1.320003945849484,1.320003945849484,0.010929195503813615,2.2263799172188614,1.3894778377362993,1.3894778377362993,0.011504416319803807,2.2618746575517337
2018-05-08,159941.SZ,0.0045620437956204,1.0,0.0045620437956204,2.4093987770268583,1.0416751768378685,1.0416751768378685,0.004752167777544981,2.086143911101776,1.1111201886270599,1.1111201886270599,0.005068978962714648,2.1343173322780644,1.180565200416251,1.180565200416251,0.005385790147884312,2.1786138415225555,1.2500102122054422,1.2500102122054422,0.0057026013330539775,2.2085009776961577,1.3194552239946336,1.3194552239946336,0.006019412518223644,2.23978141636289,1.3889002357838247,1.3889002357838247,0.006336223703393308,2.2762064013710175
2018-05-09,159941.SZ,0.0077793493635078,1.0,0.0077793493635078,2.428142331869359,1.0401707270762206,1.0401707270762206,0.008091851483619843,2.1030246778038695,1.1095154422146354,1.1095154422146354,0.008631308249194499,2.152739283074555,1.1788601573530502,1.1788601573530502,0.009170765014769156,2.1985933971210825,1.2482048724914647,1.2482048724914647,0.00971022178034381,2.2299460119916934,1.3175495876298795,1.3175495876298795,0.010249678545918467,2.262738455893732,1.3868943027682943,1.3868943027682943,0.010789135311493125,2.300764700232296
2018-05-10,159941.SZ,0.0105263157894737,1.0,0.0105263157894737,2.453701724836405,1.0394534609282915,1.0394534609282915,0.010941615378192559,2.1260351649592466,1.108750358323511,1.108750358323511,0.011671056403405397,2.1778640246691445,1.1780472557187305,1.1780472557187305,0.012400497428618233,2.2258570488886598,1.2473441531139497,1.2473441531139497,0.013129938453831069,2.25922506588451,1.3166410505091692,1.3166410505091692,0.013859379479043907,2.2940986068157887,1.3859379479043887,1.3859379479043887,0.014588820504256745,2.3343301434665156
2018-05-11,159941.SZ,0.0173611111111111,1.0,0.0173611111111111,2.496300713114815,1.0340740855302821,1.0340740855302821,0.01795267509601183,2.1642031835184556,1.1030123578989677,1.1030123578989677,0.019149520102412623,2.2195690755898676,1.1719506302676532,1.1719506302676532,0.02034636510881341,2.2711451490853745,1.2408889026363386,1.2408889026363386,0.0215432101152142,2.3078960261764188,1.309827175005024,1.309827175005024,0.022740055121614988,2.3462665355892,1.3787654473737097,1.3787654473737097,0.02393690012801578,2.3902067709764907
2018-05-14,159941.SZ,0.0006825938566552,1.0,0.0006825938566552,2.4980046726459513,1.0226943603643563,1.0226943603643563,0.0006980848876206289,2.16571398105461,1.0908739843886468,1.0908739843886468,0.0007446238801286708,2.221221819727147,1.1590536084129375,1.1590536084129375,0.000791162872636713,2.2729419948057,1.2272332324372277,1.2272332324372277,0.0008377018651447547,2.3098293549821065,1.2954128564615182,1.2954128564615182,0.0008842408576527968,2.3483412003229116,1.3635924804858086,1.3635924804858086,0.0009307798501608387,2.3924315272766337
2018-05-15,159941.SZ,0.0040927694406549,1.0,0.0040927694406549,2.5082284298327697,1.0229186657098528,1.0229186657098528,0.004186570255292771,2.174780894789165,1.091113243423843,1.091113243423843,0.004465674938978956,2.2311410743414153,1.1593078211378334,1.1593078211378334,0.004744779622665141,2.283726603666154,1.2275023988518234,1.2275023988518234,0.0050238843063513255,2.3214336704289504,1.2956969765658135,1.2956969765658135,0.00530298899003751,2.3607944278530755,1.3638915542798038,1.3638915542798038,0.005582093673723695,2.4057863041698617
2018-05-16,159941.SZ,-0.0081521739130434,1.0,-0.0081521739130434,2.4877809154591333,1.0226366445819017,1.0226366445819017,-0.008336711776482814,2.156650373292307,1.0908124208873617,1.0908124208873617,-0.008892492561581668,2.211300668933995,1.158988197192822,1.158988197192822,-0.009448273346680523,2.26214933046563,1.227163973498282,1.227163973498282,-0.010004054131779377,2.298209922326644,1.2953397498037422,1.2953397498037422,-0.010559834916878232,2.335864828422261,1.3635155261092022,1.3635155261092022,-0.011115615701977085,2.37904450815163
2018-05-17,159941.SZ,0.0061643835616438,1.0,0.0061643835616438,2.5031165512393607,1.0172629303457184,1.0172629303457184,0.006270798885692748,2.170174294049977,1.085080459035433,1.085080459035433,0.006688852144738932,2.226091732156057,1.1528979877251475,1.1528979877251475,0.007106905403785115,2.278226211766485,1.220715516414862,1.220715516414862,0.007524958662831298,2.3155038569906603,1.2885330451045767,1.2885330451045767,0.007943011921877482,2.3544186306023134,1.3563505737942914,1.3563505737942914,0.008361065180923666,2.398935854352604
2018-05-18,159941.SZ,-0.0020422055820287,1.0,-0.0020422055820287,2.4980046726459513,1.0300386404176136,1.0300386404176136,-0.0021035506611661037,2.1656092224788828,1.0987078831121213,1.0987078831121213,-0.0022437873719105108,2.2210968556387307,1.167377125806629,1.167377125806629,-0.002384024082654918,2.272794865611898,1.2360463685011365,1.2360463685011365,-0.0025242607933993245,2.309658921387494,1.304715611195644,1.304715611195644,-0.002664497504143731,2.348145288037364,1.3733848538901516,1.3733848538901516,-0.0028047342148881382,2.392207476882579
2018-05-21,159941.SZ,0.0088676671214189,1.0,0.0088676671214189,2.5201561465507245,1.0303130622389987,1.0303130622389987,0.009136473266785194,2.1853952532463645,1.0990005997215986,1.0990005997215986,0.009745571484570873,2.2427427138195135,1.1676881372041987,1.1676881372041987,0.010354669702356555,2.2963289057465213,1.2363756746867984,1.2363756746867984,0.010963767920142233,2.3349814857762725,1.3050632121693984,1.3050632121693984,0.011572866137927912,2.3753200591282266,1.3737507496519983,1.3737507496519983,0.012181964355713592,2.4213492630974343
2018-05-22,159941.SZ,-0.0081135902636917,1.0,-0.0081135902636917,2.4997086321770876,1.02480074523415,1.02480074523415,-0.0083148133487558,2.167224099622364,1.0931207949164268,1.0931207949164268,-0.008869134238672853,2.2228515276278427,1.1614408445987037,1.1614408445987037,-0.009423455128589909,2.274689553342735,1.2297608942809801,1.2297608942809801,-0.009977776018506959,2.3116835635038364,1.2980809439632568,1.2980809439632568,-0.010532096908424013,2.3503029580769645,1.3664009936455337,1.3664009936455337,-0.011086417798341068,2.394505173531031
2018-05-23,159941.SZ,-0.0129516019086571,1.0,-0.0129516019086571,2.4673334010854964,1.020086648128841,1.020086648128841,-0.013211756178901121,2.1385912632331148,1.088092424670764,1.088092424670764,-0.014092539924161197,2.1915259037292647,1.1560982012126868,1.1560982012126868,-0.014973323669421274,2.240629890413083,1.2241039777546094,1.2241039777546094,-0.015854107414681348,2.2750338839792934,1.292109754296532,1.292109754296532,-0.01673489115994142,2.310970893880658,1.360115530838455,1.360115530838455,-0.0176156749052015,2.352324348835285
2018-05-24,159941.SZ,0.0069060773480662,1.0,0.0069060773480662,2.48437299639686,1.0096965046605053,1.0096965046605053,0.006973042159257534,2.153503750273059,1.0770096049712057,1.0770096049712057,0.00743791163654137,2.2078262797503942,1.144322705281906,1.144322705281906,0.007902781113825206,2.258337097994112,1.2116358055926064,1.2116358055926064,0.008367650591109041,2.2940705726033657,1.2789489059033068,1.2789489059033068,0.008832520068392876,2.331382590678331,1.3462620062140072,1.3462620062140072,0.009297389545676712,2.374194824644187
2018-05-25,159941.SZ,0.0013717421124828,1.0,0.0013717421124828,2.487780915459133,1.007222131751491,1.007222131751491,0.0013816490147482191,2.1564791366078806,1.074370273868257,1.074370273868257,0.0014737589490647672,2.2110800834881568,1.1415184159850231,1.1415184159850231,0.0015658688833813154,2.2618733577840464,1.2086665581017892,1.2086665581017892,0.0016579788176978633,2.297874093019046,1.2758147002185554,1.2758147002185554,0.0017500887520144114,2.3354627171269193,1.3429628423353215,1.3429628423353215,0.0018421986863309593,2.3785685632312403
2018-05-28,159941.SZ,0.0136986301369863,1.0,0.0136986301369863,2.521860106081861,1.007185028137102,1.007185028137102,0.013797055179960301,2.1862321982500923,1.0743306966795754,1.0743306966795754,0.014716858858624319,2.2436202370019673,1.141476365222049,1.141476365222049,0.01563666253728834,2.297241508181799,1.2086220337645222,1.2086220337645222,0.01655646621595236,2.3359187678086277,1.2757677023069958,1.2757677023069958,0.01747626989461638,2.3762778939002436,1.3429133708494694,1.3429133708494694,0.0183960735732804,2.4223248855195343
2018-05-29,159941.SZ,-0.0054054054054054,1.0,-0.0054054054054054,2.5082284298327697,0.9951698188383195,0.9951698188383195,-0.005379296318044964,2.174471807435654,1.0615144734275408,1.0615144734275408,-0.005737916072581295,2.230746532383305,1.1278591280167622,1.1278591280167622,-0.006096535827117627,2.2832362930236267,1.1942037826059833,1.1942037826059833,-0.0064551555816539565,2.3208400487363177,1.2605484371952047,1.2605484371952047,-0.0068137753361902885,2.360086470194852,1.326893091784426,1.326893091784426,-0.007172395090726619,2.404951014402489
2018-05-30,159941.SZ,-0.0067934782608696,1.0,-0.0067934782608696,2.4911888345214055,0.9987724523793541,0.9987724523793541,-0.00678513894279456,2.1597177140950135,1.0653572825379778,1.0653572825379778,-0.007237481538980864,2.214601545537035,1.1319421126966014,1.1319421126966014,-0.007689824135167168,2.265678607471244,1.1985269428552248,1.1985269428552248,-0.00814216673135347,2.301943382102704,1.2651117730138486,1.2651117730138486,-0.008594509327539777,2.3398026850129616,1.3316966031724722,1.3316966031724722,-0.00904685192372608,2.383193778691375
2018-05-31,159941.SZ,0.0102599179206566,1.0,0.0102599179206566,2.5167482274884514,1.005053849933491,1.005053849933491,0.010311770006157532,2.1819882264409856,1.072057439929057,1.072057439929057,0.010999221339901367,2.2389604381160844,1.139061029924623,1.139061029924623,0.011686672673645204,2.2921568517404407,1.2060646199201892,1.2060646199201892,0.012374124007389041,2.330427914970832,1.2730682099157553,1.2730682099157553,0.013061575341132876,2.3703641940666436,1.3400717999113214,1.3400717999113214,0.013749026674876713,2.4159603735260027
2018-06-01,159941.SZ,-0.000677048070413,1.0,-0.000677048070413,2.515044267957315,0.9991382672139001,0.9991382672139001,-0.0006764646358929594,2.1805121885698635,1.06574748502816,1.06574748502816,-0.0007215622782858233,2.2373448887213656,1.1323567028424202,1.1323567028424202,-0.0007666599206786873,2.2903995469503022,1.19896592065668,1.19896592065668,-0.0008117575630715513,2.3285361724856615,1.2655751384709402,1.2655751384709402,-0.0008568552054644152,2.368333135168111,1.3321843562852003,1.3321843562852003,-0.0009019528478572793,2.4137812911867904
2018-06-04,159941.SZ,0.0237127371273713,1.0,0.0237127371273713,2.574682851547089,1.0041961544914355,1.0041961544914355,0.02381223943577255,2.2324350668967092,1.0711425647908646,1.0711425647908646,0.025399722064824052,2.294172827058043,1.1380889750902938,1.1380889750902938,0.02698720469387556,2.35221102835461,1.2050353853897227,1.2050353853897227,0.028574687322927058,2.395073365534565,1.2719817956891517,1.2719817956891517,0.03016216995197856,2.439767201693954,1.338928205988581,1.338928205988581,0.03174965258103007,2.4904180085885614
2018-06-05,159941.SZ,0.0092653871608205,1.0,0.0092653871608205,2.5985382849829985,0.9726951553095791,0.9726951553095791,0.009012397203397676,2.2525546584503764,1.0375414989968843,1.0375414989968843,0.009613223683624187,2.3162272236134442,1.1023878426841898,1.1023878426841898,0.010214050163850701,2.376236629794187,1.1672341863714948,1.1672341863714948,0.01081487664407721,2.420975788536336,1.2320805300588002,1.2320805300588002,0.011415703124303723,2.467618859760905,1.2969268737461055,1.2969268737461055,0.012016529604530235,2.520344190316421
2018-06-06,159941.SZ,0.0072131147540983,1.0,0.0072131147540983,2.6172818398254987,0.9769428099279567,0.9769428099279567,0.007046800596201596,2.2684279619605214,1.0420723305898205,1.0420723305898205,0.007516587302615035,2.3336373477524286,1.1072018512516844,1.1072018512516844,0.007986374009028475,2.3952141442536767,1.172331371913548,1.172331371913548,0.008456160715441915,2.441447948892393,1.2374608925754118,1.2374608925754118,0.008925947421855355,2.489644695960309,1.3025904132372756,1.3025904132372756,0.009395734128268794,2.544024674240361
2018-06-07,159941.SZ,0.0026041666666667,1.0,0.0026041666666667,2.6240976779500444,0.9745915710233328,0.9745915710233328,0.002537998882873295,2.274185229593856,1.0395643424248884,1.0395643424248884,0.0027071988083981814,2.3399549679994975,1.104537113826444,1.104537113826444,0.0028763987339230678,2.402103735185683,1.1695098852279995,1.1695098852279995,0.003045598659447954,2.4488836194926513,1.234482656629555,1.234482656629555,0.0032147985849728406,2.4976484022059675,1.2994554280311106,1.2994554280311106,0.003383998510497727,2.55263364994866
2018-06-08,159941.SZ,-0.0129870129870129,1.0,-0.0129870129870129,2.590018487327317,0.9748171075480384,0.9748171075480384,-0.012659962435688725,2.2453941300154,1.0398049147179078,1.0398049147179078,-0.01350395993140131,2.308356309870349,1.1047927218877769,1.1047927218877769,-0.014347957427113889,2.3676384530577272,1.1697805290576462,1.1697805290576462,-0.015191954922826472,2.411680289934071,1.2347683362275155,1.2347683362275155,-0.016035952418539053,2.4575962312699526,1.2997561433973848,1.2997561433973848,-0.016879949914251638,2.509545321788093
2018-06-11,159941.SZ,0.0085526315789472,1.0,0.0085526315789472,2.6121699612320897,0.9624485674248175,0.9624485674248175,0.00823146801086999,2.2638770199684166,1.0266118052531388,1.0266118052531388,0.008780232544927989,2.3286242150675625,1.09077504308146,1.09077504308146,0.009328997078985988,2.389726145270398,1.154938280909781,1.154938280909781,0.009877761613043986,2.4355022929249164,1.2191015187381022,1.2191015187381022,0.010426526147101985,2.4832204226343078,1.2832647565664235,1.2832647565664235,0.010975290681159985,2.537088311172263
2018-06-12,159941.SZ,0.0013046314416178,1.0,0.0013046314416178,2.615577880294363,0.9589327223245132,0.9589327223245132,0.0012510537799407112,2.2667092518715686,1.0228615704794808,1.0228615704794808,0.001334457365270092,2.3317316648023056,1.0867904186344484,1.0867904186344484,0.0014178609505994726,2.3931144446544033,1.150719266789416,1.150719266789416,0.0015012645359288534,2.439158626144458,1.2146481149443835,1.2146481149443835,0.0015846681212582342,2.4871555028761136,1.278576963099351,1.278576963099351,0.001668071706587615,2.5413203564012434
2018-06-13,159941.SZ,0.0071661237785016,1.0,0.0071661237785016,2.6343214351368633,0.9589929446959822,0.9589929446959822,0.006872262144401148,2.282286672055569,1.0229258076757144,1.0229258076757144,0.007330412954027891,2.3488242208032895,1.0868586706554466,1.0868586706554466,0.007788563763654635,2.411753369100317,1.1507915336351786,1.1507915336351786,0.008246714573281378,2.4592736711332286,1.2147243966149108,1.2147243966149108,0.008704865382908121,2.5088058567150093,1.278657259594643,1.278657259594643,0.009163016192534864,2.5646065159773666
2018-06-14,159941.SZ,-0.001293661060802,1.0,-0.001293661060802,2.6309135160745907,0.9567850557754694,0.9567850557754694,-0.0012377555702139944,2.2794617590144073,1.0205707261605006,1.0205707261605006,-0.0013202726082282607,2.3457231325230197,1.084356396545532,1.084356396545532,-0.0014027896462425271,2.4083701864448526,1.1481420669305633,1.1481420669305633,-0.0014853066842567934,2.4556208955110774,1.2119277373155946,1.2119277373155946,-0.0015678237222710595,2.504872491378279,1.275713407700626,1.275713407700626,-0.0016503407602853262,2.560374041309956
2018-06-15,159941.SZ,0.0233160621761658,1.0,0.0233160621761658,2.692256059195501,0.9565055610303383,0.9565055610303383,0.02230194313283172,2.330298185537411,1.0202725984323608,1.0202725984323608,0.023788739341687164,2.4015249286903755,1.0840396358343836,1.0840396358343836,0.025275535550542617,2.4692430327112063,1.147806673236406,1.147806673236406,0.026762331759398066,2.5213390365920554,1.2115737106384286,1.2115737106384286,0.02824912796825351,2.575632954931382,1.2753407480404513,1.2753407480404513,0.029735924177108963,2.6365091296673864
2018-06-19,159941.SZ,-0.0284810126582278,1.0,-0.0284810126582278,2.6155778802943632,0.9281014321020223,0.9281014321020223,-0.026433268635817048,2.2687007875975436,0.9899748609088239,0.9899748609088239,-0.028195486544871518,2.3338127648763125,1.0518482897156254,1.0518482897156254,-0.02995770445392599,2.395270179712328,1.1137217185224269,1.1137217185224269,-0.031719922362980456,2.441362358100603,1.1755951473292283,1.1755951473292283,-0.03348214027203492,2.489395251045094,1.23746857613603,1.23746857613603,-0.035244358181089404,2.5435870575536765
2018-06-20,159941.SZ,0.0123778501628666,1.0,0.0123778501628666,2.6479531113859553,0.8824230069870429,0.8824230069870429,0.010922499760751804,2.2934806714072953,0.9412512074528459,0.9412512074528459,0.011650666411468592,2.3610032388667137,1.0000794079186488,1.0000794079186488,0.012378833062185379,2.424920829405818,1.0589076083844515,1.0589076083844515,0.013106999712902166,2.4733612938273177,1.1177358088502545,1.1177358088502545,0.013835166363618952,2.523836448488106,1.1765640093160572,1.1765640093160572,0.014563333014335739,2.5806301629237853
2018-06-21,159941.SZ,0.0193050193050192,1.0,0.0193050193050192,2.699071897320047,0.8764492966136526,0.8764492966136526,0.016919870590997064,2.3322860675704598,0.9348792497212295,0.9348792497212295,0.0180478619637302,2.4036142994176997,0.9933092028288064,0.9933092028288064,0.01917585333646334,2.4714207555830394,1.0517391559363831,1.0517391559363831,0.020303844709196474,2.523580037446925,1.11016910904396,1.11016910904396,0.021431836081929615,2.5779268975497027,1.168599062151537,1.168599062151537,0.022559827454662753,2.6388487341236444
2018-06-22,159941.SZ,-0.004419191919192,1.0,-0.004419191919192,2.687144180602092,0.8616673306112177,0.8616673306112177,-0.0038078733044688345,2.3234050177153733,0.9191118193186323,0.9191118193186323,-0.004061731524766757,2.3938514634443746,0.9765563080260469,0.9765563080260469,-0.00431558974506468,2.4607551175145055,1.0340007967334612,1.0340007967334612,-0.004569447965362601,2.5120486697793836,1.0914452854408758,1.0914452854408758,-0.004823306185660524,2.5654927667985707,1.1488897741482904,1.1488897741482904,-0.005077164405958447,2.6254508652580433
2018-06-25,159941.SZ,-0.0012682308180088,1.0,-0.0012682308180088,2.6837362615398193,0.8602375762672547,0.8602375762672547,-0.001090979805031328,2.3208702297621375,0.917586748018405,0.917586748018405,-0.0011637117920334165,2.3910657102679878,0.9749359197695554,0.9749359197695554,-0.001236443779035505,2.457712532157725,1.0322850915207056,1.0322850915207056,-0.0013091757660375935,2.5087599565378014,1.089634263271856,1.089634263271856,-0.0013819077530396822,2.5619474924537644,1.1469834350230064,1.1469834350230064,-0.0014546397400417707,2.621631780093912
2018-06-26,159941.SZ,-0.0234920634920634,1.0,-0.0234920634920634,2.6206897588877727,0.8600104616974243,0.8600104616974243,-0.020203420370034652,2.273980712885954,0.9173444924772527,0.9173444924772527,-0.021550315061370298,2.3395374908792737,0.974678523257081,0.974678523257081,-0.02289720975270594,2.4014377727970553,1.0320125540369092,1.0320125540369092,-0.02424410444404158,2.4479373181264696,1.0893465848167376,1.0893465848167376,-0.02559099913537723,2.4963846963894984,1.1466806155965659,1.1466806155965659,-0.026937893826712873,2.551010541549006
2018-06-27,159941.SZ,0.0,1.0,0.0,2.6206897588877727,0.8341024415268088,0.8341024415268088,0.0,2.273980712885954,0.8897092709619294,0.8897092709619294,0.0,2.3395374908792737,0.9453161003970502,0.9453161003970502,0.0,2.4014377727970553,1.0009229298321707,1.0009229298321707,0.0,2.4479373181264696,1.0565297592672913,1.0565297592672913,0.0,2.4963846963894984,1.112136588702412,1.112136588702412,0.0,2.551010541549006
2018-06-28,159941.SZ,-0.0045513654096229,1.0,-0.0045513654096229,2.608762042169818,0.8341024415268088,0.8341024415268088,-0.003796305000447125,2.265347988534705,0.8897092709619294,0.8897092709619294,-0.004049392000476933,2.3300637864788913,0.9453161003970502,0.9453161003970502,-0.004302479000506743,2.391105637208572,1.0009229298321707,1.0009229298321707,-0.0045555660005365504,2.436785578108568,1.0565297592672913,1.0565297592672913,-0.004808653000566359,2.484380448628637,1.112136588702412,1.112136588702412,-0.0050617400005961675,2.538097989448905
2018-06-29,159941.SZ,0.0222077073807969,1.0,0.0222077073807969,2.6666966662284555,0.8328768837957942,0.8328768837957942,0.018496286119566982,2.3072485130910283,0.8884020093821805,0.8884020093821805,0.019729371860871446,2.376034481381884,0.9439271349685668,0.9439271349685668,0.020962457602175914,2.4412290877508807,0.999452260554953,0.999452260554953,0.022195543343480378,2.490871358026245,1.0549773861413394,1.0549773861413394,0.023428629084784845,2.542586076665049,1.1105025117277256,1.1105025117277256,0.02466171482608931,2.6006918382653645
2018-07-02,159941.SZ,-0.0063897763578274,1.0,-0.0063897763578274,2.6496570709170917,0.8155636604812314,0.8155636604812314,-0.005211269396046146,2.2952248195256844,0.8699345711799802,0.8699345711799802,-0.005558687355782555,2.362826848553323,0.924305481878729,0.924305481878729,-0.005906105315518965,2.4268109316593156,0.9786763925774776,0.9786763925774776,-0.006253523275255374,2.4752946360131607,1.0330473032762264,1.0330473032762264,-0.006600941234991784,2.525802615388075,1.0874182139749753,1.0874182139749753,-0.006948359194728194,2.5826212972182985
2018-07-03,159941.SZ,0.0102893890675241,1.0,0.0102893890675241,2.6769204234152744,0.8134126587198951,0.8134126587198951,0.008369519318018201,2.3144347479918994,0.8676401693012215,0.8676401693012215,0.008927487272552747,2.3839209551710283,0.9218676798825478,0.9218676798825478,0.009485455227087294,2.4498303380961763,0.976095190463874,0.976095190463874,0.01004342318162184,2.500155067541839,1.0303227010452005,1.0303227010452005,0.010601391136156388,2.5525796368465308,1.0845502116265269,1.0845502116265269,0.011159359090690935,2.6114416956692232
2018-07-04,159941.SZ,0.0006365372374284,1.0,0.0006365372374284,2.6786243829464107,0.8104326647008961,0.8104326647008961,0.0005158705695104453,2.315628696763441,0.8644615090142892,0.8644615090142892,0.0005502619408111416,2.385232736142561,0.9184903533276824,0.9184903533276824,0.000584653312111838,2.4512626395174566,0.9725191976410753,0.9725191976410753,0.0006190446834125343,2.5017027752441074,1.0265480419544684,1.0265480419544684,0.0006534360547132306,2.554247584413773,1.0805768862678615,1.0805768862678615,0.000687827426013927,2.613237916888941
2018-07-05,159941.SZ,-0.0012722646310432,1.0,-0.0012722646310432,2.675216463884138,0.8104815109316551,0.8104815109316551,-0.0010311469604727976,2.3132409432711896,0.8645136116604322,0.8645136116604322,-0.001099890091170984,2.382609242290941,0.9185457123892092,0.9185457123892092,-0.0011686332218691707,2.44839801256139,0.9725778131179862,0.9725778131179862,-0.0012373763525673571,2.4986072273888684,1.0266099138467633,1.0266099138467633,-0.0013061194832655436,2.5509114318786863,1.0806420145755402,1.0806420145755402,-0.00137486261396373,2.609645073775618
2018-07-06,159941.SZ,0.0127388535031847,1.0,0.0127388535031847,2.709295654506866,0.8105344656475346,0.8105344656475346,0.010325279817166036,2.3371258032949895,0.8645700966907036,0.8645700966907036,0.011013631804977105,2.4088504232206693,0.9186057277338727,0.9186057277338727,0.011701983792788176,2.4770491264226777,0.9726413587770416,0.9726413587770416,0.012390335780599244,2.5295658099200486,1.0266769898202106,1.0266769898202106,0.013078687768410313,2.5842740060210962,1.0807126208633797,1.0807126208633797,0.013767039756221384,2.645572161255914
2018-07-09,159941.SZ,0.0106918238993709,1.0,0.0106918238993709,2.7382629665361846,0.8706762687023177,0.8706762687023177,0.00930911733832652,2.3588823816322932,0.9287213532824723,0.9287213532824723,0.009929725160881623,2.432769645876924,0.9867664378626269,0.9867664378626269,0.010550332983436723,2.5031828195227677,1.0448115224427812,1.0448115224427812,0.011170940805991824,2.5578234398475264,1.1028566070229358,1.1028566070229358,0.011791548628546925,2.6147465986325837,1.1609016916030903,1.1609016916030903,0.012412156451102028,2.678409416824102
2018-07-10,159941.SZ,0.0093341630367145,1.0,0.0093341630367145,2.763822359503231,0.872503960030722,0.872503960030722,0.008144094213105791,2.3780933419859416,0.9306708906994368,0.9306708906994368,0.008687033827312843,2.4539031980847166,0.9888378213681516,0.9888378213681516,0.009229973441519896,2.526287130466232,1.0470047520368664,1.0470047520368664,0.00977291305572695,2.5828208259370564,1.105171682705581,1.105171682705581,0.010315852669934001,2.6417199393132886,1.163338613374296,1.163338613374296,0.010858792284141055,2.707493708333282
2018-07-11,159941.SZ,0.0061652281134401,1.0,0.0061652281134401,2.7808619548145947,0.8713219295365464,0.8713219295365464,0.00537189845583559,2.3908682179375886,0.9294100581723163,0.9294100581723163,0.0057300250195579635,2.4679641248053152,0.9874981868080861,0.9874981868080861,0.006088151583280336,2.5416675494594005,1.0455863154438558,1.0455863154438558,0.006446278147002709,2.599470407384918,1.1036744440796256,1.1036744440796256,0.006804404710725081,2.659695270912769,1.1617625727153953,1.1617625727153953,0.007162531274447454,2.726886216694589
2018-07-12,159941.SZ,0.0030637254901961,1.0,0.0030637254901961,2.789381752470277,0.88215690146847,0.88215690146847,0.002702686585381361,2.3973299853976235,0.9409673615663681,0.9409673615663681,0.002882865691073452,2.475078933907517,0.9997778216642661,0.9997778216642661,0.003063044796765543,2.5494527910218796,1.058588281762164,1.058588281762164,0.003243223902457633,2.6079010719438798,1.117398741860062,1.117398741860062,0.0034234030081497237,2.668800479703973,1.17620920195796,1.17620920195796,0.0036035821138418146,2.736712775091551
2018-07-13,159941.SZ,0.0085522296884545,1.0,0.0085522296884545,2.813237185906187,0.8820499809329369,0.8820499809329369,0.007543494033635388,2.4154142298391257,0.9408533129951326,0.9408533129951326,0.008046393635877747,2.4949943932896055,0.9996566450573285,0.9996566450573285,0.008549293238120106,2.5712488105290694,1.0584599771195242,1.0584599771195242,0.009052192840362466,2.6315082953557036,1.1172633091817201,1.1172633091817201,0.009555092442604825,2.694301114998413,1.1760666412439158,1.1760666412439158,0.010057992044847183,2.7642386104124537
2018-07-16,159941.SZ,0.0072683222289522,1.0,0.0072683222289522,2.8336847002798238,0.8928953046721915,0.8928953046721915,0.006489850791075937,2.4310899077894232,0.9524216583170043,0.9524216583170043,0.006922507510480999,2.512266010715761,1.0119480119618172,1.0119480119618172,0.007355164229886062,2.59016076780641,1.07147436560663,1.07147436560663,0.007787820949291125,2.6520020107865085,1.1310007192514426,1.1310007192514426,0.008220477668696187,2.716449557147001,1.1905270728962554,1.1905270728962554,0.008653134388101249,2.7881579385891313
2018-07-17,159941.SZ,-0.0228502705953097,1.0,-0.0228502705953097,2.7689342380966404,0.8963285484359345,0.8963285484359345,-0.02048134987406226,2.3812979048126866,0.9560837849983301,0.9560837849983301,-0.021846773198999744,2.457381104964098,1.0158390215607258,1.0158390215607258,-0.023212196523937228,2.5300374470354954,1.0755942581231213,1.0755942581231213,-0.02457761984887471,2.5868221135269462,1.135349494685517,1.135349494685517,-0.025943043173812193,2.645976589006453,1.1951047312479126,1.1951047312479126,-0.02730846649874968,2.7120176209299474
2018-07-18,159941.SZ,0.008,1.0,0.008,2.7910857120014136,0.8752455046512027,0.8752455046512027,0.007001964037209621,2.3979716671040676,0.9335952049612829,0.9335952049612829,0.007468761639690263,2.4757346986949536,0.9919449052713631,0.9919449052713631,0.007935559242170905,2.550114709081356,1.0502946055814433,1.0502946055814433,0.008402356844651546,2.6085575160184358,1.1086443058915234,1.1086443058915234,0.008869154447132188,2.6694441640378472,1.1669940062016038,1.1669940062016038,0.009335952049612831,2.7373368873966544
