date,cyb_close_csindex,cyb_volume,cyb_amount,cyb_constituents,hs300_close_csindex,hs300_volume,hs300_amount,hs300_constituents,amount_ratio_cyb_hs300
2005-02-28,,,,,1039.99,12971046.0,8190101300.0,,
2005-03-01,,,,,1035.93,9962090.0,6288790700.0,,
2005-03-02,,,,,1021.32,14225135.0,8971307900.0,,
2005-03-03,,,,,1027.71,9203085.0,5582812000.0,,
2005-03-04,,,,,1023.67,8173641.0,5383868100.0,,
2005-03-07,,,,,1029.87,7932949.0,5316473200.0,,
2005-03-08,,,,,1048.99,14295793.0,9851274600.0,,
2005-03-09,,,,,1046.54,15327488.0,9877624300.0,,
2005-03-10,,,,,1022.41,13295953.0,8380547700.0,,
2005-03-11,,,,,1027.43,11476381.0,7654557000.0,,
2005-03-14,,,,,1031.03,14466089.0,10229428900.0,,
2005-03-15,,,,,1013.52,12007492.0,8091209200.0,,
2005-03-16,,,,,1003.07,10622782.0,7153745900.0,,
2005-03-17,,,,,992.86,9969011.0,6535061300.0,,
2005-03-18,,,,,978.66,9652059.0,6314991200.0,,
2005-03-21,,,,,981.89,7252564.0,4594520000.0,,
2005-03-22,,,,,964.02,11375717.0,6955307700.0,,
2005-03-23,,,,,959.01,10930053.0,7092055400.0,,
2005-03-24,,,,,964.8,9260714.0,6446642600.0,,
2005-03-25,,,,,962.96,7107322.0,4258127200.0,,
2005-03-28,,,,,960.7,6669246.0,4141656400.0,,
2005-03-29,,,,,955.19,7577378.0,4842151100.0,,
2005-03-30,,,,,937.03,8950164.0,5459378800.0,,
2005-03-31,,,,,942.2,7859445.0,4555322800.0,,
2005-04-01,,,,,978.15,16347504.0,10109402800.0,,
2005-04-04,,,,,962.17,11435093.0,7296500000.0,,
2005-04-05,,,,,955.6,9534536.0,6069514000.0,,
2005-04-06,,,,,973.67,14282421.0,9727656100.0,,
2005-04-07,,,,,984.73,20754211.0,13260560600.0,,
2005-04-08,,,,,1003.45,14762526.0,9151349808.0,,
2005-04-11,,,,,995.42,15936066.0,10436232248.0,,
2005-04-12,,,,,978.7,10226193.0,6479563495.0,,
2005-04-13,,,,,1000.9,16071687.0,10029602129.0,,
2005-04-14,,,,,986.97,12945710.0,7813424514.0,,
2005-04-15,,,,,974.08,10408955.0,6541675456.0,,
2005-04-18,,,,,963.77,8598400.0,5329138712.0,,
2005-04-19,,,,,965.89,9212623.0,5768907755.0,,
2005-04-20,,,,,950.87,8850705.0,5300003714.0,,
2005-04-21,,,,,943.98,9946145.0,6140646108.0,,
2005-04-22,,,,,939.1,10691884.0,6373550345.0,,
2005-04-25,,,,,930.07,11470478.0,6667303132.0,,
2005-04-26,,,,,937.08,11690471.0,7029373085.0,,
2005-04-27,,,,,926.6,10780611.0,6432845906.0,,
2005-04-28,,,,,942.07,14343486.0,8315813742.0,,
2005-04-29,,,,,932.4,11235419.0,6853192443.0,,
2005-05-09,,,,,909.17,8529115.0,4889696446.0,,
2005-05-10,,,,,913.08,10494331.0,5960910722.0,,
2005-05-11,,,,,901.85,9042047.0,5128333208.0,,
2005-05-12,,,,,885.82,10228720.0,6107327165.0,,
2005-05-13,,,,,887.54,11244906.0,6228419643.0,,
2005-05-16,,,,,875.27,8224288.0,4630088469.0,,
2005-05-17,,,,,881.46,8772273.0,4635198616.0,,
2005-05-18,,,,,883.2,7878610.0,4615409280.0,,
2005-05-19,,,,,884.17,8149583.0,4263472583.0,,
2005-05-20,,,,,882.76,7226676.0,3835476288.0,,
2005-05-23,,,,,863.34,7279795.0,3725791093.0,,
2005-05-24,,,,,868.46,9206929.0,4777971875.0,,
2005-05-25,,,,,868.45,7238556.0,3742173189.0,,
2005-05-26,,,,,857.33,6622786.0,3470051082.0,,
2005-05-27,,,,,849.51,7749983.0,4240678764.0,,
2005-05-30,,,,,855.61,6971583.0,3712116331.0,,
2005-05-31,,,,,855.95,7047821.0,3601006687.0,,
2005-06-01,,,,,837.53,7902302.0,4274074912.0,,
2005-06-02,,,,,818.38,9508657.0,5220786229.0,,
2005-06-03,,,,,818.03,7936056.0,4164754479.0,,
2005-06-06,,,,,839.0,9009185.0,4685006534.0,,
2005-06-07,,,,,837.28,13067068.0,7248577634.0,,
2005-06-08,,,,,905.77,32907839.0,17414544247.0,,
2005-06-09,,,,,912.6,33141840.0,17782386004.0,,
2005-06-10,,,,,894.56,22391502.0,12006754528.0,,
2005-06-13,,,,,892.96,15628002.0,7944060172.0,,
2005-06-14,,,,,883.54,14343570.0,7692070462.0,,
2005-06-15,,,,,866.83,11454056.0,6272310250.0,,
2005-06-16,,,,,879.24,11049685.0,6115269193.0,,
2005-06-17,,,,,880.34,14963009.0,8285455982.0,,
2005-06-20,,,,,906.26,18992082.0,10290889580.0,,
2005-06-21,,,,,896.17,12774784.0,6890936652.0,,
2005-06-22,,,,,900.65,10478134.0,5882401451.0,,
2005-06-23,,,,,893.57,9509308.0,5465028353.0,,
2005-06-24,,,,,898.3,8918739.0,4732186046.0,,
2005-06-27,,,,,916.04,16545402.0,8903493734.0,,
2005-06-28,,,,,903.72,10402219.0,5536098456.0,,
2005-06-29,,,,,898.9,10806746.0,5751998008.0,,
2005-06-30,,,,,878.69,10855472.0,5597946269.0,,
2005-07-01,,,,,859.49,10094597.0,5086726820.0,,
2005-07-04,,,,,855.93,8840277.0,4026099534.0,,
2005-07-05,,,,,849.68,7992688.0,4529674417.0,,
2005-07-06,,,,,842.56,6898314.0,3627265630.0,,
2005-07-07,,,,,844.73,5962465.0,2901826588.0,,
2005-07-08,,,,,829.49,7221000.0,3447787083.0,,
2005-07-11,,,,,824.1,8439006.0,4092653674.0,,
2005-07-12,,,,,851.82,14989871.0,7519245269.0,,
2005-07-13,,,,,846.23,9398842.0,4674024437.0,,
2005-07-14,,,,,849.59,9361968.0,4742557429.0,,
2005-07-15,,,,,841.0,8889563.0,4203939701.0,,
2005-07-18,,,,,832.99,8500006.0,3767754660.0,,
2005-07-19,,,,,835.61,7891818.0,3622924794.0,,
2005-07-20,,,,,842.64,8526473.0,3953440082.0,,
2005-07-21,,,,,843.99,8366101.0,4118496717.0,,
2005-07-22,,,,,859.69,21630000.0,10210013616.0,,
2005-07-25,,,,,856.86,11816080.0,5762385031.0,,
2005-07-26,,,,,876.48,21826776.0,10513580671.0,,
2005-07-27,,,,,894.01,20409537.0,9688109273.0,,
2005-07-28,,,,,890.89,20622527.0,10326374188.0,,
2005-07-29,,,,,888.16,13397406.0,6409062024.0,,
2005-08-01,,,,,891.61,11808309.0,5451576867.0,,
2005-08-02,,,,,903.6,14292547.0,6441958706.0,,
2005-08-03,,,,,909.57,25786298.0,11911777040.0,,
2005-08-04,,,,,904.15,14519256.0,6682690057.0,,
2005-08-05,,,,,923.8,19123765.0,9585685726.0,,
2005-08-08,,,,,927.47,21608944.0,11135756693.0,,
2005-08-09,,,,,933.09,19532907.0,9704541246.0,,
2005-08-10,,,,,940.37,21515763.0,10214864206.0,,
2005-08-11,,,,,953.99,27073666.0,14042061872.0,,
2005-08-12,,,,,938.32,29168144.0,14457553256.0,,
2005-08-15,,,,,954.5,20430813.0,10503460782.0,,
2005-08-16,,,,,945.06,23861818.0,12606079730.0,,
2005-08-17,,,,,953.01,21457769.0,10910460911.0,,
2005-08-18,,,,,920.67,31855327.0,15916423709.0,,
2005-08-19,,,,,923.04,22242679.0,10881501177.0,,
2005-08-22,,,,,931.67,16031010.0,7745835021.0,,
2005-08-23,,,,,923.41,15406488.0,7508824639.0,,
2005-08-24,,,,,930.65,15959747.0,7736512283.0,,
2005-08-25,,,,,930.12,16292057.0,7604864624.0,,
2005-08-26,,,,,928.26,15429804.0,7186198527.0,,
2005-08-29,,,,,917.37,15462261.0,7137708170.0,,
2005-08-30,,,,,914.88,12438170.0,5858436210.0,,
2005-08-31,,,,,927.92,14623630.0,7034282250.0,,
2005-09-01,,,,,944.56,22306384.0,10558677965.0,,
2005-09-02,,,,,947.87,18614438.0,8864773608.0,,
2005-09-05,,,,,952.72,17843318.0,8242226133.0,,
2005-09-06,,,,,936.61,21222255.0,10583985179.0,,
2005-09-07,,,,,952.76,19608466.0,9956808193.0,,
2005-09-08,,,,,955.28,22424393.0,11753260243.0,,
2005-09-09,,,,,949.07,16219310.0,7924193974.0,,
2005-09-12,,,,,949.51,11672613.0,5610130326.0,,
2005-09-13,,,,,963.77,16579431.0,7999031246.0,,
2005-09-14,,,,,970.19,19958291.0,9942627972.0,,
2005-09-15,,,,,969.6,16377679.0,8098160518.0,,
2005-09-16,,,,,967.49,13978571.0,6989327513.0,,
2005-09-19,,,,,971.14,14737421.0,7427481654.0,,
2005-09-20,,,,,961.92,18636604.0,9189438331.0,,
2005-09-21,,,,,944.41,18541895.0,8760459022.0,,
2005-09-22,,,,,923.27,18115525.0,8625589892.0,,
2005-09-23,,,,,916.15,11547644.0,5549882042.0,,
2005-09-26,,,,,918.48,8836241.0,4398425669.0,,
2005-09-27,,,,,904.21,11086056.0,5576097392.0,,
2005-09-28,,,,,903.72,8850310.0,4331475905.0,,
2005-09-29,,,,,915.97,11938978.0,5798238295.0,,
2005-09-30,,,,,917.39,9001433.0,4529466676.0,,
2005-10-10,,,,,907.32,7158451.0,3665624376.0,,
2005-10-11,,,,,919.72,7758295.0,4032539378.0,,
2005-10-12,,,,,923.48,12208852.0,6653231000.0,,
2005-10-13,,,,,916.5,10828904.0,6021814326.0,,
2005-10-14,,,,,904.83,10123940.0,5568049025.0,,
2005-10-17,,,,,897.62,10552506.0,5516482064.0,,
2005-10-18,,,,,902.37,11366317.0,5849997730.0,,
2005-10-19,,,,,898.74,11033048.0,5474099406.0,,
2005-10-20,,,,,899.91,12608725.0,6082545635.0,,
2005-10-21,,,,,904.41,11364588.0,5645096184.0,,
2005-10-24,,,,,906.65,9218982.0,4674775354.0,,
2005-10-25,,,,,894.27,11213401.0,5687104900.0,,
2005-10-26,,,,,875.82,12167123.0,5911800808.0,,
2005-10-27,,,,,875.85,11908588.0,5881848405.0,,
2005-10-28,,,,,867.73,11973376.0,5565266453.0,,
2005-10-31,,,,,876.28,10443651.0,4954801462.0,,
2005-11-01,,,,,872.86,10082745.0,4762514458.0,,
2005-11-02,,,,,882.48,13104973.0,6115386842.0,,
2005-11-03,,,,,874.58,12179182.0,5843191842.0,,
2005-11-04,,,,,878.36,9567310.0,4570236086.0,,
2005-11-07,,,,,877.28,7713259.0,3758294613.0,,
2005-11-08,,,,,881.52,10128761.0,4617261094.0,,
2005-11-09,,,,,879.25,11774405.0,5544780425.0,,
2005-11-10,,,,,862.97,10853771.0,5071603818.0,,
2005-11-11,,,,,864.79,9219720.0,4221479222.0,,
2005-11-14,,,,,862.15,6271674.0,2924317719.0,,
2005-11-15,,,,,856.64,8252478.0,4158739868.0,,
2005-11-16,,,,,863.12,9066138.0,4185382359.0,,
2005-11-17,,,,,862.66,8811637.0,4120494742.0,,
2005-11-18,,,,,882.24,17597803.0,8353934317.0,,
2005-11-21,,,,,883.87,10259963.0,4897254555.0,,
2005-11-22,,,,,869.62,10597236.0,4500600972.0,,
2005-11-23,,,,,876.23,9916920.0,3944070407.0,,
2005-11-24,,,,,881.49,14629008.0,6102429919.0,,
2005-11-25,,,,,884.1,13003546.0,5127946933.0,,
2005-11-28,,,,,880.17,9739735.0,4239101597.0,,
2005-11-29,,,,,871.31,8414994.0,3597357382.0,,
2005-11-30,,,,,873.83,8040738.0,3676845309.0,,
2005-12-01,,,,,873.07,7069235.0,3355702993.0,,
2005-12-02,,,,,869.94,8492021.0,3937214093.0,,
2005-12-05,,,,,859.61,10286897.0,4606548004.0,,
2005-12-06,,,,,866.08,10303514.0,4737134619.0,,
2005-12-07,,,,,873.84,9842955.0,4368779146.0,,
2005-12-08,,,,,874.06,10259174.0,5018813137.0,,
2005-12-09,,,,,887.36,12719526.0,5793086795.0,,
2005-12-12,,,,,888.52,10699280.0,5082260512.0,,
2005-12-13,,,,,889.1,10547238.0,5148218278.0,,
2005-12-14,,,,,898.15,13868376.0,6757243552.0,,
2005-12-15,,,,,896.43,16259782.0,7498123901.0,,
2005-12-16,,,,,902.56,11452107.0,5418465602.0,,
2005-12-19,,,,,902.91,9936327.0,4380561278.0,,
2005-12-20,,,,,907.32,10294659.0,4665761570.0,,
2005-12-21,,,,,903.14,10273976.0,4892864878.0,,
2005-12-22,,,,,908.75,8947026.0,4441384591.0,,
2005-12-23,,,,,915.89,11906999.0,5799046691.0,,
2005-12-26,,,,,922.38,15342650.0,7501782773.0,,
2005-12-27,,,,,919.36,12050359.0,5640640118.0,,
2005-12-28,,,,,920.92,12131032.0,5731256513.0,,
2005-12-29,,,,,932.03,17254959.0,8798040548.0,,
2005-12-30,,,,,923.45,15600251.0,8517980122.0,,
2006-01-04,,,,,941.43,21126899.0,11442608327.0,,
2006-01-05,,,,,959.13,27311743.0,14693493720.0,,
2006-01-06,,,,,970.03,30286368.0,16170989866.0,,
2006-01-09,,,,,975.25,24329552.0,12626400277.0,,
2006-01-10,,,,,978.15,22735302.0,12344022953.0,,
2006-01-11,,,,,973.48,26524138.0,13488346780.0,,
2006-01-12,,,,,983.72,21896680.0,11028175836.0,,
2006-01-13,,,,,978.81,22281861.0,11215633222.0,,
2006-01-16,,,,,961.44,20305215.0,9896151721.0,,
2006-01-17,,,,,964.29,16037276.0,8076118846.0,,
2006-01-18,,,,,983.62,20823518.0,10389841771.0,,
2006-01-19,,,,,991.22,26455609.0,12714862349.0,,
2006-01-20,,,,,993.34,26147062.0,12929890431.0,,
2006-01-23,,,,,996.16,22546019.0,11459294356.0,,
2006-01-24,,,,,999.09,24197991.0,13914239772.0,,
2006-01-25,,,,,1009.6,21800758.0,11644197379.0,,
2006-02-06,,,,,1033.23,25038771.0,13466978183.0,,
2006-02-07,,,,,1029.94,32954787.0,17669257813.0,,
2006-02-08,,,,,1033.07,26986729.0,13692515175.0,,
2006-02-09,,,,,1019.6,23839601.0,12115067169.0,,
2006-02-10,,,,,1032.34,22024453.0,11411753871.0,,
2006-02-13,,,,,1031.61,22157298.0,11454695538.0,,
2006-02-14,,,,,1038.53,18556220.0,9730559347.0,,
2006-02-15,,,,,1041.66,24784628.0,12747811508.0,,
2006-02-16,,,,,1020.12,26159892.0,13407183725.0,,
2006-02-17,,,,,1020.37,21026875.0,10774127956.0,,
2006-02-20,,,,,1021.64,18818883.0,10303300141.0,,
2006-02-21,,,,,1038.82,23678039.0,13180216400.0,,
2006-02-22,,,,,1037.89,25380704.0,13435059019.0,,
2006-02-23,,,,,1041.37,19785037.0,10259755542.0,,
2006-02-24,,,,,1049.44,19676104.0,10286380796.0,,
2006-02-27,,,,,1047.84,22872099.0,12520438962.0,,
2006-02-28,,,,,1053.01,19353267.0,10427830678.0,,
2006-03-01,,,,,1056.62,19425730.0,10518419421.0,,
2006-03-02,,,,,1038.67,24877861.0,13748692907.0,,
2006-03-03,,,,,1041.68,21200539.0,11437141697.0,,
2006-03-06,,,,,1038.87,17870963.0,9091203924.0,,
2006-03-07,,,,,1014.97,19336516.0,9676508800.0,,
2006-03-08,,,,,1009.27,17463055.0,8818082801.0,,
2006-03-09,,,,,1004.34,12735099.0,6640051345.0,,
2006-03-10,,,,,1008.9,11887983.0,6337829115.0,,
2006-03-13,,,,,1019.86,11765911.0,6101943506.0,,
2006-03-14,,,,,1018.27,11348030.0,5861599356.0,,
2006-03-15,,,,,1028.96,14842068.0,7822300458.0,,
2006-03-16,,,,,1027.62,14784339.0,7936360041.0,,
2006-03-17,,,,,1024.02,15001924.0,7945174864.0,,
2006-03-20,,,,,1037.66,15389912.0,8246315688.0,,
2006-03-21,,,,,1040.76,19077662.0,10271579935.0,,
2006-03-22,,,,,1047.67,18640575.0,10034541922.0,,
2006-03-23,,,,,1048.54,20467885.0,10825049824.0,,
2006-03-24,,,,,1042.6,20098237.0,11031900342.0,,
2006-03-27,,,,,1050.71,17134070.0,9201788180.0,,
2006-03-28,,,,,1055.98,22273999.0,10630507500.0,,
2006-03-29,,,,,1065.29,30526345.0,15882110482.0,,
2006-03-30,,,,,1055.63,22012494.0,12089930817.0,,
2006-03-31,,,,,1061.09,22276190.0,12045672446.0,,
2006-04-03,,,,,1079.32,27729761.0,15703156870.0,,
2006-04-04,,,,,1089.37,31148757.0,17525218334.0,,
2006-04-05,,,,,1099.97,32936914.0,18539588008.0,,
2006-04-06,,,,,1103.24,36167049.0,19687813538.0,,
2006-04-07,,,,,1103.15,32570860.0,17760103659.0,,
2006-04-10,,,,,1117.91,32067520.0,17246470925.0,,
2006-04-11,,,,,1123.31,35607520.0,19796708290.0,,
2006-04-12,,,,,1117.07,30333845.0,15991141463.0,,
2006-04-13,,,,,1093.93,33824146.0,17190084945.0,,
2006-04-14,,,,,1118.61,33527962.0,16782531968.0,,
2006-04-17,,,,,1124.41,35704548.0,18349161711.0,,
2006-04-18,,,,,1131.28,32317223.0,17403457422.0,,
2006-04-19,,,,,1138.24,34322898.0,19364959974.0,,
2006-04-20,,,,,1134.38,37885651.0,21561233693.0,,
2006-04-21,,,,,1149.16,40772910.0,22750697130.0,,
2006-04-24,,,,,1142.7,45936219.0,26245896335.0,,
2006-04-25,,,,,1141.93,38611125.0,22885232669.0,,
2006-04-26,,,,,1155.73,41824301.0,25476171649.0,,
2006-04-27,,,,,1155.27,31980451.0,18862520936.0,,
2006-04-28,,,,,1172.35,40801858.0,24343009251.0,,
2006-05-08,,,,,1218.44,44912821.0,26536314891.0,,
2006-05-09,,,,,1251.61,55993861.0,33111916341.0,,
2006-05-10,,,,,1265.93,55667043.0,33568258225.0,,
2006-05-11,,,,,1255.04,61133725.0,37299607468.0,,
2006-05-12,,,,,1296.26,54920331.0,34261843942.0,,
2006-05-15,,,,,1352.16,73534005.0,45768188032.0,,
2006-05-16,,,,,1331.13,79658170.0,50916396723.0,,
2006-05-17,,,,,1335.52,61823287.0,39133826398.0,,
2006-05-18,,,,,1331.2,52056363.0,31832852065.0,,
2006-05-19,,,,,1366.1,67123869.0,36222359895.0,,
2006-05-22,,,,,1373.67,66262172.0,38198875541.0,,
2006-05-23,,,,,1317.65,56872388.0,32747751170.0,,
2006-05-24,,,,,1308.24,51176632.0,31096815588.0,,
2006-05-25,,,,,1307.7,34046436.0,20482556624.0,,
2006-05-26,,,,,1331.02,36385665.0,21741991960.0,,
2006-05-29,,,,,1366.29,44480011.0,27100627303.0,,
2006-05-30,,,,,1378.76,44761027.0,28992430923.0,,
2006-05-31,,,,,1365.45,47335883.0,29359692213.0,,
2006-06-01,,,,,1402.88,53493453.0,31383492665.0,,
2006-06-02,,,,,1390.12,64109162.0,37407323630.0,,
2006-06-05,,,,,1403.16,55101819.0,29784741526.0,,
2006-06-06,,,,,1399.14,46835278.0,26497855270.0,,
2006-06-07,,,,,1320.23,52047647.0,31076290204.0,,
2006-06-08,,,,,1325.98,45677509.0,26462585864.0,,
2006-06-09,,,,,1294.19,37392623.0,21631040581.0,,
2006-06-12,,,,,1297.67,25033331.0,15025360038.0,,
2006-06-13,,,,,1298.28,27823031.0,16716170449.0,,
2006-06-14,,,,,1283.88,28801661.0,15982326444.0,,
2006-06-15,,,,,1285.39,23241302.0,12947893429.0,,
2006-06-16,,,,,1318.01,28408032.0,16152374694.0,,
2006-06-19,,,,,1334.89,30726258.0,18672646769.0,,
2006-06-20,,,,,1338.22,27797058.0,16416714736.0,,
2006-06-21,,,,,1333.53,32445479.0,18271592334.0,,
2006-06-22,,,,,1331.55,25953157.0,14642393269.0,,
2006-06-23,,,,,1339.45,25651644.0,15125536432.0,,
2006-06-26,,,,,1363.41,29595920.0,18564767865.0,,
2006-06-27,,,,,1363.9,26454734.0,16022196955.0,,
2006-06-28,,,,,1362.89,25791657.0,14836163873.0,,
2006-06-29,,,,,1395.12,42439201.0,24225652463.0,,
2006-06-30,,,,,1393.96,38396745.0,22942443838.0,,
2006-07-03,,,,,1420.33,38297385.0,24423131531.0,,
2006-07-04,,,,,1411.01,42749803.0,28116073765.0,,
2006-07-05,,,,,1393.01,33446005.0,21154127198.0,,
2006-07-06,,,,,1418.68,32480734.0,21637516912.0,,
2006-07-07,,,,,1410.43,33556176.0,22529571028.0,,
2006-07-10,,,,,1412.12,27607369.0,18616784852.0,,
2006-07-11,,,,,1418.57,28537379.0,18958953195.0,,
2006-07-12,,,,,1419.2,36293417.0,24831173387.0,,
2006-07-13,,,,,1346.09,48970673.0,31700087656.0,,
2006-07-14,,,,,1357.13,32659105.0,21065092098.0,,
2006-07-17,,,,,1372.25,24205552.0,16046823874.0,,
2006-07-18,,,,,1373.42,22724544.0,14797115329.0,,
2006-07-19,,,,,1336.64,25227647.0,15923621350.0,,
2006-07-20,,,,,1345.19,18450621.0,11505538297.0,,
2006-07-21,,,,,1356.03,20393648.0,12442432415.0,,
2006-07-24,,,,,1358.12,19966190.0,12517728783.0,,
2006-07-25,,,,,1374.17,22023509.0,14089738586.0,,
2006-07-26,,,,,1371.3,19633442.0,12059952444.0,,
2006-07-27,,,,,1355.55,23818755.0,14751696304.0,,
2006-07-28,,,,,1341.39,21557505.0,13809393177.0,,
2006-07-31,,,,,1294.33,22181211.0,13115400910.0,,
2006-08-01,,,,,1282.06,17443887.0,10137959452.0,,
2006-08-02,,,,,1275.09,17813284.0,10180840409.0,,
2006-08-03,,,,,1271.74,12940473.0,8115991949.0,,
2006-08-04,,,,,1241.91,16053628.0,9762333439.0,,
2006-08-07,,,,,1224.1,15116519.0,8515702534.0,,
2006-08-08,,,,,1252.39,14250481.0,8387431317.0,,
2006-08-09,,,,,1251.3,12859474.0,7485120544.0,,
2006-08-10,,,,,1271.47,17699006.0,10020038303.0,,
2006-08-11,,,,,1275.65,15303227.0,9033367272.0,,
2006-08-14,,,,,1245.72,16444469.0,9870530858.0,,
2006-08-15,,,,,1265.86,14319360.0,8592504024.0,,
2006-08-16,,,,,1283.57,20802743.0,12267020733.0,,
2006-08-17,,,,,1271.63,15457904.0,8843865980.0,,
2006-08-18,,,,,1267.87,13964524.0,7951341069.0,,
2006-08-21,,,,,1270.56,15064766.0,8661631085.0,,
2006-08-22,,,,,1285.27,17200942.0,11224121514.0,,
2006-08-23,,,,,1285.68,19092875.0,12215591075.0,,
2006-08-24,,,,,1292.4,15081306.0,9416605611.0,,
2006-08-25,,,,,1295.44,18557937.0,11586280956.0,,
2006-08-28,,,,,1325.89,26183290.0,16640986510.0,,
2006-08-29,,,,,1330.16,31766376.0,20558598283.0,,
2006-08-30,,,,,1334.67,21139949.0,12994582488.0,,
2006-08-31,,,,,1338.69,23188274.0,13932000999.0,,
2006-09-01,,,,,1318.1,25033688.0,14832251927.0,,
2006-09-04,,,,,1337.24,21095340.0,12470373587.0,,
2006-09-05,,,,,1340.68,26868110.0,15959669593.0,,
2006-09-06,,,,,1346.37,23153112.0,13799604057.0,,
2006-09-07,,,,,1328.38,21886449.0,13054999552.0,,
2006-09-08,,,,,1332.15,17230273.0,10157793916.0,,
2006-09-11,,,,,1338.76,20947266.0,12839285596.0,,
2006-09-12,,,,,1347.64,27301891.0,15787258083.0,,
2006-09-13,,,,,1338.39,32821191.0,18701751194.0,,
2006-09-14,,,,,1338.28,22217284.0,13679517835.0,,
2006-09-15,,,,,1362.32,36057148.0,19594629097.0,,
2006-09-18,,,,,1375.56,31454851.0,18187622927.0,,
2006-09-19,,,,,1378.31,26648301.0,15942860310.0,,
2006-09-20,,,,,1378.46,23445880.0,14017239840.0,,
2006-09-21,,,,,1387.37,26094121.0,16026131513.0,,
2006-09-22,,,,,1374.85,28265042.0,18173169466.0,,
2006-09-25,,,,,1372.4,24584780.0,15493803707.0,,
2006-09-26,,,,,1357.65,19703278.0,11953758768.0,,
2006-09-27,,,,,1371.12,17580323.0,10897805770.0,,
2006-09-28,,,,,1387.0,21687792.0,14070853853.0,,
2006-09-29,,,,,1403.27,27166742.0,17347640073.0,,
2006-10-09,,,,,1436.07,39191862.0,23762250623.0,,
2006-10-10,,,,,1437.24,38400486.0,24024747915.0,,
2006-10-11,,,,,1435.91,31617987.0,18592012045.0,,
2006-10-12,,,,,1426.5,37956237.0,21048271007.0,,
2006-10-13,,,,,1430.88,28295156.0,16770803951.0,,
2006-10-16,,,,,1418.52,28492186.0,17341289788.0,,
2006-10-17,,,,,1414.45,24224403.0,15151115999.0,,
2006-10-18,,,,,1437.59,24290308.0,15015405334.0,,
2006-10-19,,,,,1439.38,23820267.0,14441180899.0,,
2006-10-20,,,,,1440.18,26560143.0,16526648077.0,,
2006-10-23,,,,,1408.71,28950377.0,17710776103.0,,
2006-10-24,,,,,1440.05,26189972.0,16151232545.0,,
2006-10-25,,,,,1446.82,32204895.0,21177150676.0,,
2006-10-26,,,,,1456.09,38466362.0,21300294417.0,,
2006-10-27,,,,,1439.05,37379304.0,21496189402.0,,
2006-10-30,,,,,1446.24,35320452.0,19874454982.0,,
2006-10-31,,,,,1464.47,36952283.0,21463617498.0,,
2006-11-01,,,,,1479.41,38926925.0,23518429064.0,,
2006-11-02,,,,,1479.66,42373136.0,24757963551.0,,
2006-11-03,,,,,1488.29,39372027.0,23319284127.0,,
2006-11-06,,,,,1507.89,42033510.0,25221678236.0,,
2006-11-07,,,,,1516.1,43038328.0,27894549966.0,,
2006-11-08,,,,,1498.17,28722405.0,19140307948.0,,
2006-11-09,,,,,1524.71,34030133.0,22283038119.0,,
2006-11-10,,,,,1504.06,53922867.0,31931185346.0,,
2006-11-13,,,,,1475.78,41653301.0,25176222093.0,,
2006-11-14,,,,,1493.78,36307885.0,22029308293.0,,
2006-11-15,,,,,1534.76,40589216.0,26135569100.0,,
2006-11-16,,,,,1533.29,57760948.0,34127308461.0,,
2006-11-17,,,,,1562.08,44446191.0,26950444425.0,,
